GENE	08-12-12-13	08-19-02-10	08-19-02-30	08-19-02-46	08-19-02-61	08-31-08-91	08-36-03-25	09-7500806	10-01-02-27	12-7504462	12-7504652	12-7505054	12-7505220	12-7505446	AF210	AF41	AF72	AF90	A_fumigatus_v67-36	A_fumigatus_v67-37	Af293	Af65	Afu_1042-09	Afu_124-E11	Afu_166-E11	Afu_218-E11	Afu_257-E11	Afu_343-P-11	Afu_591-12	Afu_942-09	B5852	B5854	B5856	B5859	B5863	B5866	B5868	B6069	B6074	B6078	B6079	B6081	F11628	F12041	F12219	F12636	F12865	F13535	F13619	F13952	F14403	F14513G	F14532	F14946G	F15390	F15767	F15927	F16311	F17582	F17729	F17729W	F17764	F18085	F18149	F5211G	F7763	IFM_55369	IFM_58026	IFM_58029	IFM_58401	IFM_59056	IFM_59073	IFM_59355-1	IFM_59355-2	IFM_59356-1	IFM_59356-2	IFM_59356-3	IFM_59359	IFM_59361	IFM_59361-1	IFM_59361-2	IFM_59365	IFM_59777	IFM_60237	IFM_60514	IFM_61118	IFM_61407	IFM_61578	IFM_61610	IFM_62516	NCPF-7811	NCPF-7816	NCPF-7820	NCPF-7822
AFUB_000110	0.00	0.07	0.00	0.00	0.00	0.00	129.07	0.00	152.62	0.04	0.00	0.00	0.04	0.07	0.11	0.00	0.00	0.00	0.00	0.00	0.04	0.07	133.43	157.93	132.17	148.71	104.78	93.60	116.41	135.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AFUB_000120	0.06	0.17	0.00	0.17	0.00	0.10	141.99	0.06	151.02	0.11	0.00	0.00	0.17	0.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.19	120.67	157.39	153.43	151.04	107.11	105.26	131.18	152.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AFUB_000130	0.00	0.11	0.00	0.00	0.38	0.00	118.60	0.00	130.71	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	114.93	135.77	122.41	131.11	94.99	82.93	113.43	135.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AFUB_000140	0.00	0.00	0.00	0.00	0.00	0.00	146.67	0.00	161.32	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	143.17	165.55	147.45	166.47	127.30	104.23	126.09	152.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AFUB_000150	0.00	0.00	39.15	0.00	0.00	0.00	141.53	0.06	147.37	37.36	0.00	0.13	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.01	0.00	126.49	165.53	145.90	153.29	109.93	101.91	125.02	156.01	0.00	0.00	0.00	6.90	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	5.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
AFUB_000160	125.90	181.83	157.76	167.80	176.16	154.44	158.27	151.89	164.44	159.54	142.99	176.33	159.56	186.37	65.67	66.33	74.24	58.61	9.21	13.76	154.30	189.50	115.23	163.90	146.05	148.69	112.18	130.07	129.41	148.89	30.18	30.48	28.16	28.17	30.83	33.78	27.21	33.63	27.18	22.86	33.77	16.47	32.95	42.02	69.54	58.29	28.59	44.70	63.87	41.75	74.68	42.16	56.96	57.95	58.80	27.22	42.18	63.68	56.55	51.30	45.41	52.01	57.87	16.34	71.20	262.26	22.46	10.51	12.21	10.73	25.37	35.10	13.98	14.67	10.86	5.24	20.93	22.46	20.00	31.66	30.42	7.03	10.24	18.51	26.35	12.28	26.35	8.59	19.14	7.59	26.61	35.64	19.07	28.49
AFUB_000170	114.24	176.63	150.58	164.30	171.54	154.70	155.12	148.22	162.79	146.45	143.60	184.76	157.01	174.41	60.12	62.30	75.57	46.61	9.29	12.44	150.83	184.33	111.79	164.44	138.96	147.68	102.98	124.50	117.94	152.40	25.03	25.45	25.79	23.13	29.33	28.10	25.23	29.04	23.44	18.85	30.02	14.30	29.00	40.25	71.79	53.41	25.80	43.85	65.07	39.22	79.70	41.85	61.28	57.11	54.49	24.31	37.07	59.85	54.70	52.65	45.42	49.16	58.66	13.26	64.71	261.07	22.46	8.32	11.29	8.69	24.47	38.57	13.42	13.64	9.16	6.39	21.50	22.46	19.47	30.16	27.21	6.03	10.11	15.22	25.73	12.03	25.73	9.71	22.59	7.40	22.80	32.75	15.13	25.53
AFUB_000180	118.30	175.87	160.39	169.98	177.76	154.13	162.27	148.09	160.23	157.51	145.14	177.40	160.39	185.75	59.45	66.34	74.62	54.76	11.26	15.87	154.56	190.29	123.62	163.31	139.14	153.82	112.48	126.85	129.67	144.35	26.09	27.22	24.00	27.77	28.11	32.63	24.55	29.51	25.83	21.20	31.97	14.26	30.35	44.76	66.21	55.54	26.44	47.06	67.85	41.35	69.36	45.72	61.68	57.41	62.61	25.94	38.91	55.24	56.12	54.29	42.07	51.89	61.11	10.86	68.89	269.33	20.01	6.44	9.58	8.59	26.31	36.20	12.22	15.93	11.23	4.45	20.71	20.01	15.53	24.50	27.87	3.85	9.59	13.03	25.97	13.01	25.97	7.62	19.89	9.31	22.95	34.28	15.90	26.01
AFUB_000190	120.83	181.53	162.79	169.50	175.83	160.40	170.79	158.01	167.72	166.01	154.42	175.56	162.88	183.91	57.08	61.56	78.37	48.67	8.56	11.32	152.44	190.14	119.25	161.25	144.57	157.07	120.99	126.46	123.17	150.39	23.04	25.18	24.51	26.60	31.48	31.36	25.78	30.38	23.90	20.76	32.62	15.12	32.80	46.56	70.26	54.78	25.19	42.66	67.41	48.36	69.21	46.27	58.41	53.12	55.72	24.12	36.91	58.46	57.01	52.83	46.06	47.49	58.55	13.81	67.10	263.79	24.72	8.79	7.73	7.02	23.94	38.86	10.67	12.89	12.08	4.65	16.34	24.72	16.00	27.90	31.66	8.46	10.21	14.08	35.15	11.50	35.15	8.78	17.25	9.05	20.92	32.36	17.18	26.43
AFUB_000200	120.25	177.35	150.63	158.76	162.60	152.25	158.74	150.03	157.03	148.35	150.74	171.92	158.03	168.21	55.91	68.13	72.00	44.86	8.98	12.44	140.75	187.86	108.62	161.48	139.69	140.19	106.42	126.37	124.47	145.01	21.83	23.51	21.97	25.30	24.73	28.56	20.61	26.47	21.77	16.83	28.70	12.21	29.09	42.28	62.94	51.29	23.33	44.16	61.50	38.09	71.95	43.54	56.54	56.12	55.46	22.97	38.68	59.16	54.33	47.69	44.83	49.67	55.54	14.24	64.28	248.60	22.00	6.77	11.67	8.86	23.28	40.18	11.42	13.13	11.19	2.68	15.95	22.00	20.36	22.59	26.46	7.56	8.79	9.84	21.67	12.10	21.67	9.03	20.93	7.87	20.80	28.81	13.73	25.17
AFUB_000210	130.66	191.19	164.18	172.46	183.68	163.68	162.12	155.12	164.42	166.52	149.83	177.08	164.64	184.26	63.15	67.32	74.24	61.16	9.83	16.35	151.40	197.16	140.30	176.86	148.61	154.52	115.93	127.39	129.45	156.11	30.19	32.78	32.76	28.50	32.26	37.47	29.72	36.65	29.74	24.36	34.75	16.98	32.75	42.67	70.43	57.61	26.10	47.85	64.07	40.62	75.34	47.96	61.44	60.12	60.45	27.24	57.53	63.87	58.22	55.52	44.58	54.75	55.42	17.00	70.99	261.97	23.61	12.75	10.00	7.73	23.39	29.56	13.20	13.19	8.50	4.37	17.41	23.61	17.45	31.01	32.71	7.93	9.54	14.14	24.94	11.77	24.94	7.03	17.75	9.95	28.99	43.03	20.97	32.34
AFUB_000220	120.24	178.96	166.48	169.86	171.11	158.65	162.64	158.10	164.32	154.22	146.29	178.53	159.80	183.62	61.63	63.21	75.61	58.77	9.44	14.25	149.08	188.49	133.19	168.29	143.28	149.86	113.15	128.69	119.43	143.09	29.89	30.31	29.58	28.58	30.90	37.41	27.03	33.98	28.12	22.73	34.77	16.27	32.11	45.78	72.57	65.03	25.78	45.91	71.21	39.90	80.56	44.29	53.98	61.24	62.49	28.61	49.96	60.11	56.44	55.65	47.08	52.24	61.60	13.91	69.97	271.41	21.82	9.15	10.49	8.75	22.23	25.67	11.89	19.00	10.18	4.12	17.90	21.82	17.72	28.43	29.77	6.82	9.15	16.66	23.58	11.31	23.58	5.82	15.85	7.28	28.11	34.86	17.92	28.26
AFUB_000230	130.00	195.66	165.04	178.90	173.21	149.40	167.87	144.80	159.79	159.97	149.12	173.98	163.80	183.74	55.97	64.41	76.68	64.14	9.48	14.55	150.79	198.10	128.03	174.24	152.48	162.63	119.29	132.67	123.05	150.71	30.54	30.43	28.06	26.89	31.40	35.46	25.68	36.03	27.28	22.35	31.89	14.74	31.47	46.15	78.07	56.93	28.87	49.05	69.27	46.04	74.33	47.71	62.41	67.88	62.35	24.00	56.89	67.02	61.21	57.54	46.01	50.95	64.36	16.42	72.75	274.05	23.58	9.99	9.18	10.79	22.81	29.83	14.56	17.36	10.16	5.54	22.75	23.58	18.34	27.31	25.91	8.94	6.41	14.78	25.41	13.57	25.41	6.98	21.28	10.70	25.01	39.22	18.80	27.43
AFUB_000240	123.32	162.43	147.98	162.47	168.78	150.51	155.58	134.66	152.87	147.03	141.33	170.49	146.42	162.05	56.82	66.80	76.45	59.17	9.03	15.59	137.10	182.27	131.42	158.38	134.76	151.18	111.12	120.33	125.92	145.98	31.04	29.97	29.30	29.54	32.77	36.60	27.60	35.78	29.30	22.62	34.60	17.16	32.23	44.63	71.88	58.66	27.56	44.00	64.54	41.26	71.66	42.90	57.51	56.12	53.52	27.00	54.11	59.91	58.01	52.96	42.63	46.25	58.74	18.78	66.40	260.52	18.94	5.82	10.99	9.01	22.40	32.14	9.65	15.60	9.79	3.94	18.98	18.94	15.13	25.94	25.17	6.42	10.72	15.04	20.74	7.47	20.74	6.94	18.58	7.13	27.35	38.76	20.55	28.30
AFUB_000250	133.94	192.35	166.91	173.49	186.58	172.28	168.05	153.85	171.95	161.49	156.06	182.62	171.40	181.02	67.61	65.88	73.70	66.02	10.11	15.07	160.17	196.61	144.93	174.59	153.23	162.88	121.04	135.09	137.06	143.25	35.24	38.36	35.02	33.93	35.28	39.80	31.13	39.56	35.87	24.78	40.77	16.96	33.03	44.51	74.44	57.67	27.50	46.19	72.16	43.82	70.73	46.45	58.66	60.53	56.85	30.67	66.06	61.74	57.34	59.73	45.35	49.60	59.10	19.48	75.89	267.88	22.94	8.71	13.72	9.94	28.33	26.69	15.74	13.19	9.93	5.92	19.46	22.94	18.46	28.74	35.19	6.44	8.95	17.72	25.10	9.58	25.10	5.82	21.77	8.20	34.27	41.87	23.90	31.46
AFUB_000260	109.54	169.73	145.66	151.22	171.15	146.80	158.40	134.28	147.59	144.37	139.39	155.55	156.94	153.89	58.04	55.83	74.94	55.92	8.67	12.84	148.63	185.61	128.95	159.39	131.59	146.42	107.98	119.66	116.58	152.39	23.29	24.86	24.98	26.85	27.94	28.58	24.50	29.75	23.53	19.16	29.88	14.45	30.52	44.56	59.48	54.25	23.50	46.99	59.01	36.99	74.46	41.49	57.56	56.14	57.76	22.11	52.45	57.32	51.32	51.50	46.50	51.88	57.89	16.69	66.18	252.35	20.39	7.33	11.22	8.86	21.29	33.38	11.24	14.25	11.53	3.88	15.04	20.39	15.37	28.86	26.76	5.86	7.30	14.87	25.82	8.73	25.82	9.65	19.53	8.92	23.48	32.66	15.23	23.71
AFUB_000270	116.52	165.48	158.33	163.51	182.92	155.55	158.40	148.01	159.90	154.71	148.81	174.80	151.46	178.00	65.82	67.12	68.32	56.24	10.12	15.05	145.30	194.81	131.87	170.88	142.09	154.65	115.57	137.51	125.59	155.37	29.48	32.67	28.72	29.17	34.86	35.39	29.27	32.29	28.15	24.14	36.78	16.11	32.07	44.87	70.56	57.03	26.73	46.97	68.89	41.19	72.68	44.97	56.13	56.76	59.49	24.32	54.11	60.50	55.86	53.24	45.52	52.36	59.54	17.76	61.20	269.24	22.62	8.79	9.38	10.04	26.37	34.21	18.88	13.59	10.48	6.30	20.16	22.62	14.27	32.30	29.19	8.82	7.86	21.25	22.93	12.81	22.93	8.15	15.28	9.08	25.97	38.03	18.28	31.64
AFUB_000280	117.89	175.13	151.84	163.18	166.39	154.04	154.75	139.56	160.42	152.92	147.95	173.73	163.66	177.16	61.00	65.03	74.38	54.66	9.92	15.54	155.11	183.17	121.51	161.20	137.03	152.29	114.43	128.15	124.28	151.15	26.89	28.51	28.24	27.46	30.63	32.23	26.90	31.72	27.55	21.37	33.72	16.09	31.36	45.75	74.27	56.58	27.45	44.18	69.51	41.53	73.91	45.26	59.62	56.96	63.62	26.08	53.35	63.09	56.49	54.93	47.21	55.66	61.61	19.98	71.47	271.19	25.00	8.57	10.06	9.85	27.24	36.21	13.32	15.21	11.00	5.11	22.32	25.00	18.59	28.06	29.31	7.41	8.52	14.19	26.78	12.54	26.78	7.98	18.88	8.28	26.63	35.91	18.36	27.92
AFUB_000290	114.76	170.51	151.06	162.39	172.18	150.34	157.10	147.73	159.37	155.02	132.74	175.16	157.37	178.80	60.56	63.25	72.04	48.03	8.66	13.47	154.90	186.00	123.41	164.03	135.55	154.47	112.99	130.87	123.19	159.49	31.21	31.63	30.12	28.57	31.43	34.92	29.85	34.17	29.17	24.36	35.09	17.00	30.31	43.71	66.96	57.23	26.71	46.70	65.18	40.32	69.76	44.21	55.03	60.31	58.68	25.91	45.20	62.01	56.32	50.63	41.28	49.89	57.80	13.76	70.07	259.75	18.77	9.30	13.54	10.91	25.80	34.25	11.81	15.31	11.36	4.30	14.64	18.77	18.83	31.00	30.48	6.82	9.00	21.18	23.23	11.07	23.23	9.69	19.56	6.84	27.48	37.10	18.27	26.66
AFUB_000300	124.15	176.66	169.80	171.17	173.21	160.17	159.16	151.97	154.82	165.54	142.34	173.11	169.32	181.77	64.69	63.61	81.22	56.23	10.75	14.07	152.56	177.35	125.79	167.11	134.86	157.02	116.44	124.74	132.44	159.64	26.62	26.68	22.71	29.45	30.02	33.16	23.82	32.76	29.89	21.94	32.04	15.82	29.10	48.00	68.02	66.97	24.24	51.71	65.83	41.30	74.74	52.95	59.39	59.43	65.53	24.99	47.58	64.49	61.93	59.57	53.41	58.76	60.31	13.89	78.04	291.25	26.68	11.86	10.59	7.50	25.38	35.70	12.56	17.50	10.23	3.46	22.45	26.68	18.28	29.20	32.53	5.14	12.27	16.69	19.03	13.61	19.03	8.22	21.88	9.35	25.84	36.27	17.79	29.74
AFUB_000310	130.03	175.31	151.51	160.55	171.65	141.74	154.21	149.71	157.07	145.21	140.85	162.50	156.49	172.71	60.66	62.02	65.84	53.16	10.73	14.50	153.17	187.91	130.90	163.66	144.23	152.47	115.11	124.50	121.93	139.72	25.92	27.85	27.75	25.49	29.51	30.78	25.92	27.19	24.66	18.06	29.38	17.43	27.56	34.54	57.32	49.29	22.47	42.95	60.20	37.37	73.89	41.88	53.17	52.57	51.22	20.38	55.51	54.61	45.42	46.17	42.60	52.46	57.32	19.39	60.91	239.42	21.94	8.80	9.27	7.02	23.32	28.57	11.91	14.73	8.53	3.48	18.14	21.94	16.51	22.61	20.90	5.05	5.37	15.70	15.99	12.27	15.99	6.56	10.96	6.81	23.01	32.84	16.28	25.51
AFUB_000320	118.78	178.37	164.75	168.75	183.57	155.92	162.85	155.15	158.57	165.38	146.36	182.40	164.93	187.01	70.28	66.05	70.92	70.90	10.31	16.99	156.66	196.02	143.19	167.19	146.87	157.65	112.58	134.99	129.49	147.68	34.46	32.93	33.57	30.66	35.05	38.27	30.79	36.22	29.94	26.05	38.03	18.41	32.71	41.46	62.84	58.14	29.92	45.90	65.68	39.32	75.87	44.24	57.01	61.72	62.29	27.23	65.01	61.63	55.75	55.37	41.10	53.93	63.19	21.93	79.49	265.88	29.40	8.82	11.68	8.54	27.67	32.80	11.35	15.78	9.72	3.29	14.23	29.40	17.72	28.97	29.93	5.69	9.80	18.73	24.57	9.65	24.57	5.92	25.33	9.82	27.51	38.27	20.04	32.94
AFUB_000330	120.30	172.92	156.17	170.87	179.31	151.76	157.48	144.86	162.43	155.78	142.15	176.50	154.85	185.70	64.41	62.39	76.55	63.99	10.12	15.30	144.27	188.01	133.05	166.40	146.07	151.50	116.22	131.47	129.77	144.48	29.03	33.66	30.10	28.31	30.75	35.86	27.21	33.44	27.78	23.82	35.54	16.75	30.17	44.38	68.63	56.43	28.18	47.18	62.99	42.22	73.43	45.23	56.66	56.63	57.80	24.97	60.25	61.60	52.32	58.53	46.55	52.34	60.98	20.82	76.57	263.76	23.50	8.96	10.34	10.30	26.12	33.03	11.14	15.87	11.73	4.36	16.20	23.50	18.71	27.79	28.68	5.30	9.18	14.20	24.09	10.79	24.09	7.80	21.39	5.54	28.04	37.67	19.58	28.82
