GENE	08-12-12-13	08-19-02-10	08-19-02-30	08-19-02-46	08-19-02-61	08-31-08-91	08-36-03-25	09-7500806	10-01-02-27	12-7504462	12-7504652	12-7505054	12-7505220	12-7505446	AF210	AF41	AF72	AF90	A_fumigatus_v67-36	A_fumigatus_v67-37	Af293	Af65	Afu_1042-09	Afu_124-E11	Afu_166-E11	Afu_218-E11	Afu_257-E11	Afu_343-P-11	Afu_591-12	Afu_942-09	B5852	B5854	B5856	B5859	B5863	B5866	B5868	B6069	B6074	B6078	B6079	B6081	F11628	F12041	F12219	F12636	F12865	F13535	F13619	F13952	F14403	F14513G	F14532	F14946G	F15390	F15767	F15927	F16311	F17582	F17729	F17729W	F17764	F18085	F18149	F5211G	F7763	IFM_55369	IFM_58026	IFM_58029	IFM_58401	IFM_59056	IFM_59073	IFM_59355-1	IFM_59355-2	IFM_59356-1	IFM_59356-2	IFM_59356-3	IFM_59359	IFM_59361	IFM_59361-1	IFM_59361-2	IFM_59365	IFM_59777	IFM_60237	IFM_60514	IFM_61118	IFM_61407	IFM_61578	IFM_61610	IFM_62115	IFM_62516	NCPF-7811	NCPF-7816	NCPF-7820	NCPF-7822
AFUB_072310	134.50	183.96	150.51	150.63	202.72	165.56	173.53	143.97	149.02	159.29	150.51	166.45	170.96	191.19	64.16	68.03	74.04	68.01	9.85	14.26	175.49	199.51	144.80	173.03	171.04	161.41	111.18	132.61	145.16	148.40	30.21	41.74	37.27	37.46	36.98	40.87	35.24	44.67	39.53	28.81	46.41	15.98	39.14	41.90	73.61	64.08	32.22	55.08	80.66	51.08	69.24	58.83	65.85	52.52	66.19	28.47	64.23	74.57	58.90	67.43	55.94	62.17	64.50	19.08	88.39	281.86	23.08	5.23	17.80	6.24	19.28	26.62	13.22	20.12	8.76	7.23	19.18	23.08	24.01	51.29	30.53	3.30	5.39	34.72	18.84	10.57	18.84	8.25	13.05	0.00	14.70	37.61	56.12	28.24	30.86
AFUB_072320	114.31	172.71	147.57	163.31	162.53	151.53	147.87	139.74	151.66	153.04	141.91	165.36	151.94	170.82	62.86	65.98	75.05	57.92	8.96	13.97	151.08	189.76	127.41	162.93	140.34	157.02	110.33	123.02	126.62	150.43	32.27	33.97	33.08	32.82	34.33	37.44	30.91	35.74	32.61	25.03	37.91	19.39	34.07	49.21	68.59	59.94	28.70	48.49	70.92	42.96	72.67	50.16	59.08	62.47	58.28	28.06	53.24	65.17	57.09	55.80	47.67	56.60	62.67	13.43	83.55	293.82	26.39	7.30	11.43	8.74	24.39	29.67	12.36	18.30	13.23	4.47	16.59	26.39	16.99	31.68	33.61	6.91	8.39	18.45	25.83	10.23	25.83	6.48	22.28	0.06	6.95	29.87	41.65	21.24	28.41
AFUB_072330	118.09	171.06	144.09	157.27	166.31	146.44	146.38	135.82	156.98	148.21	141.34	171.67	158.06	168.80	67.09	79.88	88.91	66.28	10.89	21.15	156.08	191.68	133.49	164.09	138.58	155.46	105.61	125.31	121.52	140.61	39.00	37.96	34.85	33.70	39.54	43.01	34.35	42.07	33.73	28.64	38.56	21.62	32.80	43.37	74.03	60.08	28.65	52.85	71.86	45.39	74.67	48.35	61.00	59.86	68.83	26.57	66.50	62.27	58.42	61.11	48.04	62.67	67.34	23.43	75.94	291.76	21.82	6.25	8.10	11.49	22.96	28.69	17.93	14.11	13.74	4.76	25.05	21.82	19.64	33.04	30.58	8.65	9.30	19.20	25.74	11.26	25.74	7.60	18.75	0.04	5.30	33.36	45.19	24.02	34.74
AFUB_072340	114.32	172.43	141.63	163.41	168.95	149.80	149.79	138.52	153.71	154.50	140.01	166.21	149.13	168.19	65.74	66.31	75.18	64.82	9.30	15.74	151.10	190.71	141.23	163.68	145.79	156.71	104.96	130.65	122.05	150.22	39.24	37.55	39.91	37.24	39.64	40.34	35.82	44.26	37.18	28.16	42.00	19.73	35.22	44.93	76.68	56.85	30.17	52.14	71.15	44.41	74.80	49.96	62.74	61.87	60.25	28.34	68.64	65.99	57.49	63.13	44.47	55.86	62.95	21.86	84.51	285.60	24.58	7.10	9.53	6.67	21.12	26.65	11.43	19.40	12.46	4.19	14.43	24.58	15.71	32.41	31.14	6.76	11.11	18.78	22.85	10.55	22.85	5.65	24.66	0.11	8.28	35.47	44.92	24.58	34.61
AFUB_072350	112.62	169.80	148.26	169.33	160.49	151.29	155.51	146.57	161.48	163.88	141.40	168.96	164.61	174.21	66.63	64.62	70.57	68.51	10.36	19.78	157.12	200.48	152.62	174.35	151.08	146.43	109.19	130.44	117.26	142.55	33.41	34.76	34.98	33.49	35.24	38.98	33.21	36.64	34.17	28.15	36.84	19.84	33.05	48.41	70.33	60.02	28.78	48.71	73.17	43.60	73.25	47.29	60.41	59.96	60.31	24.01	69.58	60.10	56.30	57.53	43.49	56.76	62.16	17.54	74.49	276.35	27.32	6.60	12.15	7.31	31.99	29.94	11.25	20.31	14.14	4.75	9.96	27.32	14.34	40.40	33.91	6.01	7.16	18.35	18.48	9.59	18.48	7.09	20.38	0.00	8.14	29.90	40.61	22.30	27.29
AFUB_072360	118.86	179.36	147.74	168.11	174.14	158.26	152.12	131.01	161.25	155.81	146.76	174.31	164.48	163.64	62.42	66.35	73.18	66.76	7.89	16.41	160.82	194.59	135.03	169.92	145.14	151.09	120.40	123.39	128.21	150.57	35.27	37.09	34.67	39.21	37.68	38.18	35.00	39.62	36.54	24.41	40.77	18.63	35.96	47.51	72.74	63.02	27.04	53.42	66.95	41.68	75.98	50.81	58.47	55.83	69.69	30.45	69.30	62.75	58.62	56.30	49.89	60.89	67.26	20.80	83.95	279.27	20.42	6.02	10.45	7.60	20.80	24.76	12.21	15.22	7.78	7.24	22.34	20.42	17.11	31.19	30.08	4.68	6.66	21.18	21.36	12.88	21.36	10.99	20.86	0.06	5.59	35.81	44.35	21.15	28.23
AFUB_072370	117.60	175.23	147.46	165.59	177.80	163.21	144.52	143.59	145.78	148.71	137.30	159.99	155.82	175.65	71.35	68.76	75.78	56.02	9.73	16.04	155.91	198.09	133.48	171.11	146.09	157.58	112.30	135.98	127.14	152.13	35.83	37.34	34.39	35.64	38.13	41.66	32.00	38.62	37.19	28.29	41.36	20.02	33.97	45.51	67.52	61.65	29.92	49.29	66.48	39.50	75.99	44.87	58.64	57.79	60.97	30.44	60.41	62.59	54.21	57.91	49.35	49.08	59.19	20.08	82.75	282.99	31.83	8.42	13.44	8.37	25.65	25.24	14.18	15.37	14.43	4.29	14.98	31.83	14.69	32.58	29.48	4.65	13.04	24.52	20.32	9.61	20.32	6.17	22.48	0.08	7.46	32.64	43.80	22.32	31.02
AFUB_072380	113.96	171.45	146.31	155.34	174.19	140.71	155.42	142.13	155.68	163.88	146.15	165.28	156.17	175.62	66.04	64.65	73.91	65.94	9.41	18.03	154.59	189.57	140.32	163.92	136.51	147.80	106.25	128.52	133.49	152.18	33.10	34.39	35.29	29.01	32.47	35.32	31.09	35.79	30.29	24.99	35.27	17.59	31.27	46.91	63.84	61.13	25.87	45.45	73.39	42.02	77.19	41.76	56.33	61.55	60.56	24.81	62.70	62.88	66.88	59.17	45.12	58.92	63.39	20.02	80.04	270.54	22.91	6.76	8.99	11.71	23.14	25.63	16.25	13.10	10.55	2.78	17.01	22.91	19.18	27.17	33.28	7.06	11.13	20.06	23.77	14.41	23.77	6.69	21.42	0.00	6.73	31.70	38.55	19.68	31.60
AFUB_072390	119.46	185.55	156.33	165.71	178.95	164.44	165.82	155.81	159.20	157.70	156.58	162.50	171.15	178.58	73.59	75.05	84.00	75.60	10.11	19.69	162.14	205.37	162.97	173.72	149.19	164.57	114.73	141.12	140.31	159.54	40.66	44.32	45.83	37.35	40.53	45.93	40.07	48.10	41.72	33.43	45.77	18.53	37.76	46.85	76.36	65.77	31.91	54.35	74.33	45.10	81.46	47.09	65.59	64.17	70.70	28.81	68.25	69.88	59.92	60.39	49.71	60.47	68.35	22.94	86.14	300.56	19.07	1.49	8.94	4.89	23.25	24.82	11.02	15.92	13.65	5.85	15.38	19.07	15.12	42.77	39.84	7.88	8.37	29.47	19.89	7.90	19.89	4.98	24.69	0.09	9.25	38.04	52.66	27.60	35.29
AFUB_072400	115.40	171.69	150.35	158.64	166.07	152.07	154.61	141.79	153.58	152.45	138.95	171.81	153.90	176.88	63.13	66.41	74.85	60.98	9.32	16.32	156.16	195.36	135.34	163.10	145.51	156.99	107.40	126.97	123.86	148.09	34.33	35.53	35.36	33.98	36.28	38.85	33.47	38.97	35.18	27.32	40.90	17.98	32.99	46.47	74.29	59.08	30.24	50.48	71.42	41.62	78.28	48.41	59.92	63.13	60.47	27.17	57.84	64.95	61.15	57.02	46.65	58.27	62.91	16.58	82.39	287.02	22.01	8.04	11.15	10.00	22.47	25.52	13.24	18.09	10.40	5.66	15.08	22.01	17.90	34.63	31.60	6.48	8.74	21.38	22.87	13.75	22.87	6.99	21.28	0.15	6.79	29.68	41.46	20.30	28.76
AFUB_072410	124.31	179.93	148.62	170.46	170.18	148.85	146.31	151.00	165.98	154.99	147.55	165.55	169.95	185.17	72.02	78.08	81.63	65.93	9.26	18.87	166.21	210.85	147.86	167.79	148.12	156.49	104.95	129.91	132.96	148.53	37.58	32.36	36.09	33.15	39.18	38.56	37.79	38.59	35.62	29.22	37.36	20.04	39.03	49.95	84.55	63.61	30.23	54.65	76.78	45.97	83.79	50.39	66.19	66.36	66.22	27.47	56.02	74.14	59.56	60.83	50.54	58.89	70.16	19.58	88.90	321.08	21.66	7.20	12.53	7.96	24.84	29.36	14.57	16.04	10.25	4.93	19.25	21.66	22.76	37.90	35.66	5.90	8.42	22.93	26.62	12.85	26.62	6.77	24.47	0.00	10.67	33.07	46.03	22.83	32.55
AFUB_072420	117.19	181.32	156.40	163.89	163.33	154.99	147.02	142.67	154.07	150.14	142.20	170.53	169.67	167.14	70.76	73.56	76.55	68.47	9.40	17.64	150.52	193.67	126.75	159.91	142.01	147.62	113.52	121.98	127.27	150.86	32.63	32.15	35.58	34.71	36.25	37.78	33.30	39.53	31.92	24.70	37.58	20.60	37.04	47.41	68.08	51.96	30.50	47.28	65.09	45.07	70.30	42.97	64.22	58.76	63.85	27.83	60.74	62.87	58.10	54.12	47.34	55.17	63.77	17.98	78.14	278.88	24.95	12.28	10.98	10.78	24.99	29.80	16.82	14.27	12.14	5.45	22.83	24.95	19.66	31.62	32.02	8.85	10.68	17.60	28.24	12.96	28.24	9.36	18.33	0.04	9.32	28.07	40.11	20.88	29.83
AFUB_072430	120.92	171.62	149.97	164.27	181.78	150.19	158.12	145.45	155.80	163.17	144.85	168.52	158.05	178.78	70.75	65.87	78.46	67.70	10.38	16.97	151.50	184.05	126.93	165.12	149.30	153.21	116.87	138.91	132.55	145.21	34.41	35.39	34.15	34.21	38.23	38.18	33.82	40.14	35.77	27.31	40.08	19.98	32.43	45.35	71.78	53.66	30.70	50.55	67.41	44.73	75.48	46.98	59.28	59.73	60.83	26.36	64.65	58.94	56.25	55.51	47.49	63.69	63.92	17.79	76.97	282.19	25.01	8.95	13.91	11.55	25.98	34.57	15.83	16.69	10.65	6.26	23.46	25.01	18.39	32.17	33.48	7.65	11.25	16.66	26.47	10.55	26.47	8.77	17.38	0.08	10.38	32.80	45.38	21.71	31.20
AFUB_072440	111.62	170.95	144.59	155.50	170.82	149.63	146.73	143.43	150.80	147.17	141.55	165.54	153.16	171.32	61.08	63.40	77.23	58.14	9.54	14.57	146.98	177.71	114.27	157.71	134.59	150.57	106.02	123.05	121.38	138.65	26.29	27.19	25.84	28.48	30.10	29.65	25.96	31.64	26.24	19.79	30.68	16.42	30.75	44.77	65.91	56.83	26.81	49.42	68.41	42.50	75.74	47.40	59.51	60.74	60.33	24.31	53.93	60.59	57.94	55.93	48.71	56.29	59.59	18.72	72.45	275.82	22.50	10.74	10.18	9.68	24.48	33.79	12.35	16.68	11.86	3.84	19.12	22.50	16.60	24.84	26.67	7.05	11.80	12.55	23.75	10.41	23.75	7.53	17.49	0.13	8.95	21.73	33.99	16.42	25.22
AFUB_072450	122.61	191.84	155.26	176.54	182.57	149.41	168.25	155.35	165.63	164.85	142.39	187.46	179.31	180.24	65.65	64.26	76.93	66.74	8.34	13.82	162.51	200.54	146.18	168.16	154.54	166.81	118.83	132.24	136.62	157.80	34.60	32.94	33.15	35.47	35.09	37.68	30.16	36.46	30.65	23.16	34.58	16.54	33.91	56.25	75.69	64.01	32.31	60.70	68.20	44.86	71.72	49.26	60.36	60.41	53.46	30.41	64.54	71.89	61.76	52.17	56.73	57.82	62.50	17.27	78.16	299.20	28.00	8.43	12.92	10.59	27.53	38.70	8.66	18.83	13.62	2.64	14.84	28.00	20.73	34.31	35.30	6.48	11.13	18.34	22.94	9.98	22.94	6.63	21.63	0.00	8.31	29.06	41.08	22.00	29.01
AFUB_072460	116.28	177.23	154.46	161.51	174.94	157.57	158.64	142.44	147.83	148.21	141.00	174.61	156.92	173.85	71.76	61.15	71.83	60.18	9.44	15.66	156.42	191.15	137.85	171.36	146.44	154.47	113.21	126.48	122.22	147.08	36.37	36.65	34.35	32.06	36.56	38.48	35.68	39.03	35.86	24.32	43.01	17.21	33.35	44.97	69.48	61.08	33.03	50.95	64.81	39.80	68.17	43.99	57.33	61.60	60.86	26.63	54.01	61.22	61.78	57.49	52.18	58.06	58.78	19.61	74.65	275.41	26.16	7.02	14.02	9.57	23.49	29.73	15.24	18.29	14.35	4.42	17.61	26.16	19.37	29.62	30.95	6.92	10.39	16.72	21.62	13.49	21.62	8.05	20.65	0.07	6.86	28.50	43.69	22.27	32.99
AFUB_072470	117.22	178.49	152.32	163.70	174.57	151.92	159.11	146.70	157.61	154.63	144.67	171.20	156.62	172.11	66.21	64.81	78.62	60.53	9.21	15.79	157.75	187.78	138.62	165.48	148.05	152.62	113.79	134.29	130.13	149.84	33.00	33.01	33.47	32.72	35.23	38.22	31.86	36.69	31.85	25.68	37.22	16.96	33.88	45.62	68.46	56.72	29.85	50.47	68.00	41.59	75.92	47.43	60.40	59.94	62.23	27.76	54.73	63.90	57.41	55.39	44.43	56.47	58.33	16.69	74.95	285.78	24.53	9.22	11.99	9.80	28.70	35.06	11.89	17.54	12.60	4.87	16.01	24.53	16.81	30.64	30.18	7.23	9.92	18.01	23.91	11.00	23.91	7.23	19.15	0.25	7.66	28.90	38.77	19.62	28.55
AFUB_072480	123.16	182.86	159.32	165.88	183.52	158.14	163.72	150.73	160.81	163.66	151.30	176.79	165.21	174.26	65.41	70.14	77.00	67.10	9.61	16.22	163.29	198.48	154.71	171.28	149.05	162.15	115.49	133.35	130.06	155.80	35.42	36.84	35.41	34.69	37.55	40.00	34.64	39.25	35.31	27.26	40.64	18.41	34.08	49.22	73.07	59.76	31.43	49.27	73.26	46.81	80.60	50.26	60.60	65.54	65.30	28.86	67.28	66.92	59.59	62.82	47.56	57.91	62.77	21.03	83.42	286.22	26.36	8.14	10.85	9.23	25.22	32.59	12.35	16.64	11.98	4.87	18.00	26.36	17.63	34.56	33.02	6.23	8.65	16.99	24.62	10.73	24.62	6.91	21.67	0.11	6.63	32.28	44.26	23.28	32.15
AFUB_072490	115.57	165.44	149.88	156.20	168.38	141.80	151.75	136.61	155.58	146.36	135.02	165.62	151.97	174.11	66.16	68.05	76.60	66.68	9.34	17.44	154.49	182.67	140.99	157.96	133.57	151.29	111.22	129.45	126.22	145.08	36.74	38.62	37.89	36.06	35.82	41.12	34.76	39.86	33.50	28.81	42.59	18.24	34.72	46.38	72.08	58.86	31.30	45.02	71.44	39.30	75.59	45.49	60.38	59.79	56.32	28.58	67.28	60.99	60.35	62.43	42.98	52.75	60.16	23.10	76.51	277.03	22.76	6.62	10.30	7.87	26.91	28.76	12.30	17.86	12.51	5.41	16.55	22.76	18.08	36.78	33.39	6.44	10.19	20.52	21.29	11.82	21.29	5.13	20.15	0.02	8.21	32.16	44.26	21.99	29.96
AFUB_072500	120.22	177.39	159.13	158.53	174.90	149.68	160.69	140.84	157.38	156.64	142.66	174.36	157.80	167.35	62.47	64.09	78.34	66.62	8.20	16.42	150.47	195.92	144.48	172.18	143.70	150.56	119.44	127.98	133.31	144.18	37.24	32.34	34.58	31.52	34.20	34.80	34.09	38.63	31.59	25.83	39.70	17.32	32.82	46.99	72.71	57.40	25.45	46.17	66.33	41.94	76.82	45.79	58.57	59.62	59.75	27.46	68.69	69.75	59.06	57.24	47.50	54.88	61.15	22.73	76.62	279.65	27.06	8.98	12.29	7.09	21.73	27.74	10.95	18.95	11.47	5.74	12.66	27.06	18.92	30.77	32.93	6.97	11.05	18.52	19.25	9.26	19.25	7.36	20.22	0.09	6.80	31.91	38.36	21.00	29.89
AFUB_072510	116.72	162.23	146.59	151.26	163.01	141.96	148.04	129.48	139.57	149.55	130.25	156.42	153.71	168.89	65.59	67.40	72.16	70.56	8.39	16.54	157.19	196.18	137.62	156.82	137.87	143.10	113.93	131.26	120.36	134.10	36.19	38.40	40.43	34.37	37.60	41.26	33.65	41.69	35.05	29.31	39.51	19.78	35.56	45.51	64.08	59.10	29.60	45.79	67.44	37.15	76.98	45.29	58.63	59.86	61.46	29.95	68.65	60.08	57.30	59.11	45.02	52.51	60.03	23.12	78.18	263.40	18.42	7.31	11.32	6.44	24.69	26.94	13.43	17.11	12.34	4.19	12.90	18.42	15.67	27.58	30.73	5.87	9.61	17.62	19.99	9.39	19.99	7.59	21.44	0.15	6.99	32.03	46.58	24.55	32.77
AFUB_072520	116.45	163.36	147.73	163.80	166.17	148.16	150.33	142.55	149.68	139.98	133.09	156.14	147.18	176.52	62.48	59.59	71.35	69.37	8.28	16.09	150.92	185.94	136.00	159.24	137.07	155.41	103.48	122.37	121.59	145.64	34.11	38.67	37.55	35.80	34.54	38.91	33.08	38.69	33.08	27.27	38.63	19.17	33.99	44.66	66.36	61.11	32.20	43.21	64.29	35.31	71.33	43.82	52.26	59.10	54.27	26.69	58.34	61.20	54.64	55.49	42.51	52.70	56.44	22.29	71.81	255.80	19.16	6.47	13.06	7.85	24.17	27.01	12.43	17.15	12.31	7.00	13.86	19.16	18.94	32.92	32.27	6.80	11.26	16.75	25.14	10.63	25.14	6.48	16.88	0.39	6.77	30.08	41.12	24.47	26.84
AFUB_072530	122.76	182.00	140.22	154.32	172.34	147.42	154.91	123.58	137.84	145.64	142.25	162.53	151.61	171.08	70.32	68.35	91.29	62.22	10.98	16.30	144.79	182.91	130.32	160.27	147.35	155.33	103.79	127.35	112.22	144.41	29.22	30.70	30.21	30.91	32.55	31.26	28.86	33.52	29.10	21.63	36.95	16.02	35.60	45.89	66.50	51.17	25.35	52.59	73.58	41.87	75.58	52.25	58.48	56.16	57.22	27.17	64.59	62.07	61.48	62.60	46.02	57.41	62.66	24.26	85.50	275.37	17.90	9.45	14.21	9.65	17.25	29.18	15.27	17.24	10.52	10.64	20.78	17.90	25.41	33.92	32.43	9.09	10.45	21.70	31.15	12.96	31.15	6.80	18.59	0.08	5.45	29.00	38.13	17.31	30.36
