GENE	08-12-12-13	08-19-02-10	08-19-02-30	08-19-02-46	08-19-02-61	08-31-08-91	08-36-03-25	09-7500806	10-01-02-27	12-7504462	12-7504652	12-7505054	12-7505220	12-7505446	AF210	AF41	AF72	AF90	A_fumigatus_v67-36	A_fumigatus_v67-37	Af293	Af65	Afu_1042-09	Afu_124-E11	Afu_166-E11	Afu_218-E11	Afu_257-E11	Afu_343-P-11	Afu_591-12	Afu_942-09	B5852	B5854	B5856	B5859	B5863	B5866	B5868	B6069	B6074	B6078	B6079	B6081	F11628	F12041	F12219	F12636	F12865	F13535	F13619	F13952	F14403	F14513G	F14532	F14946G	F15390	F15767	F15927	F16311	F17582	F17729	F17729W	F17764	F18085	F18149	F5211G	F7763	IFM_55369	IFM_58026	IFM_58029	IFM_58401	IFM_59056	IFM_59073	IFM_59355-1	IFM_59355-2	IFM_59356-1	IFM_59356-2	IFM_59356-3	IFM_59359	IFM_59361	IFM_59361-1	IFM_59361-2	IFM_59365	IFM_59777	IFM_60237	IFM_60514	IFM_61118	IFM_61407	IFM_61578	IFM_61610	IFM_62516	NCPF-7811	NCPF-7816	NCPF-7820	NCPF-7822
AFUB_033960	108.93	180.65	154.95	160.02	174.01	149.38	145.98	146.29	161.10	154.79	145.53	171.25	159.86	172.79	50.75	64.34	78.38	32.02	10.32	13.37	139.48	174.14	103.64	161.36	132.63	151.69	106.63	123.56	113.21	150.96	23.29	27.10	21.75	22.27	29.34	30.34	23.23	29.91	28.07	17.60	25.59	11.03	26.51	44.27	68.17	57.55	24.65	37.97	66.64	32.31	73.30	42.81	54.30	52.56	55.91	21.54	25.95	60.38	49.06	46.25	45.65	51.03	51.31	11.13	62.16	254.03	23.83	16.32	10.22	11.39	24.28	30.04	11.79	13.41	11.73	3.92	16.99	23.83	21.94	22.31	22.41	8.49	10.96	9.30	30.95	16.29	30.95	5.17	12.73	9.35	20.28	26.13	11.26	24.64
AFUB_033970	115.08	177.74	157.38	168.06	167.25	151.63	154.01	146.32	149.33	145.31	140.63	173.82	153.65	175.10	47.74	62.94	72.02	36.25	8.83	11.39	140.54	178.11	104.09	157.98	127.98	153.02	103.26	129.98	123.98	146.02	18.81	18.77	17.78	18.59	21.32	22.19	18.50	25.05	19.09	16.12	26.66	12.90	25.17	44.86	63.42	49.12	22.92	45.85	65.66	39.09	68.29	39.99	54.30	51.34	57.94	21.44	34.90	59.18	55.35	43.97	44.19	48.13	58.70	8.88	62.63	249.40	22.14	10.56	8.05	9.18	21.97	28.99	9.19	14.86	10.12	3.28	14.30	22.14	16.90	23.64	22.29	7.54	8.59	9.25	24.01	9.53	24.01	7.06	19.04	7.83	18.18	23.74	11.77	19.73
AFUB_033980	120.84	179.08	152.20	162.32	181.18	156.28	159.81	158.67	163.81	163.24	152.08	181.83	160.11	190.62	64.47	67.94	80.34	48.14	10.07	12.86	137.31	194.00	123.54	160.20	141.47	149.76	105.17	121.55	127.89	149.16	24.38	25.43	25.14	25.36	28.77	31.39	24.86	31.81	27.84	21.65	30.68	13.42	30.90	37.94	73.59	54.68	25.17	41.08	62.38	38.43	73.60	44.64	58.80	56.94	67.69	25.62	41.10	66.25	53.35	52.20	45.25	48.95	54.98	11.34	68.35	285.74	24.89	8.76	10.19	11.01	32.01	35.62	13.41	14.56	8.89	4.96	20.54	24.89	22.90	33.11	28.42	5.17	11.01	18.92	30.14	10.94	30.14	8.83	22.23	11.45	19.46	32.97	14.22	28.86
AFUB_033990	114.63	165.16	154.78	162.59	160.36	139.70	156.33	141.39	153.49	142.29	142.96	176.69	161.49	161.65	51.07	65.51	74.91	41.23	9.35	13.46	141.68	179.99	96.11	155.54	134.56	144.80	98.71	120.10	121.36	146.36	22.88	20.35	20.14	21.74	23.13	24.87	19.09	23.25	20.04	18.21	25.50	12.65	28.20	42.27	63.33	51.97	21.25	43.77	56.83	36.69	65.27	39.20	55.59	54.13	55.89	21.05	36.11	54.50	51.33	50.28	43.13	48.72	54.34	12.57	62.07	246.83	24.15	10.30	8.08	8.27	28.53	36.62	10.94	16.89	9.86	3.46	16.88	24.15	18.43	21.49	23.11	5.34	9.04	8.54	26.94	8.98	26.94	7.09	18.39	9.84	18.02	24.40	11.57	21.74
AFUB_034000	129.20	182.34	171.99	164.63	183.44	162.05	161.13	157.44	172.44	160.48	155.22	175.89	164.18	182.25	63.41	60.93	72.00	47.36	9.74	15.28	159.28	198.93	135.95	175.15	153.70	158.57	111.09	137.23	133.52	144.68	30.41	30.98	28.83	30.37	33.68	35.89	28.34	32.56	30.82	26.16	36.50	18.19	31.43	43.79	66.38	61.26	29.90	49.14	69.14	42.31	78.30	45.44	54.29	63.47	53.18	25.21	40.57	60.36	55.77	58.21	46.63	45.72	57.56	10.63	75.17	259.54	20.03	10.14	11.60	8.74	29.82	31.20	10.82	14.97	8.98	3.52	16.11	20.03	16.42	24.56	28.46	5.72	7.69	11.88	28.99	9.61	28.99	6.67	21.07	8.62	27.93	40.11	21.57	30.75
AFUB_034010	127.55	163.37	168.39	170.46	175.24	145.23	107.21	157.20	154.83	159.37	151.58	177.88	160.43	181.31	39.45	62.42	75.88	48.57	10.41	13.93	152.12	190.00	125.94	160.72	145.66	154.81	114.24	122.42	127.81	151.23	25.26	24.49	24.78	9.55	28.60	28.31	21.79	27.54	27.03	19.21	28.94	12.06	27.69	44.76	70.57	62.45	23.41	45.16	69.21	38.72	71.39	45.18	64.35	56.23	61.36	22.51	45.74	61.59	53.57	57.32	44.82	57.84	64.14	16.44	67.08	258.61	16.44	9.74	11.82	11.65	22.73	22.26	10.52	13.59	8.33	4.47	23.32	16.44	15.75	26.45	26.39	5.97	9.30	9.48	20.40	11.40	20.40	10.66	16.55	5.97	21.26	28.29	15.02	24.09
AFUB_034020	136.46	200.24	13.12	179.26	198.38	174.58	163.91	158.34	179.44	177.78	160.49	192.12	14.46	197.63	0.24	5.57	6.28	5.30	8.82	16.59	166.83	207.63	147.50	184.40	161.92	169.87	119.98	115.48	139.47	158.99	2.69	3.03	2.95	0.00	3.08	3.14	2.97	3.38	3.08	2.05	3.02	1.59	36.26	44.36	5.53	58.93	29.95	49.09	69.43	43.48	5.30	43.47	60.09	59.89	60.47	2.81	3.88	5.23	63.25	57.04	47.11	4.50	5.18	1.34	72.27	265.06	2.37	8.51	12.06	8.55	25.46	2.36	0.73	1.57	0.90	0.15	1.37	2.37	1.30	2.40	2.72	8.45	0.83	0.49	2.01	10.90	2.01	0.29	1.40	8.24	33.23	42.42	23.51	3.27
AFUB_034030	118.89	172.11	0.00	162.93	176.90	156.04	144.36	147.65	154.08	149.18	142.93	172.11	0.08	174.75	0.19	0.07	0.07	0.00	10.03	14.81	148.13	178.40	122.32	165.30	139.51	146.75	111.17	101.04	122.49	145.25	0.00	0.00	0.00	26.25	0.05	0.04	0.00	0.00	0.00	0.00	0.00	0.00	29.77	41.47	0.14	53.72	27.19	44.70	61.49	39.46	0.00	43.68	57.35	51.77	54.86	0.01	0.03	0.00	52.01	56.19	42.14	0.01	0.00	0.00	64.96	249.00	0.17	10.73	13.12	8.24	24.50	0.00	0.04	0.07	0.06	0.00	0.01	0.17	0.00	0.00	0.00	8.08	0.00	0.00	0.00	11.00	0.00	0.00	0.00	9.88	22.03	33.74	14.65	0.00
AFUB_034040	114.33	164.19	0.00	165.43	157.17	142.88	146.53	141.91	154.70	146.06	136.75	155.03	0.00	169.37	0.00	0.00	0.00	0.00	7.59	12.22	160.61	173.79	108.99	152.60	147.42	128.95	95.38	94.50	119.07	152.16	0.00	0.00	0.00	33.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30.94	43.70	0.00	62.65	20.35	53.04	64.12	42.28	0.00	42.23	49.58	57.40	63.48	0.00	0.00	0.00	65.50	55.76	41.09	0.00	0.00	0.00	75.66	255.30	0.00	7.31	12.25	4.74	27.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.37	0.00	0.00	0.00	10.06	0.00	0.00	0.00	4.11	19.18	23.77	13.63	0.00
AFUB_034050	110.99	162.39	35.80	138.17	153.98	132.67	131.06	120.09	140.48	136.72	125.13	152.39	35.81	150.07	0.00	12.68	15.42	11.78	9.88	14.75	137.71	161.29	109.22	145.97	126.22	132.49	100.81	97.82	104.30	129.94	3.95	5.59	4.33	24.62	5.43	6.30	4.99	6.31	5.20	4.73	6.43	3.18	29.57	40.11	11.78	47.88	24.50	38.20	60.16	36.59	14.30	37.54	52.38	52.06	59.84	5.13	8.18	9.48	51.59	50.25	39.22	10.47	12.12	3.31	63.02	237.63	7.47	10.10	13.74	13.53	21.93	5.87	1.58	2.99	1.71	0.28	3.12	7.47	3.29	6.71	6.55	6.92	2.12	2.55	3.72	11.65	3.72	1.42	3.74	8.95	19.95	30.90	15.11	4.80
AFUB_034060	123.46	175.48	167.45	165.57	177.74	160.70	174.61	149.69	158.93	156.24	164.65	169.77	159.88	189.92	0.00	67.10	79.70	56.31	8.66	13.49	144.81	187.29	122.34	168.67	139.73	153.83	106.10	122.21	130.97	161.25	27.36	26.88	26.97	22.64	28.73	33.65	24.05	30.24	27.96	20.06	31.09	14.87	31.97	43.32	73.58	55.92	23.73	40.49	72.85	47.22	75.73	41.44	53.91	58.55	64.96	24.27	53.99	63.85	57.38	48.74	44.62	58.48	62.45	15.75	68.99	256.27	23.47	7.95	11.77	6.40	25.78	25.64	11.23	18.97	9.41	1.54	18.64	23.47	15.81	23.89	29.34	9.31	7.76	12.56	22.63	10.95	22.63	5.60	16.25	7.33	23.41	29.02	17.52	26.65
AFUB_034070	106.85	153.14	140.57	150.18	154.87	133.20	149.62	142.91	143.81	150.12	137.36	144.48	156.24	155.30	0.00	57.46	71.76	47.80	9.12	12.75	154.09	164.66	103.90	148.12	124.57	131.41	100.04	122.48	117.39	140.15	25.63	26.79	24.96	25.60	30.82	32.19	26.38	28.68	24.74	22.55	30.97	16.05	30.77	38.99	58.92	49.17	28.28	40.17	54.86	39.48	72.24	44.82	52.57	56.45	54.24	27.53	37.78	53.26	48.55	50.70	42.95	45.76	50.80	13.92	71.83	258.18	20.29	12.26	9.00	8.13	23.97	32.04	9.99	13.89	13.97	6.34	16.68	20.29	13.43	21.76	25.40	3.79	10.95	12.59	23.69	9.71	23.69	5.20	16.45	8.32	25.78	31.90	17.93	26.89
AFUB_034080	116.14	171.20	154.04	159.27	173.64	149.28	148.45	141.10	143.52	149.43	133.83	169.41	157.34	177.68	21.22	72.97	77.13	42.15	11.13	15.51	146.42	182.80	114.21	158.30	134.13	147.38	102.26	129.44	120.90	143.28	20.79	22.58	19.65	21.45	24.79	23.51	20.67	24.60	23.09	16.65	27.48	14.16	28.47	41.70	66.74	52.70	24.93	41.76	62.49	42.05	70.71	42.64	55.59	53.77	64.47	23.15	33.50	59.26	54.18	53.84	43.90	53.69	61.47	12.78	64.22	257.47	24.24	11.85	9.92	9.60	27.22	35.56	15.18	11.77	11.69	4.61	20.99	24.24	18.46	28.31	23.95	6.12	10.39	17.36	23.79	10.83	23.79	9.06	21.81	9.15	18.84	26.60	11.79	22.96
AFUB_034090	111.29	186.87	165.66	174.08	187.92	158.06	164.56	162.15	171.47	160.16	146.85	188.92	159.15	186.06	60.66	79.69	82.51	58.85	10.17	14.37	159.16	190.71	107.10	164.56	134.78	158.39	111.50	123.32	128.32	158.49	27.80	27.97	23.34	28.08	32.59	29.79	26.10	29.67	24.95	20.90	39.54	14.76	35.42	47.19	72.83	57.40	29.06	45.06	66.77	50.06	86.17	47.13	57.16	66.15	67.96	29.53	46.81	72.74	61.52	60.15	48.27	50.91	60.54	19.91	72.73	293.88	24.95	7.51	12.72	7.60	19.58	29.57	14.34	14.36	15.70	6.63	22.12	24.95	15.76	28.94	22.30	9.48	11.94	19.91	22.59	12.33	22.59	9.02	23.36	6.76	24.94	31.45	14.06	26.22
AFUB_034100	122.13	182.26	157.43	179.65	184.68	157.79	161.47	152.65	160.34	156.27	139.74	176.30	153.35	169.19	58.48	63.85	79.94	55.47	9.31	14.27	147.32	184.08	104.33	158.05	145.69	154.70	118.00	120.90	132.78	156.72	24.19	26.13	23.74	24.66	27.35	28.50	24.08	28.13	25.19	20.02	31.00	15.14	31.84	46.35	68.49	57.08	22.98	50.04	65.81	36.05	77.16	46.33	57.83	57.06	66.84	23.83	45.15	56.84	51.93	56.85	47.26	49.88	56.98	16.26	67.71	256.70	23.01	12.27	11.06	12.13	27.08	35.70	11.46	15.69	9.58	2.82	20.31	23.01	18.45	21.42	24.79	10.15	8.75	7.96	24.84	10.60	24.84	5.41	15.14	9.33	23.13	29.98	15.97	24.82
AFUB_034110	94.06	131.95	123.85	135.69	135.94	106.71	125.81	117.10	126.80	130.83	106.13	155.73	115.67	137.51	65.01	48.41	57.53	52.63	9.86	15.58	121.25	148.90	87.10	119.99	106.44	119.35	84.15	101.31	107.55	120.11	28.88	27.42	26.17	27.56	31.81	33.23	24.67	31.58	27.75	23.10	32.07	14.68	31.82	34.33	50.01	44.28	25.82	30.65	52.44	32.49	56.70	39.87	43.99	40.75	46.57	23.59	48.70	48.10	43.67	46.74	39.07	42.53	44.80	13.86	56.14	209.79	23.48	10.65	14.02	10.62	27.41	35.11	12.28	11.40	8.94	6.09	18.13	23.48	16.48	30.98	26.42	7.73	10.50	13.42	30.49	8.43	30.49	10.41	20.96	10.75	25.80	31.47	17.64	27.93
AFUB_034120	119.15	179.43	148.81	161.80	165.62	147.91	160.05	141.43	150.61	146.26	139.96	164.12	159.73	168.05	55.68	62.34	70.75	58.71	9.77	13.28	140.30	178.76	115.75	167.25	139.12	146.92	104.70	121.93	118.96	143.99	22.31	22.46	21.44	22.48	24.96	27.55	21.99	26.39	22.42	17.44	27.76	14.42	28.73	43.17	64.23	53.71	25.27	42.91	62.81	45.09	73.15	40.24	57.87	54.35	56.29	22.90	56.08	58.52	49.96	52.28	41.14	50.90	55.20	16.91	60.77	252.16	20.75	10.96	9.36	7.42	25.26	33.37	8.86	17.37	11.83	2.50	15.47	20.75	14.71	20.67	21.19	3.80	7.43	10.00	25.30	10.16	25.30	6.48	18.01	8.98	19.78	30.88	14.22	24.63
AFUB_034130	129.03	185.28	172.38	175.89	184.99	157.66	162.92	155.87	161.18	162.85	148.35	183.22	163.75	185.98	61.50	66.23	76.75	63.49	9.62	14.00	149.22	194.86	134.77	173.04	151.16	157.89	115.10	132.68	129.05	154.60	27.87	28.85	29.15	27.57	30.70	33.02	27.50	32.29	27.50	20.55	31.15	13.94	32.17	42.87	69.30	60.25	27.93	45.58	66.31	40.39	72.21	45.25	61.49	59.46	60.23	25.27	56.13	66.74	56.02	56.01	44.58	51.82	59.84	22.08	68.65	271.72	21.72	8.71	9.47	7.25	29.22	30.95	13.21	16.56	10.19	4.40	20.52	21.72	17.27	27.57	30.19	8.59	9.45	13.60	25.18	11.48	25.18	7.04	22.10	10.18	25.64	35.13	17.92	29.71
AFUB_034140	121.84	182.25	165.95	178.47	182.98	167.19	167.74	162.09	173.23	165.66	160.86	178.15	169.07	187.76	62.95	66.16	72.22	63.86	8.41	15.35	151.03	204.08	160.51	175.58	155.19	166.62	127.92	140.22	131.81	160.85	33.51	32.15	36.06	31.58	32.43	38.06	30.65	35.96	28.37	26.38	36.53	17.95	32.16	44.74	70.47	59.50	31.03	46.13	64.35	47.20	78.86	48.04	58.84	65.06	56.64	24.91	68.11	61.39	58.80	63.43	46.02	50.59	62.88	19.81	72.88	266.92	23.89	6.42	9.21	9.80	24.47	32.13	10.15	13.07	10.43	1.99	17.27	23.89	23.00	22.01	28.96	7.70	10.60	12.30	21.00	8.31	21.00	5.57	19.69	10.96	34.69	40.35	22.33	30.93
AFUB_034150	102.14	148.91	162.08	148.19	157.65	134.50	123.21	111.79	119.03	112.19	115.24	146.81	139.62	149.91	53.18	50.98	55.03	52.08	7.51	13.95	126.35	150.41	111.35	153.64	118.93	135.72	91.86	110.23	114.53	136.67	33.20	28.68	28.64	29.52	30.93	32.39	28.79	33.99	25.85	22.80	35.30	15.84	30.46	31.81	59.15	46.93	26.27	41.27	52.59	30.82	55.50	34.86	42.72	46.21	48.64	25.07	46.17	43.02	42.40	49.19	33.86	39.43	44.38	15.39	54.87	205.97	17.27	6.17	10.97	6.25	22.52	28.54	10.09	13.29	15.01	2.54	14.97	17.27	14.06	23.80	23.67	9.59	7.09	16.58	23.64	9.74	23.64	6.40	11.03	9.10	28.31	35.86	21.37	29.56
AFUB_034160	139.40	212.69	173.99	181.16	201.81	163.89	183.81	165.66	176.72	185.92	162.92	185.18	181.17	205.72	69.05	63.34	70.88	74.54	7.81	15.83	175.49	223.38	175.13	188.84	162.75	160.94	120.57	142.56	134.01	178.82	42.02	43.04	41.41	36.89	37.88	45.52	41.80	44.86	38.47	29.88	40.35	19.73	37.59	47.54	67.38	58.93	34.91	53.66	72.24	40.10	79.85	47.37	62.12	61.55	59.44	28.50	69.34	61.28	59.58	61.50	42.70	51.92	63.01	20.10	75.90	268.67	20.83	4.68	18.24	8.16	20.32	27.39	13.25	18.74	11.45	7.04	15.98	20.83	15.80	41.97	32.17	8.35	8.01	21.95	24.84	5.07	24.84	4.61	21.04	6.80	31.24	46.83	24.31	38.13
AFUB_034170	122.63	179.88	154.26	170.78	179.48	156.47	158.94	141.49	155.92	150.59	133.50	171.52	160.08	182.90	56.58	70.14	74.49	60.98	9.67	13.34	155.88	186.75	129.85	163.40	143.83	152.48	117.22	125.98	126.30	147.40	27.82	28.53	23.81	27.48	28.34	29.99	25.98	28.43	27.62	20.40	32.57	14.55	30.47	45.67	71.27	61.40	26.42	54.04	63.02	45.45	72.76	47.89	55.72	58.66	57.30	27.01	63.65	59.85	55.57	53.20	49.02	49.19	53.60	20.31	73.22	272.96	21.76	6.80	13.53	12.24	26.40	33.65	13.03	13.07	10.84	6.69	24.34	21.76	16.25	33.37	32.51	5.44	5.98	15.40	25.46	11.94	25.46	7.84	21.00	7.00	25.76	32.57	16.36	28.26
AFUB_034180	119.20	178.99	156.06	167.60	170.83	149.54	157.08	152.78	158.67	158.64	143.95	174.23	166.60	175.44	62.75	69.99	74.79	61.77	9.60	15.04	152.22	182.68	121.32	169.04	143.05	149.99	109.25	131.95	126.89	145.83	26.59	27.31	27.22	26.82	31.04	32.27	25.41	28.01	26.15	22.90	33.63	16.83	31.57	46.12	68.43	53.95	25.67	43.75	66.23	40.27	72.50	42.19	57.98	57.71	53.49	25.61	56.44	60.45	55.29	54.52	44.71	50.85	56.00	16.27	63.85	263.53	23.39	10.93	14.95	7.36	23.73	33.13	9.68	14.15	9.44	4.30	15.38	23.39	16.85	26.51	29.46	7.09	10.45	15.64	24.82	11.78	24.82	7.38	19.36	11.15	24.33	33.25	16.21	29.03
