GENE	08-12-12-13	08-19-02-10	08-19-02-30	08-19-02-46	08-19-02-61	08-31-08-91	08-36-03-25	09-7500806	10-01-02-27	12-7504462	12-7504652	12-7505054	12-7505220	12-7505446	AF210	AF41	AF72	AF90	A_fumigatus_v67-36	A_fumigatus_v67-37	Af293	Af65	Afu_1042-09	Afu_124-E11	Afu_166-E11	Afu_218-E11	Afu_257-E11	Afu_343-P-11	Afu_591-12	Afu_942-09	B5852	B5854	B5856	B5859	B5863	B5866	B5868	B6069	B6074	B6078	B6079	B6081	F11628	F12041	F12219	F12636	F12865	F13535	F13619	F13952	F14403	F14513G	F14532	F14946G	F15390	F15767	F15927	F16311	F17582	F17729	F17729W	F17764	F18085	F18149	F5211G	F7763	IFM_55369	IFM_58026	IFM_58029	IFM_58401	IFM_59056	IFM_59073	IFM_59355-1	IFM_59355-2	IFM_59356-1	IFM_59356-2	IFM_59356-3	IFM_59359	IFM_59361	IFM_59361-1	IFM_59361-2	IFM_59365	IFM_59777	IFM_60237	IFM_60514	IFM_61118	IFM_61407	IFM_61578	IFM_61610	IFM_62516	NCPF-7811	NCPF-7816	NCPF-7820	NCPF-7822
AFUB_100710	129.69	192.89	167.03	177.04	188.15	173.52	157.94	162.79	164.90	163.65	153.38	174.51	171.62	196.58	66.75	63.91	67.19	65.80	8.51	15.93	165.49	213.15	152.48	161.66	153.36	157.22	120.83	137.89	121.27	148.02	35.55	34.08	33.72	35.02	37.94	40.97	30.38	36.08	33.84	26.95	40.46	14.59	34.18	38.38	74.54	58.48	27.11	43.92	67.90	41.45	72.21	48.65	57.28	60.38	51.73	28.91	63.12	59.86	59.60	56.86	43.81	48.64	63.35	24.70	73.06	275.56	20.50	6.23	15.11	4.16	24.68	24.50	13.73	15.38	9.01	9.55	20.28	20.50	16.74	34.11	39.10	6.52	9.12	23.89	24.86	12.76	24.86	6.48	24.31	8.43	32.27	46.72	23.33	31.59
AFUB_100720	127.14	178.73	169.29	185.78	179.97	162.20	157.78	155.02	165.46	166.07	154.08	183.73	164.70	175.91	68.88	66.94	77.16	63.37	9.39	16.33	166.62	203.35	140.25	176.32	152.43	161.67	117.93	136.28	128.61	153.80	34.75	34.54	35.43	30.45	33.93	38.78	31.95	37.92	32.00	25.65	37.66	17.96	32.30	45.73	76.98	59.01	31.03	48.10	70.28	45.01	77.60	48.80	65.66	56.77	62.92	29.47	60.30	70.61	55.22	59.26	43.69	54.97	58.91	22.05	71.32	277.08	21.08	8.36	14.02	6.78	24.24	34.10	16.03	17.75	11.24	5.52	24.37	21.08	18.19	36.61	30.78	5.19	9.37	19.55	27.96	13.01	27.96	8.96	21.90	7.54	31.26	40.65	22.61	32.57
AFUB_100730	123.66	173.46	158.27	163.73	173.98	150.85	156.27	149.07	153.81	161.08	143.22	169.86	159.18	174.65	61.75	65.98	76.72	51.33	9.11	14.29	154.22	184.14	118.84	158.74	135.24	149.74	110.86	125.05	121.85	146.53	23.46	26.89	23.63	24.96	26.92	30.79	24.88	28.66	24.35	19.71	29.66	15.11	29.00	44.21	70.13	55.84	26.21	44.99	65.01	40.93	71.38	44.99	60.11	55.01	59.25	24.73	46.32	61.23	55.21	54.50	44.62	50.79	58.72	15.11	68.06	259.87	22.47	9.56	10.85	9.80	22.77	34.64	10.89	13.91	9.45	4.20	18.91	22.47	19.48	25.18	26.48	6.97	8.51	12.32	25.06	11.78	25.06	6.58	19.69	10.18	23.35	31.88	16.01	24.73
AFUB_100740	119.34	182.16	157.32	175.31	177.07	155.64	167.67	149.79	159.28	169.86	141.81	179.49	168.55	180.99	60.15	66.47	76.76	49.43	10.88	15.93	149.41	181.93	128.94	169.22	144.18	152.87	105.04	133.56	123.82	150.50	29.05	29.21	26.04	28.79	30.13	32.82	25.93	31.00	26.23	23.71	33.56	14.90	32.55	39.58	61.92	58.59	30.22	49.49	66.09	42.24	75.90	44.18	57.01	57.99	63.85	28.14	44.76	58.92	54.44	55.25	43.59	50.23	59.67	15.04	72.52	259.17	24.88	8.22	7.54	12.35	28.19	33.91	11.19	16.26	10.52	2.82	16.78	24.88	17.34	22.39	29.27	9.70	9.61	14.26	23.38	10.04	23.38	7.54	18.16	10.85	27.63	35.70	17.83	29.92
AFUB_100750	106.75	183.18	157.97	158.70	164.16	148.94	162.51	149.57	156.49	160.00	151.45	177.10	155.17	174.45	48.66	63.45	73.10	53.34	7.69	11.81	160.01	194.40	124.50	158.28	150.12	155.96	114.24	136.75	123.72	154.68	24.94	25.16	24.34	26.97	29.14	29.57	25.46	25.86	20.23	18.54	25.16	10.95	28.78	43.21	62.94	49.87	25.73	45.88	62.11	33.09	71.12	43.49	55.23	53.16	57.14	24.06	47.96	60.47	49.59	52.97	38.96	47.54	52.77	11.64	62.88	230.50	19.32	10.24	9.66	9.25	30.88	33.74	12.18	14.45	10.73	5.21	21.38	19.32	15.76	24.81	26.70	5.25	9.84	14.84	21.95	14.06	21.95	5.38	20.06	5.74	21.63	27.54	16.99	29.07
AFUB_100760	112.84	175.11	161.83	166.48	168.40	145.87	158.02	149.53	155.51	162.94	147.90	172.86	161.44	175.22	52.85	61.68	77.42	45.82	8.66	14.12	150.54	178.84	115.85	157.81	142.27	150.97	114.67	132.20	124.32	147.82	23.05	23.38	23.87	23.07	28.50	26.45	23.20	26.65	22.15	19.45	29.82	13.44	30.13	47.13	72.02	50.25	26.48	42.07	61.57	37.79	65.47	45.10	51.61	53.33	60.15	25.30	42.33	53.94	50.61	50.18	41.00	46.40	53.92	14.14	58.19	230.23	22.14	8.38	8.71	9.69	29.29	31.73	10.40	12.22	10.38	3.09	18.59	22.14	15.50	23.06	25.83	6.08	7.81	10.54	21.13	11.14	21.13	6.92	17.93	6.89	25.17	31.57	15.81	26.22
AFUB_100770	129.16	204.76	177.58	183.43	186.49	177.02	167.82	168.31	174.87	181.55	178.02	186.65	169.33	196.31	63.31	59.17	73.24	66.11	9.11	16.84	172.28	220.74	172.88	184.27	159.76	173.01	129.13	142.10	135.86	164.97	38.03	36.42	41.00	36.37	36.43	43.83	32.07	39.39	34.91	28.08	45.77	18.91	32.61	48.99	77.39	55.54	31.08	56.23	71.80	50.47	84.43	43.50	57.22	65.21	56.43	30.34	52.63	65.15	60.44	57.54	51.04	47.61	54.51	16.52	73.01	264.86	27.10	4.74	11.92	6.61	23.68	34.03	11.28	15.33	11.22	6.10	16.39	27.10	14.87	34.76	38.03	4.92	7.18	16.79	24.03	8.44	24.03	9.58	18.09	7.90	37.95	49.51	24.26	34.42
AFUB_100780	121.94	172.48	159.37	163.38	176.30	162.11	155.75	153.40	152.63	156.54	143.73	177.26	156.26	184.33	61.21	64.92	75.49	55.21	8.49	13.03	156.44	193.87	126.85	166.28	144.85	156.15	111.08	129.94	129.88	150.05	26.43	26.95	28.54	26.89	29.03	30.94	25.55	29.64	26.28	22.42	32.18	14.45	28.72	42.48	70.27	55.53	26.30	43.50	66.73	39.77	69.33	43.77	56.84	55.25	56.15	24.37	52.75	60.73	57.49	50.74	42.45	54.19	58.51	14.90	68.81	260.23	19.18	7.79	9.93	10.12	23.80	35.04	16.32	16.23	11.39	5.22	20.29	19.18	17.66	25.07	27.70	6.08	8.80	15.10	27.71	13.34	27.71	7.79	16.82	7.71	24.68	34.97	15.71	25.59
AFUB_100790	113.19	168.99	148.20	165.85	165.12	147.62	151.71	143.64	145.53	157.67	141.06	170.51	156.46	167.91	59.34	65.38	71.98	55.45	8.84	14.92	148.11	171.97	102.87	162.84	136.37	146.85	107.72	130.04	121.33	146.18	24.16	24.82	23.46	23.84	27.78	28.74	24.36	26.19	23.49	20.41	32.21	15.45	27.65	45.00	67.26	51.60	25.54	43.51	64.83	39.38	71.01	41.39	56.48	55.87	60.46	25.34	56.51	59.25	52.57	54.62	40.45	52.36	55.59	18.06	67.93	250.97	24.60	10.09	10.44	9.64	24.59	34.41	11.82	15.50	11.71	4.49	15.59	24.60	19.67	24.85	28.92	7.24	8.94	15.62	25.66	12.74	25.66	8.30	20.50	8.99	21.79	29.15	14.39	24.91
AFUB_100800	123.61	181.44	160.28	173.83	181.96	153.22	170.69	156.76	161.10	160.07	151.44	171.35	168.66	179.94	64.50	70.04	77.39	65.23	9.18	16.29	160.82	195.19	139.23	167.30	145.20	152.57	118.49	130.78	125.77	153.42	32.22	32.79	30.26	31.48	32.58	35.69	30.35	33.89	31.59	24.82	38.10	17.63	35.66	42.35	74.35	60.63	28.29	52.63	69.99	44.11	72.17	48.26	57.12	60.79	64.41	26.35	63.68	60.49	59.06	61.88	42.07	56.50	60.88	22.04	71.76	266.90	21.72	8.45	9.38	8.19	22.94	37.22	13.71	16.73	9.14	5.24	18.02	21.72	17.21	22.95	29.09	6.00	9.68	12.30	23.78	10.07	23.78	7.80	16.51	9.38	31.38	42.96	19.95	30.89
AFUB_100810	115.11	180.34	158.87	165.82	170.48	145.40	150.77	134.13	144.33	162.01	148.85	165.92	159.78	173.78	63.48	69.03	79.79	63.86	10.95	16.84	143.08	183.81	140.23	169.45	138.04	157.50	114.17	122.12	131.33	146.00	30.66	30.22	30.80	26.77	27.56	32.38	26.61	31.08	27.39	23.65	34.82	15.57	26.34	45.36	64.86	55.47	25.88	49.19	71.58	41.63	77.07	42.35	55.08	54.20	60.11	24.73	59.67	56.65	57.81	58.48	40.46	47.09	58.80	20.26	66.65	288.01	17.37	4.34	10.17	11.45	21.79	30.28	11.46	13.15	11.53	5.11	15.25	17.37	13.64	25.97	27.15	4.79	12.74	15.82	29.56	11.26	29.56	6.27	20.76	3.64	27.99	40.16	21.90	27.87
AFUB_100820	126.03	175.37	150.15	164.05	175.66	152.90	160.23	144.91	162.19	154.95	146.40	172.29	161.58	172.05	64.90	69.13	71.58	63.10	8.61	15.80	155.94	197.36	140.73	164.62	143.73	151.98	113.26	128.48	131.58	151.09	31.40	31.93	32.64	30.31	33.52	36.10	30.59	32.83	30.00	25.57	39.13	19.31	33.63	50.18	68.62	58.49	28.53	44.51	69.05	40.92	74.13	45.10	60.17	58.41	61.84	26.68	55.53	61.84	56.96	57.62	44.97	50.67	60.19	16.96	73.51	264.99	22.62	8.41	11.72	5.35	25.75	31.32	14.16	16.29	10.54	6.36	16.92	22.62	18.01	29.20	27.90	6.81	7.92	15.71	26.38	7.60	26.38	9.30	20.01	6.88	28.10	37.26	17.28	29.48
AFUB_100830	135.43	194.63	168.82	177.36	191.83	155.71	165.80	163.44	164.46	161.29	159.01	175.17	174.78	186.81	59.73	57.62	72.33	55.01	9.30	15.06	168.49	204.03	142.00	171.64	155.75	160.46	120.54	128.30	121.18	152.04	25.95	32.98	30.71	28.45	30.57	34.11	28.37	32.48	30.53	24.84	39.58	17.88	30.56	51.65	62.66	53.99	25.37	53.64	64.35	42.65	75.87	47.76	57.49	71.58	51.23	28.70	53.73	64.04	59.47	63.70	49.19	52.84	63.75	12.19	75.64	278.82	25.42	8.21	5.37	9.18	23.55	35.39	6.94	18.85	14.01	0.82	9.32	25.42	16.70	23.24	27.33	6.61	9.65	11.32	21.70	5.31	21.70	5.13	20.08	4.51	25.55	39.27	23.20	25.30
AFUB_100840	115.50	171.37	151.13	158.53	170.60	148.98	151.75	138.16	151.72	152.21	138.09	165.14	161.10	162.42	60.24	65.39	73.93	51.53	9.19	14.18	145.53	185.96	121.18	161.81	137.96	152.92	103.69	127.32	122.56	148.38	25.09	25.82	25.18	27.50	29.10	31.58	24.31	29.29	24.65	19.77	29.47	14.47	29.79	40.56	64.01	52.84	25.89	45.29	64.65	37.73	72.97	43.97	56.97	52.96	61.10	26.09	48.91	56.49	53.38	53.39	44.23	52.02	57.87	14.26	66.47	253.13	21.40	10.58	10.44	6.94	23.56	33.84	10.67	12.81	10.59	4.46	15.29	21.40	20.32	25.12	25.99	7.36	9.36	13.49	23.85	8.12	23.85	7.28	18.98	8.52	23.13	31.72	17.03	26.30
AFUB_100850	104.05	165.05	145.95	149.94	149.83	138.82	143.66	128.08	133.43	144.13	123.27	150.32	148.53	156.38	57.09	59.76	71.30	41.93	10.49	14.06	143.22	165.63	97.18	143.32	126.72	137.63	102.32	115.64	117.26	133.49	19.45	21.33	20.99	23.04	25.66	27.75	22.77	25.74	22.25	17.60	29.29	13.78	25.18	40.34	69.61	49.92	23.33	41.88	59.85	40.55	71.71	44.49	50.74	54.63	59.41	22.69	45.73	57.44	56.51	48.35	40.75	48.25	60.18	10.83	64.99	251.38	20.71	10.17	11.33	7.17	26.46	33.45	13.68	13.56	11.71	2.87	20.46	20.71	18.27	27.76	25.75	4.66	9.92	10.66	25.69	10.25	25.69	8.96	16.62	9.11	19.19	24.76	13.68	23.65
AFUB_100860	118.00	178.26	152.80	160.85	163.15	167.13	148.07	155.33	148.94	143.43	143.39	170.31	153.18	167.89	66.87	64.72	75.02	57.90	9.23	15.90	138.67	186.86	128.89	156.28	133.45	146.62	108.29	119.89	123.74	162.43	26.90	30.13	28.92	28.53	30.45	33.84	25.35	32.83	24.86	22.82	32.22	15.63	30.82	43.56	77.52	52.57	26.43	43.93	62.76	42.38	72.00	45.40	59.55	51.35	63.93	25.30	63.44	62.47	52.87	60.02	44.13	50.36	62.31	21.50	68.82	260.97	17.95	10.35	15.41	9.76	22.46	27.98	16.15	13.22	9.29	4.71	26.27	17.95	19.53	31.96	30.81	4.65	11.95	17.31	24.29	12.83	24.29	7.64	20.41	10.45	25.83	36.36	16.64	28.42
AFUB_100870	123.05	179.03	155.99	173.87	190.94	161.47	152.67	143.83	154.22	158.92	144.90	175.33	161.94	175.28	76.91	73.26	76.71	67.37	7.52	18.13	151.72	192.30	141.34	171.85	149.69	166.44	120.83	121.61	130.63	160.70	37.51	39.17	39.52	32.06	37.09	44.28	34.45	37.40	34.85	29.38	37.29	23.26	37.03	40.53	70.70	61.60	33.06	43.91	67.21	39.45	77.19	50.73	53.84	64.65	64.61	27.36	70.88	67.21	54.37	59.66	41.30	52.07	65.10	23.65	73.78	278.33	21.88	11.44	10.31	8.47	20.50	36.44	11.98	20.47	10.78	3.80	17.36	21.88	21.77	29.81	29.37	4.16	8.11	19.25	24.32	8.61	24.32	4.14	23.81	10.54	36.70	42.95	24.79	37.57
AFUB_100880	120.85	161.93	148.30	164.48	175.36	155.96	150.70	141.84	157.33	154.17	139.33	170.80	159.90	175.10	66.72	64.77	76.62	63.29	11.07	17.64	147.63	184.41	135.09	160.26	130.77	153.67	114.07	123.39	127.04	138.54	32.83	30.10	32.34	27.99	31.30	34.70	28.22	30.65	29.58	24.50	37.30	18.68	32.54	46.14	67.19	53.13	25.82	39.30	64.74	42.91	78.54	45.54	61.84	61.00	59.79	26.39	62.05	56.22	52.58	55.26	43.08	52.16	59.36	24.46	67.74	253.37	22.75	9.53	12.42	9.71	26.68	30.91	13.72	15.81	13.17	5.46	17.32	22.75	18.07	28.41	28.94	6.57	9.86	15.56	28.79	9.44	28.79	9.11	19.87	6.22	29.70	39.57	20.66	30.55
AFUB_100890	115.81	175.34	170.22	171.89	172.62	151.37	163.09	150.18	166.71	166.79	156.75	179.83	165.00	181.52	63.44	72.07	79.80	67.23	9.78	13.33	150.86	191.46	138.77	169.94	142.37	157.52	121.44	129.89	129.00	155.47	34.69	33.40	33.29	31.40	38.06	39.69	27.93	39.74	32.20	25.48	38.79	15.99	32.98	45.02	72.38	61.76	28.99	52.81	69.24	48.52	78.41	44.90	55.21	55.35	60.58	28.97	64.18	69.18	53.36	63.14	41.57	57.89	59.39	25.92	69.54	282.17	28.11	6.82	18.42	6.48	22.88	29.33	9.17	17.86	13.33	4.62	18.73	28.11	19.64	31.92	27.96	7.36	6.92	21.96	24.75	6.79	24.75	11.21	19.56	5.16	32.42	38.08	21.27	33.95
AFUB_100900	120.23	175.41	157.45	173.98	185.96	154.44	159.83	145.52	158.41	162.58	140.25	174.66	165.40	179.45	55.61	64.69	76.57	57.92	9.33	13.45	152.20	198.49	129.10	165.82	137.23	150.79	110.24	130.14	125.91	155.85	23.71	24.08	24.58	24.24	28.03	31.45	23.70	29.07	23.15	17.73	30.65	14.10	31.74	42.68	69.64	58.37	23.28	46.34	62.38	39.91	75.03	43.55	58.01	59.87	64.42	23.84	56.44	62.18	57.65	55.75	45.47	50.53	56.75	19.93	68.10	269.07	21.81	9.85	10.02	9.79	23.85	32.40	11.21	15.43	11.50	5.30	15.89	21.81	14.04	28.32	28.85	4.37	9.43	15.72	24.39	8.81	24.39	7.59	17.90	7.36	21.35	30.63	14.90	26.52
AFUB_100910	128.29	178.55	155.17	159.78	170.15	156.69	151.69	157.38	165.51	161.82	143.08	167.34	189.82	163.23	66.77	65.26	68.52	60.07	9.98	11.94	142.76	194.67	144.90	164.46	139.55	155.10	119.68	127.87	125.43	143.07	23.59	28.35	29.27	30.08	29.81	34.39	26.74	27.79	26.78	23.09	36.57	17.94	31.08	44.06	63.07	56.04	25.16	46.65	61.64	45.20	80.10	41.56	52.22	51.53	54.60	25.54	57.10	63.99	52.13	59.44	44.78	55.24	57.14	18.46	59.61	276.30	26.91	7.64	13.12	11.41	20.09	37.70	30.59	15.02	6.97	12.52	22.25	26.91	23.43	28.06	29.36	6.51	12.02	24.54	22.91	20.69	22.91	6.98	12.24	12.32	27.88	36.63	19.09	25.52
AFUB_100920	112.59	167.23	148.72	159.75	174.68	153.07	148.93	149.54	153.32	148.40	140.99	161.36	151.86	172.89	58.93	65.09	74.58	52.08	9.95	15.19	143.81	173.91	118.00	155.57	136.55	145.80	101.51	123.63	118.04	148.39	26.28	26.25	25.71	27.95	29.06	30.26	24.05	29.92	25.99	22.03	31.96	16.38	28.43	40.98	63.36	55.57	25.59	38.92	60.88	39.72	69.94	42.67	57.61	55.28	59.80	24.04	50.22	56.97	49.74	56.91	41.05	48.10	54.32	17.06	66.06	253.13	21.55	10.11	7.67	7.97	25.43	31.71	11.25	15.29	8.57	3.54	20.47	21.55	18.61	23.78	26.60	6.53	9.78	11.77	24.68	11.42	24.68	8.66	15.06	7.80	24.72	33.20	16.64	26.25
AFUB_100930	123.48	192.47	161.77	171.80	183.37	158.35	161.11	165.61	156.77	163.23	157.50	181.80	177.87	184.22	65.24	60.79	70.60	60.14	8.47	15.73	154.00	200.62	137.25	172.15	149.03	168.03	114.47	127.71	128.91	153.70	30.27	33.72	31.25	34.42	34.70	36.85	27.96	32.84	33.13	27.60	35.38	15.78	36.84	45.21	66.25	58.64	28.82	54.96	70.93	37.64	71.07	43.03	59.82	65.67	58.41	30.36	57.61	59.70	61.58	52.69	46.92	53.67	64.36	14.97	67.54	275.84	26.48	8.17	11.91	6.22	23.27	37.88	12.68	13.92	9.63	6.66	13.33	26.48	19.19	27.38	27.57	6.27	5.79	19.98	23.38	9.24	23.38	7.26	18.18	10.70	30.33	42.12	21.90	29.69
