GENE	08-12-12-13	08-19-02-10	08-19-02-30	08-19-02-46	08-19-02-61	08-31-08-91	08-36-03-25	09-7500806	10-01-02-27	12-7504462	12-7504652	12-7505054	12-7505220	12-7505446	AF210	AF41	AF72	AF90	A_fumigatus_v67-36	A_fumigatus_v67-37	Af293	Af65	Afu_1042-09	Afu_124-E11	Afu_166-E11	Afu_218-E11	Afu_257-E11	Afu_343-P-11	Afu_591-12	Afu_942-09	B5852	B5854	B5856	B5859	B5863	B5866	B5868	B6069	B6074	B6078	B6079	B6081	F11628	F12041	F12219	F12636	F12865	F13535	F13619	F13952	F14403	F14513G	F14532	F14946G	F15390	F15767	F15927	F16311	F17582	F17729	F17729W	F17764	F18085	F18149	F5211G	F7763	IFM_55369	IFM_58026	IFM_58029	IFM_58401	IFM_59056	IFM_59073	IFM_59355-1	IFM_59355-2	IFM_59356-1	IFM_59356-2	IFM_59356-3	IFM_59359	IFM_59361	IFM_59361-1	IFM_59361-2	IFM_59365	IFM_59777	IFM_60237	IFM_60514	IFM_61118	IFM_61407	IFM_61578	IFM_61610	IFM_62516	NCPF-7811	NCPF-7816	NCPF-7820	NCPF-7822
AFUB_093760	113.30	177.70	153.21	163.98	166.33	154.14	154.26	142.66	162.45	152.12	142.87	168.87	157.19	164.12	70.34	63.71	78.42	68.97	11.22	16.35	154.32	198.32	143.91	165.91	138.43	152.43	110.66	132.62	128.23	143.58	31.87	31.35	34.36	31.53	36.91	35.27	34.15	37.73	32.39	24.00	38.20	18.96	34.86	49.23	71.26	56.11	29.43	49.50	64.09	43.57	69.46	47.96	57.74	57.52	62.77	25.70	55.03	59.40	57.51	63.13	51.63	63.48	61.77	18.97	82.51	277.33	23.29	10.98	11.71	7.70	20.75	28.51	16.77	16.56	13.74	6.26	22.04	23.29	16.83	38.86	32.43	7.20	9.62	23.49	19.86	13.27	19.86	6.94	21.44	9.76	30.06	40.90	21.27	29.86
AFUB_093770	113.13	172.62	144.15	159.16	172.91	151.06	152.63	138.32	150.54	150.33	142.86	162.26	152.38	168.84	69.66	70.14	72.92	58.52	10.75	17.65	152.57	186.96	129.80	173.81	141.49	153.94	110.74	135.11	126.61	146.64	33.64	34.27	34.12	30.91	35.29	36.43	30.75	35.74	32.14	26.14	39.53	17.41	31.94	44.80	69.67	58.44	28.41	46.27	68.27	44.88	71.14	44.67	64.78	59.49	60.74	28.99	54.18	62.36	61.05	55.68	50.04	57.15	60.53	17.88	80.00	282.03	23.60	9.64	8.97	8.32	23.00	26.77	11.27	17.52	12.74	4.40	17.86	23.60	19.07	31.82	31.31	8.97	8.02	18.62	26.80	11.16	26.80	6.92	21.40	9.45	27.74	38.57	19.89	30.01
AFUB_093780	122.76	181.44	154.37	163.42	179.16	153.45	156.92	145.94	156.51	159.34	148.73	176.48	157.22	176.99	68.10	71.55	77.10	57.65	9.33	16.54	156.85	189.27	135.68	178.01	144.21	164.29	115.84	133.35	129.26	152.87	35.08	35.44	34.32	34.98	36.90	37.77	31.95	39.76	35.99	26.96	39.56	18.73	35.71	47.37	75.47	59.80	29.25	46.21	69.22	43.12	78.53	43.59	58.54	58.02	59.97	29.25	56.02	69.04	62.68	55.76	48.85	58.15	64.11	14.93	88.16	289.04	25.32	7.04	11.64	11.63	26.35	36.06	11.79	18.50	8.79	4.31	14.40	25.32	21.32	33.01	34.48	7.29	10.99	18.86	21.72	13.47	21.72	6.68	21.65	8.26	30.26	43.11	21.87	30.24
AFUB_093790	111.41	173.92	137.88	165.11	163.15	151.47	146.96	143.23	161.59	144.78	130.67	167.21	161.00	166.54	64.41	65.46	72.64	50.75	10.72	14.57	148.73	184.44	129.80	161.74	141.21	152.41	104.98	128.66	124.40	147.31	28.50	28.88	28.31	28.78	28.89	32.97	26.35	33.22	29.25	22.94	34.63	16.91	29.70	49.46	66.54	58.23	27.17	42.39	69.05	38.50	70.75	45.79	62.38	55.55	66.60	25.41	53.96	60.35	58.02	55.46	44.95	58.12	58.48	16.94	75.72	271.76	20.57	8.53	13.27	8.17	23.00	27.24	15.01	14.74	8.01	7.36	22.61	20.57	19.72	33.59	31.13	6.21	8.68	27.25	24.62	11.38	24.62	7.84	21.43	8.05	24.88	34.27	17.13	26.79
AFUB_093800	113.86	171.59	138.06	152.76	165.55	145.37	146.15	131.61	147.78	151.86	138.91	158.40	152.60	165.14	65.63	62.29	73.26	63.92	9.35	15.64	149.37	189.93	123.74	164.99	142.91	149.66	108.57	126.33	126.85	145.95	31.23	30.80	33.88	32.61	34.91	36.46	31.09	36.09	32.03	24.08	39.48	17.36	33.25	43.52	67.33	57.80	28.34	46.29	64.49	41.47	71.59	45.98	57.05	59.99	60.16	28.18	56.26	66.92	58.80	58.90	46.03	57.60	57.97	18.19	80.65	271.60	23.87	8.72	14.45	8.54	26.07	33.12	12.50	17.01	11.03	4.58	20.32	23.87	15.51	36.01	28.90	5.98	9.60	17.08	25.87	11.58	25.87	6.56	20.15	7.07	28.35	40.07	20.41	30.27
AFUB_093810	101.83	159.92	117.47	153.68	153.74	140.86	135.75	123.54	139.44	138.54	131.05	143.60	140.49	150.59	63.77	62.95	75.87	55.48	8.92	14.77	153.87	179.94	124.97	151.29	133.02	144.76	102.45	117.73	119.32	133.52	34.90	35.74	35.36	33.69	36.75	35.79	31.47	39.72	33.99	24.93	39.02	18.27	33.73	46.20	70.53	58.32	27.95	47.49	67.28	42.72	77.33	47.09	61.01	57.88	57.63	27.82	51.93	62.81	57.80	54.94	49.29	57.06	62.73	15.14	81.81	286.15	24.17	6.55	11.65	6.22	22.44	28.28	12.86	18.11	13.40	6.15	17.70	24.17	15.37	35.45	31.68	6.48	8.78	21.02	19.29	11.16	19.29	7.65	19.91	6.83	30.31	40.02	21.09	28.27
AFUB_093820	101.89	159.41	122.68	142.74	149.34	139.66	132.40	119.45	139.21	131.87	135.08	147.27	132.49	149.09	52.57	55.03	65.83	49.58	9.22	12.84	137.02	167.73	106.55	154.14	125.08	143.80	98.89	115.43	110.76	128.10	25.37	22.88	23.69	24.77	28.70	28.43	24.45	29.86	25.05	18.41	29.52	13.74	28.03	41.00	57.70	53.55	26.09	43.98	59.75	43.14	63.34	41.91	50.18	51.23	54.02	23.58	51.07	56.06	52.16	50.91	45.05	49.61	54.49	16.51	70.86	248.92	23.10	9.55	8.04	8.67	23.00	25.07	11.59	15.39	11.59	4.15	13.80	23.10	16.82	25.55	25.72	6.84	9.66	15.82	22.80	10.36	22.80	6.52	20.10	7.73	20.91	29.91	12.62	21.76
AFUB_093830	119.34	179.33	149.01	156.54	171.42	157.52	151.67	144.61	151.14	151.74	150.26	175.64	161.79	174.74	67.27	65.74	70.62	64.00	8.86	14.06	162.48	198.38	148.16	169.52	145.83	164.12	115.75	134.69	135.65	159.77	38.77	37.55	41.91	37.26	41.18	40.85	35.50	44.98	35.48	27.60	44.29	21.73	34.41	49.35	70.20	62.01	32.56	47.08	71.52	43.59	78.28	49.75	60.46	63.45	60.59	29.74	59.71	68.62	59.73	59.01	45.52	59.09	60.26	19.44	81.96	295.10	28.30	7.28	11.37	8.82	28.66	29.26	14.95	16.02	11.74	5.73	18.14	28.30	15.40	40.10	36.06	5.53	7.20	19.49	22.06	10.88	22.06	6.32	22.28	9.74	34.25	45.42	24.48	31.43
AFUB_093840	117.70	166.95	143.13	161.98	156.81	145.99	145.56	140.24	140.30	151.03	140.13	162.96	154.23	170.65	60.77	67.17	85.29	51.98	8.72	12.33	147.16	178.58	121.35	164.12	142.65	148.72	112.00	127.08	126.01	142.58	29.42	30.54	24.63	29.31	32.65	30.42	28.97	35.57	30.65	21.37	36.28	16.73	31.69	47.78	68.29	53.74	28.11	42.79	67.57	46.00	76.40	46.55	63.94	59.53	65.44	25.73	48.23	65.04	61.72	52.07	43.64	60.65	63.95	15.37	82.80	282.37	26.68	10.12	13.75	7.56	25.26	32.77	11.65	16.33	10.28	4.03	15.20	26.68	18.81	34.38	30.95	6.50	8.45	17.46	28.31	11.90	28.31	5.96	19.90	8.90	24.28	33.39	14.65	23.60
AFUB_093850	103.35	153.90	128.03	147.98	148.26	136.00	139.09	133.52	146.47	137.07	130.25	152.88	134.81	160.60	66.71	65.67	73.64	49.58	10.62	15.82	139.43	177.75	113.51	152.70	126.24	139.47	103.68	114.02	114.61	134.55	29.37	29.08	28.12	30.16	32.39	32.62	29.59	36.09	28.96	22.77	37.17	16.66	33.66	41.74	65.28	54.05	26.32	45.04	61.64	40.60	72.22	43.55	58.84	52.32	62.59	27.10	47.12	62.00	54.32	53.16	47.46	57.06	62.38	13.20	76.60	271.96	21.47	11.07	12.11	9.45	25.66	32.80	15.20	17.45	12.76	6.91	25.44	21.47	15.91	34.44	33.07	8.59	11.10	15.89	29.35	11.85	29.35	8.92	17.98	10.22	24.15	35.71	16.59	25.42
AFUB_093860	117.24	177.17	150.54	166.69	180.57	149.25	150.86	148.47	152.73	157.03	150.90	169.07	159.15	170.28	71.69	75.37	81.31	66.08	8.12	15.98	166.82	211.11	128.15	160.05	148.35	153.67	113.89	126.84	124.86	149.59	39.39	41.16	37.10	38.76	40.99	42.08	37.01	48.50	37.04	25.31	40.90	19.57	38.32	55.27	80.27	67.04	30.40	51.64	74.97	51.36	84.45	52.18	69.25	66.77	57.34	29.90	59.37	63.94	64.02	63.88	45.43	61.81	65.89	20.60	92.77	310.36	28.52	8.47	13.87	7.42	30.89	30.61	8.71	14.92	15.77	4.65	19.60	28.52	18.83	40.18	38.33	8.59	8.69	23.07	26.64	10.22	26.64	7.15	18.54	10.47	32.38	41.38	21.47	32.15
AFUB_093870	105.88	168.33	135.91	154.92	161.47	144.54	140.82	136.06	149.06	146.96	135.48	162.01	158.77	169.33	67.83	67.30	76.43	63.59	10.14	14.77	145.56	177.73	133.08	157.03	136.91	146.22	112.65	122.78	125.58	145.44	32.69	28.61	29.89	31.87	33.95	36.99	32.42	36.61	32.11	23.78	38.23	17.40	31.49	44.55	69.62	56.23	27.77	51.51	70.28	39.22	74.04	45.07	60.44	58.41	60.65	26.48	52.12	63.27	55.85	54.98	44.01	57.45	62.78	18.58	76.29	272.48	25.38	7.62	13.27	9.70	30.26	34.11	12.72	16.96	10.55	4.05	19.92	25.38	17.70	34.58	30.20	7.00	7.87	17.76	24.30	11.82	24.30	9.20	17.87	8.18	28.56	38.26	17.54	28.78
AFUB_093880	102.12	154.99	134.04	144.39	149.33	135.23	129.27	108.21	131.66	126.43	115.31	144.30	134.00	141.86	58.75	57.62	68.99	58.42	10.10	14.55	138.97	171.29	105.87	136.33	117.72	130.98	97.33	111.00	111.38	116.98	26.08	26.43	23.13	27.83	28.65	29.42	25.72	29.30	25.68	21.16	36.10	15.71	29.96	43.14	60.51	50.37	24.83	40.96	67.25	39.48	66.00	46.75	54.76	53.06	57.38	22.92	44.17	56.88	52.78	51.32	41.91	49.16	61.57	17.32	65.86	255.82	20.37	9.75	14.60	10.59	25.11	34.02	15.77	16.71	12.90	6.14	22.60	20.37	13.72	28.59	27.87	9.71	8.28	16.97	22.29	13.10	22.29	9.45	21.78	9.28	23.29	31.18	16.30	22.41
AFUB_093890	113.23	167.39	134.18	155.69	163.44	142.73	139.12	130.32	140.23	142.24	140.14	156.72	141.79	158.95	64.45	60.69	75.51	54.60	8.15	14.03	145.13	170.59	116.46	158.57	125.37	148.46	106.42	114.37	112.64	140.37	28.66	28.27	28.44	29.14	32.24	32.17	25.68	33.47	28.68	21.94	36.55	14.93	30.49	45.47	65.01	56.19	26.83	45.91	62.58	43.08	69.27	42.62	61.75	58.40	61.17	25.64	55.82	64.15	53.72	58.94	41.97	56.10	54.78	17.71	70.12	267.51	25.69	8.90	12.16	10.13	26.08	32.42	10.59	16.62	11.51	4.43	17.07	25.69	18.07	27.66	25.39	8.40	7.80	11.62	21.70	8.61	21.70	6.24	21.50	8.65	23.70	32.98	14.18	26.63
AFUB_093900	118.97	173.19	144.07	154.68	169.09	149.42	151.08	139.52	150.74	148.56	131.88	155.82	149.78	163.55	67.56	66.90	75.81	64.00	10.28	17.45	154.75	188.30	142.02	161.37	138.50	150.54	113.14	128.18	121.43	141.54	37.04	37.44	36.44	35.47	36.71	39.89	34.83	40.57	35.06	26.72	42.38	19.31	36.22	48.44	72.25	58.67	30.80	48.40	67.31	45.21	82.24	48.70	60.57	59.19	60.06	29.78	56.87	64.09	58.07	59.79	47.31	57.37	63.20	16.80	82.79	278.64	25.91	7.85	12.47	6.12	25.10	29.71	10.89	19.00	12.15	4.75	14.34	25.91	19.62	33.66	32.26	6.90	8.23	18.63	22.38	7.67	22.38	6.75	22.62	8.89	31.79	43.58	22.73	32.07
AFUB_093910	113.75	167.91	148.51	161.08	171.12	148.67	153.15	138.23	154.21	149.21	140.90	156.31	149.37	165.19	65.57	60.22	78.23	64.27	8.51	14.59	151.03	193.99	136.12	162.47	141.13	150.19	104.76	128.22	125.34	145.81	32.34	34.19	33.56	32.89	34.61	37.13	31.74	36.48	32.51	24.79	38.34	17.60	32.65	52.27	73.16	56.40	28.01	46.61	69.93	42.78	78.99	45.28	61.10	61.14	58.87	29.15	59.94	62.73	59.11	56.40	47.00	57.49	57.97	21.52	81.70	280.23	24.58	7.48	13.11	7.65	25.40	30.58	10.63	19.09	12.07	3.33	14.18	24.58	18.02	30.59	29.01	7.36	7.15	19.97	22.24	10.06	22.24	7.85	23.54	7.38	30.24	38.97	19.62	29.62
AFUB_093920	125.37	183.52	141.98	156.21	182.72	151.38	155.65	146.65	170.49	148.57	141.43	166.43	163.61	170.17	65.27	65.85	79.50	71.61	8.73	16.21	155.84	199.80	132.67	162.46	147.89	155.87	115.15	126.78	130.46	143.36	39.02	36.58	36.27	34.31	36.82	38.53	34.69	38.11	36.82	27.03	42.75	21.08	32.87	46.96	78.42	58.91	32.57	45.12	74.56	40.84	80.11	47.17	64.47	59.92	60.77	29.36	74.95	62.72	59.38	67.84	42.16	55.75	60.56	25.40	79.55	302.63	30.90	7.20	14.11	6.55	27.07	26.98	9.54	18.13	13.23	4.76	18.54	30.90	16.15	43.67	36.88	5.79	8.23	25.59	27.41	11.26	27.41	9.04	24.85	6.47	34.98	45.76	24.18	30.96
AFUB_093930	111.83	167.05	146.89	152.49	167.79	146.10	149.44	137.05	146.78	146.28	139.57	164.73	150.74	163.05	63.62	66.59	75.82	60.80	9.93	13.94	148.49	184.58	117.57	155.04	135.69	145.18	105.84	119.14	121.68	142.43	28.43	30.64	28.52	29.73	31.49	32.50	27.98	32.75	28.16	22.52	34.93	16.31	32.14	44.24	70.62	55.27	30.48	48.25	67.75	42.10	75.97	45.82	61.12	58.79	63.51	26.47	55.49	60.00	55.24	56.24	47.87	56.81	59.66	17.87	76.09	272.83	24.07	9.73	11.62	9.31	26.90	34.44	13.05	17.32	12.20	6.57	18.76	24.07	18.22	29.92	31.64	7.60	8.31	18.69	23.60	11.79	23.60	7.68	19.19	8.05	26.28	38.15	16.91	27.01
AFUB_093940	121.78	177.38	149.29	162.83	172.27	156.58	152.91	141.48	155.91	158.61	147.59	169.67	156.59	178.38	63.93	65.16	74.27	66.94	8.94	16.21	163.94	188.42	145.40	169.45	146.80	159.82	119.46	128.50	132.34	150.68	34.29	36.39	36.68	32.67	36.64	37.02	31.41	38.96	33.90	25.39	39.88	17.65	34.09	44.63	68.95	58.37	29.88	47.39	67.08	42.09	74.50	45.58	57.45	57.73	65.31	28.80	64.81	62.40	57.85	60.19	42.34	54.40	62.66	18.48	78.67	272.07	25.55	8.38	11.99	8.47	26.18	32.82	14.26	18.60	11.06	3.63	18.81	25.55	17.74	32.02	33.95	8.28	8.23	15.54	28.84	8.53	28.84	7.08	25.76	8.10	30.27	40.70	21.79	32.24
AFUB_093950	129.58	176.20	143.96	168.66	175.05	159.61	155.79	147.62	162.02	150.05	147.53	174.44	161.29	170.03	61.40	63.42	72.51	68.48	8.60	13.62	160.59	199.45	150.91	167.94	146.20	168.14	120.35	133.22	134.04	154.38	31.77	33.44	33.42	33.98	34.74	37.69	32.43	35.74	32.32	25.39	40.50	16.68	37.13	49.11	75.17	53.58	27.99	48.44	70.06	43.90	68.84	45.91	58.37	55.62	53.61	27.75	63.50	59.64	59.48	57.57	42.63	52.43	59.61	18.03	75.15	264.47	25.32	4.81	10.91	8.74	22.82	29.68	9.49	15.61	13.98	6.32	12.83	25.32	14.70	31.01	32.66	6.14	7.63	18.76	20.92	5.96	20.92	8.70	16.96	7.57	32.05	41.35	19.48	30.30
AFUB_093960	117.35	168.78	145.02	158.20	167.08	147.52	152.04	143.85	147.23	146.18	138.51	165.54	152.07	170.83	63.41	67.30	71.52	60.89	8.89	15.60	153.25	184.05	130.57	166.06	139.75	152.24	112.12	125.14	125.30	147.74	29.97	31.66	30.99	30.98	33.17	34.44	29.65	33.48	29.81	23.70	37.19	17.25	32.62	46.73	69.74	53.74	30.30	45.45	65.13	42.59	75.03	44.51	57.66	60.48	58.96	27.43	59.83	64.37	55.22	58.96	45.67	53.45	59.65	20.38	74.87	273.49	27.37	9.22	9.75	8.25	26.92	34.04	11.27	17.51	12.77	4.79	14.93	27.37	16.89	31.00	26.95	7.47	8.68	20.41	22.99	9.86	22.99	8.21	21.80	8.40	25.90	35.06	18.78	27.61
AFUB_093970	106.89	150.68	138.17	143.24	154.21	134.40	143.01	125.42	138.96	130.55	125.41	146.76	137.59	161.06	53.19	56.79	87.52	51.70	11.60	13.57	134.10	164.99	115.42	146.04	128.13	138.17	88.70	107.45	107.36	130.53	16.70	18.68	20.52	17.87	19.15	20.63	17.77	18.19	16.81	13.25	25.13	12.33	25.91	37.25	62.60	56.13	20.40	45.81	58.89	35.11	65.99	44.19	62.35	46.43	60.54	19.86	46.46	60.04	51.90	51.85	44.11	52.17	56.87	20.26	63.70	247.50	21.89	8.58	8.77	9.81	24.30	28.51	17.98	12.78	9.22	9.46	19.41	21.89	9.37	30.67	26.22	7.98	8.20	13.35	21.43	16.51	21.43	9.37	15.85	6.21	14.84	22.78	11.30	19.83
AFUB_093980	118.19	177.82	148.85	162.25	172.89	155.22	151.35	139.39	150.94	152.59	142.72	169.37	155.37	174.88	69.16	68.92	75.61	65.38	9.97	15.85	150.98	188.03	138.16	165.42	143.12	151.97	112.45	127.42	126.44	150.67	34.46	36.93	34.31	32.81	35.56	38.54	32.49	38.59	34.08	27.10	40.65	18.66	32.38	47.16	67.24	60.36	28.57	47.19	67.71	40.92	75.44	48.03	60.14	60.99	61.44	29.39	60.41	63.52	60.26	55.99	45.79	55.74	58.64	19.89	80.36	277.92	24.49	7.43	13.54	10.26	26.24	30.28	14.82	16.72	11.51	5.90	17.64	24.49	18.10	34.60	32.76	7.25	9.14	20.49	24.76	10.92	24.76	6.37	19.11	7.12	30.85	42.45	21.01	30.01
AFUB_093990	122.98	174.68	157.85	169.60	174.76	157.80	155.15	143.21	159.42	157.53	147.69	176.90	152.61	167.74	68.88	69.10	80.59	68.66	9.41	14.61	161.27	190.34	145.70	167.17	140.35	154.80	107.57	136.79	133.25	155.78	35.75	34.01	35.68	36.05	36.73	37.42	34.14	39.97	35.79	26.77	42.08	18.95	33.74	46.27	72.10	55.01	30.22	48.84	66.43	47.25	74.39	48.79	60.25	62.84	61.91	28.57	61.35	65.53	54.86	57.67	44.80	57.05	66.69	19.80	84.48	299.19	21.75	7.31	14.26	8.97	24.80	27.97	12.82	18.06	10.52	4.63	16.90	21.75	15.08	37.10	34.89	7.08	9.94	24.16	24.32	9.27	24.32	6.92	20.49	9.49	30.53	40.99	21.31	28.04
AFUB_094000	115.41	172.86	140.99	156.00	164.76	153.97	151.36	140.11	154.10	148.02	134.51	162.40	151.55	169.70	61.79	64.77	73.71	59.26	8.69	14.42	152.85	194.57	129.84	162.80	138.90	154.44	113.20	122.06	125.00	147.74	31.44	31.41	30.83	31.71	33.15	34.03	29.65	34.28	30.29	22.98	35.61	16.80	31.54	44.75	71.62	57.51	29.05	47.20	65.70	42.23	75.11	45.26	59.33	58.08	59.56	26.68	56.23	58.59	57.66	58.53	46.34	55.90	58.31	20.04	77.39	278.66	22.31	8.38	14.21	7.80	23.72	29.39	13.77	16.58	12.36	4.88	18.28	22.31	14.55	35.86	36.30	7.30	7.98	21.83	22.09	10.28	22.09	8.91	19.20	8.57	25.34	34.24	16.61	27.78
AFUB_094010	119.53	162.13	137.96	149.23	160.26	143.23	143.45	127.97	143.38	138.67	135.69	160.68	151.18	159.68	67.06	62.40	66.97	64.16	9.11	14.94	149.05	181.73	116.44	158.47	136.92	142.74	98.62	117.01	122.33	142.43	28.90	27.40	26.36	29.85	31.87	35.35	27.08	31.84	26.66	19.43	33.29	17.89	33.67	37.99	64.14	53.84	27.62	45.51	60.94	41.40	70.99	45.06	52.63	55.25	65.39	25.91	58.13	60.72	57.96	61.16	40.80	55.15	61.14	19.64	72.32	277.74	19.99	8.30	12.13	12.46	25.17	27.50	15.40	18.64	11.70	8.57	23.78	19.99	16.86	32.17	32.59	6.90	9.95	21.01	20.96	11.89	20.96	6.55	21.71	6.52	23.71	37.62	15.01	25.97
AFUB_094020	114.43	159.82	137.98	143.18	150.30	143.96	140.73	133.26	146.25	137.42	131.43	158.34	143.28	162.71	61.15	59.78	68.29	59.43	9.21	14.03	141.58	175.43	121.64	152.66	127.41	135.79	98.70	126.33	116.94	140.01	28.51	28.18	28.36	29.01	31.65	32.01	27.28	33.58	29.66	23.12	35.64	16.38	32.65	41.25	61.92	55.11	27.04	44.49	66.10	41.67	66.46	41.60	58.14	54.61	59.50	24.64	58.90	57.26	53.36	53.13	43.53	49.07	56.15	18.68	71.32	253.90	22.63	8.81	13.17	8.54	22.37	26.98	16.05	15.92	11.37	6.10	21.51	22.63	16.09	35.11	31.49	6.74	10.08	19.05	23.72	9.83	23.72	6.92	18.27	9.05	24.61	33.07	16.78	25.62
AFUB_094030	122.25	180.29	143.82	160.94	175.90	158.02	147.88	137.71	162.30	159.84	147.22	162.41	151.20	177.56	54.88	69.57	82.22	51.96	9.90	14.06	150.07	193.71	119.53	170.01	141.55	156.32	112.16	128.78	127.20	147.69	24.07	26.80	23.36	26.38	30.29	30.37	25.59	30.91	24.44	18.89	31.67	14.86	27.99	48.34	73.01	54.33	25.85	47.39	70.57	46.81	77.83	48.72	57.55	60.44	62.51	26.37	48.03	59.85	57.57	56.03	51.92	62.04	63.28	14.66	80.91	299.56	21.02	9.84	12.62	10.97	24.16	33.70	15.34	19.33	10.56	6.75	20.54	21.02	19.57	34.11	28.51	8.10	7.32	26.36	19.35	10.03	19.35	7.24	16.17	9.05	23.90	33.18	17.49	24.40
AFUB_094040	124.91	173.66	146.58	161.71	173.12	152.17	155.66	143.72	157.93	150.24	145.11	166.02	159.66	169.15	63.15	68.00	84.54	59.31	10.38	16.11	158.71	191.69	134.02	167.56	142.60	154.27	114.86	129.65	119.86	150.57	26.79	26.37	24.82	28.42	30.26	29.82	26.62	31.36	26.32	20.47	36.63	15.41	32.20	49.14	72.61	55.41	26.74	44.81	69.68	41.92	73.88	48.08	62.74	58.72	64.48	25.70	54.21	64.18	53.19	56.51	50.92	58.65	60.02	15.55	74.05	297.18	20.27	9.25	13.95	7.05	23.81	32.57	16.34	17.92	13.42	7.22	21.43	20.27	13.72	42.76	35.63	5.55	6.80	28.66	21.80	10.78	21.80	8.83	20.13	5.99	22.61	32.28	16.79	25.48
AFUB_094050	116.10	174.33	150.46	159.05	171.04	151.38	154.87	137.41	155.78	151.06	140.76	171.04	156.03	173.21	67.84	64.77	79.86	65.55	9.51	16.42	162.34	196.39	136.73	171.35	145.75	156.98	110.93	127.98	128.23	143.69	34.21	34.97	35.71	33.41	37.79	39.03	32.53	39.73	33.69	26.57	39.50	18.11	33.81	42.71	72.81	58.25	31.72	50.38	68.02	41.73	78.53	48.99	60.86	59.58	61.37	28.58	58.59	64.66	57.00	60.92	48.28	57.51	63.85	19.57	82.15	281.21	27.51	8.66	11.23	8.41	28.67	32.13	12.92	16.81	13.85	5.98	16.83	27.51	18.66	29.72	33.01	7.96	8.95	19.25	25.71	10.44	25.71	8.28	19.92	8.56	32.92	42.69	21.83	32.10
AFUB_094060	124.01	190.28	145.00	176.76	185.12	164.39	152.80	139.43	167.43	155.91	152.46	172.93	169.40	178.24	67.26	63.53	71.81	64.64	9.33	16.46	164.57	201.82	153.01	172.28	141.37	157.40	120.72	125.40	135.60	153.05	35.31	38.32	34.55	35.99	37.95	40.35	34.68	41.20	37.47	27.38	41.75	18.61	37.41	45.20	74.22	61.70	33.38	49.11	69.00	39.31	78.29	50.61	62.07	62.56	63.50	30.49	66.64	66.29	59.24	57.11	50.60	57.46	61.11	25.05	84.65	301.82	19.04	7.25	10.58	9.51	28.31	29.61	15.54	16.11	9.95	5.18	21.71	19.04	17.94	38.92	34.68	9.45	11.18	22.77	25.45	13.20	25.45	7.65	22.17	9.22	32.53	45.63	22.90	33.50
AFUB_094070	120.20	179.73	152.21	158.17	171.98	148.76	151.39	141.70	151.70	154.96	146.07	174.27	151.21	172.79	66.22	62.06	73.60	60.72	8.41	15.69	149.14	196.11	139.88	164.22	142.77	149.10	112.04	124.65	127.94	145.66	36.98	35.09	36.56	35.08	38.80	39.90	34.91	40.73	36.00	29.89	41.01	18.85	34.09	45.86	72.61	57.17	31.09	47.12	68.06	40.61	75.75	50.65	61.14	59.56	56.92	27.81	62.39	62.99	56.12	59.96	49.38	55.57	61.64	21.32	77.54	281.98	25.53	9.07	14.15	8.44	24.59	30.08	11.12	19.57	13.07	3.88	16.05	25.53	15.15	37.02	34.87	6.46	8.48	23.06	19.20	10.29	19.20	8.47	19.97	5.91	32.81	42.67	23.63	31.42
AFUB_094080	116.51	170.47	143.13	167.04	166.14	142.08	155.21	142.79	150.32	148.22	140.26	169.86	147.95	165.27	63.42	65.44	71.04	64.21	9.22	14.74	160.43	181.52	125.10	156.77	142.96	157.97	110.72	123.22	125.15	150.43	32.14	29.40	31.77	29.16	33.45	35.04	33.11	35.40	30.35	22.82	36.00	18.05	31.61	44.74	70.39	57.72	28.44	48.47	65.83	41.73	74.88	47.11	56.72	63.36	62.47	27.94	57.09	64.00	60.24	57.15	46.82	56.75	67.30	21.05	74.74	279.30	23.06	7.91	10.43	10.13	30.03	29.87	13.90	14.34	12.27	3.85	16.83	23.06	19.20	27.97	27.57	6.81	8.22	15.92	24.54	11.15	24.54	5.90	15.44	10.28	27.08	36.58	17.98	29.30
AFUB_094090	110.85	171.90	143.89	161.45	162.52	146.89	150.36	133.15	151.11	151.20	139.79	166.12	147.36	169.89	66.53	65.87	74.96	62.10	9.41	15.16	152.99	183.03	115.09	158.28	134.19	144.48	105.06	119.71	128.18	145.44	32.02	33.10	32.75	31.65	34.03	36.01	30.73	36.85	30.44	24.31	38.08	17.49	31.97	46.68	67.30	57.41	29.57	47.69	65.01	42.00	74.73	45.07	57.70	58.15	64.29	28.28	57.21	61.28	54.19	57.29	45.69	56.62	56.83	16.42	74.36	271.98	27.46	9.35	11.53	9.88	28.21	35.69	12.47	17.24	12.29	3.75	16.52	27.46	17.63	27.99	28.91	10.52	10.00	13.81	24.39	10.78	24.39	6.94	22.36	7.09	27.55	39.80	19.27	29.63
