GENE	08-12-12-13	08-19-02-10	08-19-02-30	08-19-02-46	08-19-02-61	08-31-08-91	08-36-03-25	09-7500806	10-01-02-27	12-7504462	12-7504652	12-7505054	12-7505220	12-7505446	AF210	AF41	AF72	AF90	A_fumigatus_v67-36	A_fumigatus_v67-37	Af293	Af65	Afu_1042-09	Afu_124-E11	Afu_166-E11	Afu_218-E11	Afu_257-E11	Afu_343-P-11	Afu_591-12	Afu_942-09	B5852	B5854	B5856	B5859	B5863	B5866	B5868	B6069	B6074	B6078	B6079	B6081	F11628	F12041	F12219	F12636	F12865	F13535	F13619	F13952	F14403	F14513G	F14532	F14946G	F15390	F15767	F15927	F16311	F17582	F17729	F17729W	F17764	F18085	F18149	F5211G	F7763	IFM_55369	IFM_58026	IFM_58029	IFM_58401	IFM_59056	IFM_59073	IFM_59355-1	IFM_59355-2	IFM_59356-1	IFM_59356-2	IFM_59356-3	IFM_59359	IFM_59361	IFM_59361-1	IFM_59361-2	IFM_59365	IFM_59777	IFM_60237	IFM_60514	IFM_61118	IFM_61407	IFM_61578	IFM_61610	IFM_62516	NCPF-7811	NCPF-7816	NCPF-7820	NCPF-7822
AFUB_080110	0.00	0.00	0.00	0.00	0.00	0.00	0.00	54.91	0.00	92.07	0.00	0.00	0.00	0.00	27.72	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	21.36	18.82	15.10	22.31	10.25	0.15	0.00	0.00	21.55	0.00	0.00	73.36	0.00	0.00	0.19	32.96	0.00	33.21	16.54	0.00	39.90	0.00	0.10	0.00	0.00	35.80	10.36	30.10	0.00	0.00	1.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.87	10.28	10.23	3.08	11.43	5.97	0.00	3.69	0.00	2.01	0.00	0.00	0.00	19.67	0.25	0.00
AFUB_080125	0.00	0.00	0.00	0.00	0.00	0.00	0.00	152.28	0.00	161.05	0.00	0.00	0.00	0.00	62.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	29.73	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	33.94	30.11	25.36	36.14	17.08	0.07	0.00	0.04	57.39	0.02	0.00	130.91	0.05	0.04	0.07	59.88	0.08	59.18	28.43	0.00	60.84	0.00	0.16	0.00	0.04	59.37	19.99	80.65	0.00	0.00	7.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	18.37	25.70	27.68	7.91	20.29	13.15	0.00	9.66	0.00	7.58	0.00	0.17	0.08	38.33	0.79	0.00
AFUB_080140	0.00	0.00	0.00	0.00	0.00	0.07	0.00	115.20	0.00	127.27	0.00	0.00	0.00	0.00	40.09	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	0.00	0.00	21.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	24.97	23.82	20.41	27.04	11.88	0.00	0.00	0.00	42.43	0.08	0.00	93.00	0.23	0.16	0.31	42.61	0.00	46.42	21.79	0.00	47.00	0.00	0.00	0.00	0.00	44.61	14.93	50.86	0.00	0.00	5.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.12	22.26	24.06	5.94	12.05	14.06	0.00	7.31	0.00	3.65	0.00	0.11	0.21	27.98	0.67	0.00
AFUB_080150	0.00	0.00	0.00	0.00	0.00	0.00	0.26	259.54	0.00	0.00	0.00	0.00	0.00	0.00	53.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	54.87	0.00	0.00	62.44	0.27	0.00	0.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	72.04	0.00	0.00	5.52	0.00	0.00	0.00	31.33	0.00	0.00	0.00	0.00	0.00	0.00	12.07	26.54	23.58	3.97	12.59	12.45	0.00	6.85	0.00	6.88	0.00	0.00	0.00	27.94	0.27	0.00
AFUB_080160	0.00	0.00	0.00	0.00	0.00	0.00	12.15	295.44	0.00	0.00	0.00	0.00	0.00	0.00	62.89	0.00	0.00	6.42	0.00	0.00	0.00	13.48	0.00	0.00	0.00	0.07	0.00	25.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	55.42	0.00	0.00	65.75	0.00	0.00	0.04	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	74.94	0.00	21.16	7.17	0.00	0.00	0.00	25.83	10.53	12.93	8.91	4.33	9.71	21.16	21.01	31.59	31.48	7.68	17.84	23.98	0.00	7.51	0.00	6.96	0.00	0.23	0.00	41.81	0.80	0.00
AFUB_080170	0.00	0.00	0.00	0.00	0.00	0.00	18.32	268.38	0.00	0.00	0.00	0.00	0.00	0.00	56.26	0.00	0.00	2.99	0.00	0.00	0.00	8.11	0.00	0.00	0.00	0.00	0.00	24.40	0.00	0.00	0.00	0.00	0.00	0.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	56.11	0.00	0.00	68.02	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	77.20	0.00	18.76	6.84	0.00	0.00	0.00	20.11	10.92	17.98	9.51	4.11	13.98	18.76	17.39	27.11	29.95	5.94	15.00	17.21	0.00	9.57	0.00	7.67	0.00	0.13	0.11	38.85	0.74	0.00
AFUB_080180	0.03	0.44	0.00	0.00	0.00	0.00	0.00	137.12	0.03	0.00	0.00	0.03	0.00	0.00	60.96	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.03	0.00	0.00	0.03	0.00	24.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	52.71	0.00	0.00	61.70	0.06	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.03	69.33	0.04	0.00	8.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.57	29.07	26.27	6.49	9.42	15.72	0.00	12.89	0.00	9.03	0.00	0.10	0.06	32.11	0.66	0.00
AFUB_080190	0.00	1.31	0.00	0.00	0.00	0.00	13.16	271.30	140.62	136.66	0.19	0.00	144.22	3.17	66.04	0.00	0.00	60.66	0.82	0.95	0.00	170.07	0.00	0.00	0.00	0.00	0.09	22.20	0.00	0.00	0.00	0.00	0.00	3.69	0.00	0.00	0.00	33.94	27.43	24.27	32.31	15.71	35.83	41.68	0.00	58.77	24.96	41.71	136.64	44.80	83.67	36.88	0.00	0.33	0.00	0.20	0.00	60.58	0.00	0.00	0.00	0.00	56.88	19.76	85.52	0.00	21.36	6.57	0.15	0.00	0.00	27.92	12.73	12.64	6.24	5.57	15.77	21.36	52.10	87.80	78.46	5.67	35.72	41.65	0.00	8.45	0.00	15.25	0.00	0.53	28.26	43.99	1.68	0.00
AFUB_080200	0.00	0.61	0.06	0.00	0.06	0.00	16.05	296.48	142.08	144.07	0.00	0.00	155.51	0.00	59.33	0.09	0.05	60.29	0.00	0.00	134.73	188.84	0.00	0.19	0.00	0.00	0.06	26.54	0.06	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.36	35.55	32.39	25.13	40.28	17.48	30.87	42.78	0.06	55.28	24.57	42.12	133.20	37.64	72.24	42.47	0.19	0.00	0.00	0.00	0.07	55.10	0.00	0.11	0.00	0.00	53.83	19.79	69.18	0.31	19.15	6.33	0.00	0.00	0.00	28.19	11.71	15.25	10.52	4.85	15.10	19.15	54.94	84.04	81.97	7.33	27.90	44.35	0.00	8.31	0.00	13.88	0.00	0.07	29.79	42.11	0.80	0.00
AFUB_080210	0.00	0.95	9.72	0.00	0.00	0.00	10.87	195.82	42.08	23.17	0.07	0.00	61.28	0.00	55.48	0.11	0.00	54.91	0.00	0.00	16.78	107.45	0.00	0.00	0.00	0.00	0.00	22.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.35	4.25	4.21	5.12	2.11	9.67	13.73	0.00	58.21	9.14	12.37	71.03	11.29	64.25	15.29	2.58	0.15	3.64	3.20	2.64	3.10	0.00	0.00	0.00	0.00	3.53	2.65	70.00	24.66	8.44	6.46	0.00	0.00	0.00	9.11	4.50	7.08	4.09	0.79	6.93	8.44	29.21	46.56	47.87	7.55	11.21	22.58	0.00	9.89	0.00	11.21	0.02	0.12	8.87	32.76	0.60	0.00
AFUB_080220	0.00	0.52	0.00	0.00	0.00	0.00	12.37	143.10	0.00	0.00	0.00	0.00	0.00	0.00	56.07	0.00	0.00	61.18	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00	28.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	53.60	0.00	0.00	74.43	0.00	71.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	68.61	0.00	0.00	9.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.13	32.72	29.88	5.74	6.62	21.74	0.00	6.36	0.00	5.02	0.00	0.00	0.00	29.95	0.90	0.00
AFUB_080230	0.00	0.73	0.00	0.00	0.00	0.00	13.46	154.30	0.00	0.00	0.00	0.00	0.00	0.00	65.02	0.00	0.00	62.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	28.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	60.65	0.00	0.00	69.66	0.19	43.68	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.01	0.00	0.06	78.69	0.00	0.00	6.86	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	17.99	27.36	29.34	7.10	8.36	16.88	0.00	7.16	0.00	5.07	0.00	0.12	0.09	43.05	0.96	0.00
AFUB_080240	0.02	0.03	0.03	0.00	0.00	0.07	0.04	164.26	0.01	0.00	0.03	0.07	0.00	0.00	60.44	0.02	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.01	0.00	25.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	60.01	0.00	0.00	81.43	0.00	0.05	0.21	0.03	0.02	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.02	0.02	76.47	0.07	0.07	9.60	0.00	0.04	0.00	0.00	0.01	0.02	0.03	0.00	0.03	0.07	14.36	31.76	32.26	7.98	0.01	18.61	0.00	13.51	0.00	9.77	0.00	0.00	0.24	41.98	0.71	0.00
AFUB_080250	0.16	0.00	0.00	0.00	0.00	0.00	0.00	248.58	104.49	118.31	0.00	0.00	99.14	0.16	51.50	0.00	0.00	0.17	0.00	0.00	0.00	3.11	0.00	0.00	0.00	0.00	0.00	24.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.71	1.75	2.37	3.04	0.73	17.07	24.96	0.00	47.42	13.21	33.18	65.40	28.27	0.00	27.94	0.35	0.00	0.71	2.58	0.00	0.89	0.00	0.00	0.00	0.00	0.80	0.16	61.88	0.00	1.95	7.84	0.00	0.00	0.00	19.32	0.87	3.20	1.97	0.64	2.27	1.95	18.47	29.61	18.91	5.74	10.58	15.30	0.00	9.73	0.00	10.42	0.00	0.10	15.30	30.37	0.59	0.00
AFUB_080260	0.03	0.00	143.71	0.00	0.08	0.00	0.31	297.04	153.99	151.34	0.18	0.15	314.65	0.00	53.31	0.00	0.00	45.08	0.00	0.00	0.00	171.13	0.00	0.08	0.00	0.00	0.00	25.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	27.04	24.68	19.16	28.82	14.19	30.34	39.54	0.00	55.90	23.35	48.60	179.67	41.26	0.00	41.44	53.03	0.00	51.63	23.09	40.63	57.10	0.04	0.00	0.08	0.00	53.65	22.14	64.99	0.36	19.65	9.77	0.00	0.00	0.00	32.09	9.72	16.25	11.44	5.07	13.27	19.65	46.88	87.91	90.70	5.32	20.72	55.72	0.00	8.03	0.00	9.92	0.00	0.08	22.80	27.70	0.66	0.00
AFUB_080270	0.20	0.00	153.72	0.09	0.25	0.35	0.25	291.75	157.44	155.73	0.49	0.15	317.21	0.34	66.18	0.03	0.00	60.07	0.00	0.00	0.00	190.55	0.00	0.25	0.34	0.00	0.20	24.75	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.21	34.42	29.11	23.85	33.37	14.99	34.33	42.69	0.18	53.50	29.30	44.95	187.80	42.23	0.00	44.80	60.12	0.12	60.89	27.49	53.75	60.61	0.08	0.12	0.01	0.02	56.83	32.83	70.28	0.13	22.18	10.45	0.00	0.00	0.00	30.94	11.21	17.83	12.44	4.26	15.57	22.18	53.46	95.99	92.53	7.45	17.52	47.12	0.00	10.86	0.00	15.81	0.00	0.15	23.55	35.58	1.00	0.00
AFUB_080280	0.01	0.00	166.58	0.00	0.00	0.26	0.00	320.05	169.80	164.29	0.00	0.03	340.22	0.00	46.15	0.00	0.00	56.04	0.00	0.00	0.00	183.68	0.00	0.26	0.00	0.00	0.10	24.46	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	57.38	48.25	43.41	59.47	29.18	31.04	42.34	0.00	63.47	29.35	45.78	194.81	43.01	0.00	41.50	55.34	0.00	50.81	24.44	61.15	62.62	0.00	0.00	0.00	0.00	59.20	41.34	70.66	0.27	20.65	6.67	0.00	0.00	0.00	29.26	15.22	14.29	11.45	6.37	15.61	20.65	44.99	99.23	90.05	5.87	19.65	54.52	0.00	12.46	0.00	13.05	0.00	0.34	27.13	33.52	0.80	0.00
AFUB_080290	0.01	0.00	130.25	53.14	58.28	0.00	3.94	209.70	85.58	126.83	0.00	0.00	202.28	0.00	55.40	0.00	0.00	59.30	0.00	0.00	52.18	151.80	0.00	0.33	0.00	0.00	0.00	26.25	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.25	60.63	61.54	42.70	63.94	32.83	22.44	33.58	0.00	51.96	20.12	28.17	167.05	29.71	52.19	32.34	54.33	0.00	50.42	38.19	60.95	62.96	0.00	0.00	0.00	0.00	56.01	41.47	66.94	0.00	22.51	7.72	0.00	0.00	0.00	24.66	10.04	18.51	13.85	3.09	13.02	22.51	47.59	69.31	66.50	3.60	21.19	33.62	0.00	8.31	0.00	15.25	0.00	0.12	15.97	39.45	0.74	0.00
AFUB_080300	0.00	0.00	0.00	0.00	0.11	0.05	11.11	136.38	0.00	0.00	0.00	0.00	0.01	0.05	0.26	0.00	0.00	67.69	0.00	0.00	0.00	193.03	0.00	0.00	0.00	0.00	0.00	23.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	36.18	36.76	28.31	40.00	19.31	0.00	0.00	0.00	0.00	0.00	0.00	71.22	0.00	76.03	0.04	0.00	0.00	0.00	0.00	0.00	61.79	0.00	0.00	0.00	0.00	65.31	0.00	0.00	0.00	29.10	6.59	0.00	0.00	0.00	0.00	10.13	16.20	12.09	3.10	14.02	29.10	35.32	61.90	66.04	6.00	8.56	30.27	0.00	7.34	0.00	6.99	0.00	0.03	0.00	0.00	0.07	0.00
AFUB_080310	0.00	0.00	0.00	0.00	0.00	0.00	11.40	130.28	0.00	0.00	0.00	0.00	0.09	0.00	0.12	0.00	0.00	58.64	0.00	0.00	0.00	204.87	0.00	0.00	0.00	0.00	0.00	26.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	37.14	32.34	26.21	37.34	16.47	0.00	0.00	0.00	0.32	0.00	0.00	57.48	0.09	71.91	0.00	0.00	0.00	0.00	0.00	0.00	57.79	0.00	0.00	0.00	0.00	59.37	0.00	0.00	0.11	22.08	8.81	0.00	0.00	0.00	0.00	9.44	13.70	13.13	3.94	13.98	22.08	29.79	70.41	59.27	7.02	8.50	38.57	0.00	10.16	0.00	8.62	0.00	0.24	0.00	0.00	0.00	0.00
AFUB_080320	0.00	0.00	143.30	154.12	160.40	0.00	12.97	294.56	136.01	299.66	0.00	0.00	298.96	0.08	58.86	0.00	0.00	59.42	0.00	0.00	144.47	211.06	0.00	0.28	0.00	0.00	0.08	27.65	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.21	67.05	58.42	45.69	62.68	29.98	31.22	35.34	0.16	54.40	23.81	42.83	189.28	37.04	141.96	41.21	51.36	0.00	46.74	41.02	44.38	63.22	0.00	0.00	0.00	0.00	61.42	28.52	71.10	0.00	23.67	5.44	0.00	0.00	0.00	20.54	10.89	13.39	11.01	4.65	10.95	23.67	56.13	83.08	87.87	5.78	27.43	54.59	0.00	7.54	0.00	8.51	0.00	0.23	30.71	41.62	0.90	0.00
AFUB_080330	0.00	0.00	81.46	80.77	93.72	0.00	6.97	151.05	121.18	161.26	0.00	0.00	193.75	0.00	33.38	0.00	0.00	30.22	0.00	0.00	80.88	101.73	0.00	0.03	0.00	0.00	0.00	11.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.21	38.07	33.22	24.37	36.88	16.96	23.94	33.82	0.00	28.78	19.22	36.76	101.87	31.75	75.73	36.28	29.63	0.08	30.73	27.10	30.76	31.72	0.00	0.11	0.00	0.00	32.65	17.78	41.12	0.14	10.27	5.29	0.00	0.00	0.00	13.27	5.99	8.58	4.96	1.98	7.81	10.27	27.86	43.92	42.96	3.71	7.82	22.89	0.00	5.43	0.00	5.66	0.00	0.00	22.61	22.26	0.45	0.00
AFUB_080340	0.00	0.00	20.62	20.83	19.42	0.00	7.06	227.93	186.56	43.11	0.00	0.00	205.12	0.52	38.76	0.00	0.00	44.34	0.00	0.00	125.21	147.74	0.00	0.26	0.00	0.00	0.00	23.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30.87	27.47	21.09	27.45	13.98	29.68	50.43	0.00	51.93	23.88	52.76	74.08	61.74	127.63	50.57	9.98	0.00	9.58	13.13	8.34	51.38	0.00	0.00	0.53	0.00	45.48	4.99	59.74	0.00	18.42	5.74	0.00	0.00	0.00	3.93	8.74	8.22	10.38	1.70	10.19	18.42	21.37	39.79	50.11	2.69	1.84	24.22	0.00	5.70	0.00	5.86	0.00	0.00	24.37	22.71	0.39	0.00
