GENE	08-12-12-13	08-19-02-10	08-19-02-30	08-19-02-46	08-19-02-61	08-31-08-91	08-36-03-25	09-7500806	10-01-02-27	12-7504462	12-7504652	12-7505054	12-7505220	12-7505446	AF210	AF41	AF72	AF90	A_fumigatus_v67-36	A_fumigatus_v67-37	Af293	Af65	Afu_1042-09	Afu_124-E11	Afu_166-E11	Afu_218-E11	Afu_257-E11	Afu_343-P-11	Afu_591-12	Afu_942-09	B5852	B5854	B5856	B5859	B5863	B5866	B5868	B6069	B6074	B6078	B6079	B6081	F11628	F12041	F12219	F12636	F12865	F13535	F13619	F13952	F14403	F14513G	F14532	F14946G	F15390	F15767	F15927	F16311	F17582	F17729	F17729W	F17764	F18085	F18149	F5211G	F7763	IFM_55369	IFM_58026	IFM_58029	IFM_58401	IFM_59056	IFM_59073	IFM_59355-1	IFM_59355-2	IFM_59356-1	IFM_59356-2	IFM_59356-3	IFM_59359	IFM_59361	IFM_59361-1	IFM_59361-2	IFM_59365	IFM_59777	IFM_60237	IFM_60514	IFM_61118	IFM_61407	IFM_61578	IFM_61610	IFM_62115	IFM_62516	NCPF-7811	NCPF-7816	NCPF-7820	NCPF-7822
AFUB_099320	120.49	179.36	145.59	155.08	182.19	150.17	152.44	149.66	153.80	155.22	147.96	175.29	163.48	177.13	70.43	64.79	69.99	55.48	9.88	16.22	158.20	195.07	139.11	170.02	140.09	154.82	112.89	137.46	122.86	148.68	36.64	34.92	33.06	31.36	35.71	38.60	33.81	39.22	34.96	25.96	39.73	18.99	34.00	42.56	71.52	59.34	27.78	47.20	62.47	40.98	75.21	44.61	54.13	57.52	55.05	26.05	52.67	62.77	60.96	56.48	43.68	53.35	59.61	15.65	71.57	268.80	26.00	8.64	10.53	8.52	28.87	31.74	13.71	18.99	12.06	6.33	17.04	26.00	18.17	37.13	36.65	6.55	10.17	18.10	28.77	11.86	28.77	7.11	20.35	0.08	7.73	29.32	36.28	20.69	29.89
AFUB_099330	103.93	157.80	136.46	149.72	149.96	141.30	141.73	138.74	143.97	146.47	131.49	155.19	149.86	160.53	62.14	64.28	71.43	57.19	10.48	16.36	145.88	182.73	115.31	153.85	130.99	142.06	102.98	118.51	119.45	137.12	28.54	26.95	30.18	26.71	31.52	31.27	25.60	34.90	27.06	22.24	32.62	15.66	29.84	40.01	67.59	49.76	27.28	44.62	63.13	41.51	68.46	44.61	59.79	56.05	59.25	24.99	52.15	58.94	54.11	53.69	49.21	56.34	59.29	16.45	65.68	260.64	20.44	9.47	10.01	9.20	21.87	32.39	10.13	16.69	13.77	3.48	18.71	20.44	18.05	28.99	29.53	8.47	8.34	15.21	22.77	11.25	22.77	7.94	19.84	0.15	7.30	23.96	34.98	18.06	26.70
AFUB_099340	114.42	170.88	154.54	163.09	161.97	133.30	151.74	147.79	146.48	154.16	139.25	172.68	156.67	180.93	56.39	66.69	70.29	57.55	11.56	17.13	147.67	173.25	127.25	166.27	142.89	149.26	111.13	118.31	121.54	150.03	24.12	26.26	23.44	27.93	27.51	27.42	22.65	29.23	26.42	18.61	27.59	14.19	32.24	41.88	73.59	57.16	24.26	46.48	67.15	40.68	71.81	43.10	60.68	57.60	58.59	23.48	52.66	53.68	49.72	55.81	42.83	55.03	61.66	18.74	71.69	273.70	22.62	10.41	7.75	9.10	28.58	32.29	13.26	16.07	11.65	4.01	17.42	22.62	17.69	31.47	30.79	6.23	6.55	15.82	27.08	9.92	27.08	8.99	22.10	0.16	9.05	22.66	31.79	16.24	28.04
AFUB_099350	111.96	164.52	147.16	156.24	160.29	146.69	150.56	140.50	147.15	157.68	138.29	173.69	158.73	176.94	69.02	66.42	82.64	59.82	10.10	16.04	153.14	193.21	129.32	158.67	140.50	143.26	106.25	127.56	126.95	142.21	30.17	30.87	28.57	28.13	32.65	33.73	28.39	33.25	28.62	23.24	36.44	17.58	31.01	44.23	72.37	57.30	27.57	49.37	67.45	40.50	81.84	45.83	63.37	57.91	63.87	26.21	54.30	65.38	55.27	55.28	44.98	56.24	63.04	19.65	73.46	280.81	21.37	10.89	11.84	10.83	22.60	32.25	15.50	17.12	11.23	3.38	18.60	21.37	18.49	34.93	32.93	7.52	9.01	16.90	26.06	12.62	26.06	9.36	17.99	0.14	9.79	27.88	36.69	19.82	29.54
AFUB_099360	118.04	167.23	141.41	150.48	165.49	142.23	139.37	135.07	144.50	146.49	142.50	162.61	150.72	169.40	69.34	68.64	79.54	60.55	9.92	17.04	154.21	177.66	118.28	162.62	140.24	144.79	105.86	126.60	123.95	141.08	29.04	33.37	31.62	33.11	33.74	36.44	29.88	36.56	30.93	25.31	37.30	19.50	31.96	47.35	74.50	62.69	28.94	47.86	67.82	43.31	74.07	47.91	61.12	60.01	65.08	25.90	53.00	65.58	58.32	59.42	49.00	58.76	66.12	17.97	72.86	271.13	20.61	11.91	13.57	12.93	26.69	30.48	13.63	16.52	12.90	6.15	20.89	20.61	19.93	33.88	34.07	6.42	11.51	16.10	29.53	9.06	29.53	9.28	18.64	0.23	8.36	29.61	40.51	18.42	28.50
AFUB_099370	115.05	163.97	144.48	152.76	161.82	143.87	138.00	131.32	146.85	147.83	132.71	148.83	154.23	168.29	58.81	67.40	80.45	48.17	9.24	14.99	154.14	178.52	131.39	153.61	138.78	146.83	107.11	127.96	123.68	136.32	28.14	26.26	27.28	30.57	30.25	32.29	27.99	30.93	28.04	22.55	34.94	15.93	33.79	46.51	64.72	53.67	27.69	51.94	68.20	42.85	73.97	48.06	59.83	64.18	55.71	26.45	44.67	65.40	55.87	53.06	51.84	55.58	62.74	12.54	68.12	289.77	22.68	8.10	12.88	9.05	23.83	31.58	11.65	16.58	11.89	3.83	16.00	22.68	15.64	31.22	27.75	6.79	7.63	17.66	24.37	10.54	24.37	7.40	19.31	0.25	7.00	23.30	31.75	15.24	24.44
AFUB_099380	105.79	169.23	133.79	151.18	165.19	142.54	147.39	131.69	146.17	142.64	134.11	148.67	168.62	159.22	67.12	62.29	77.87	58.62	9.17	17.38	144.81	190.02	135.40	159.60	124.22	150.32	112.30	119.94	119.86	133.49	29.98	31.87	32.30	33.05	33.08	38.69	30.22	37.56	30.30	24.60	39.17	14.99	31.25	45.74	66.26	57.93	25.56	52.09	66.72	41.48	67.41	48.93	63.71	60.06	57.90	24.38	45.88	65.11	51.03	47.36	41.47	61.12	59.07	16.91	72.59	272.87	26.31	6.62	12.14	8.77	21.50	31.64	12.88	20.25	12.75	4.49	15.26	26.31	19.70	35.59	27.43	7.90	5.90	16.82	24.24	11.59	24.24	7.01	12.96	0.05	7.33	27.54	35.72	17.47	28.09
AFUB_099390	106.20	158.01	130.65	144.31	151.12	130.14	131.34	132.59	132.51	140.03	128.42	152.46	133.74	160.14	61.92	64.93	71.85	56.39	10.81	17.05	140.90	174.17	113.47	148.31	130.58	143.75	99.47	119.31	112.30	130.96	30.77	29.56	30.86	31.03	31.66	32.34	27.90	33.59	29.89	23.41	35.54	17.51	32.36	42.15	62.78	56.76	27.45	42.54	57.42	42.03	67.78	42.47	54.86	54.39	52.53	26.13	49.38	59.01	49.68	52.13	42.76	50.62	55.24	14.45	69.86	258.31	21.96	10.75	13.00	9.76	20.55	31.43	12.35	14.98	12.46	4.99	21.08	21.96	17.50	27.39	32.44	7.55	8.46	20.62	25.12	13.85	25.12	8.00	18.03	0.09	9.57	22.73	33.15	16.51	24.75
AFUB_099400	112.44	167.41	149.79	163.48	170.04	150.98	144.57	140.86	146.97	153.79	144.87	166.43	160.08	174.28	69.60	66.13	73.23	61.43	8.85	17.55	157.27	185.74	133.42	169.61	140.87	156.86	109.63	128.57	127.05	141.10	31.48	33.09	35.43	33.48	33.76	38.11	32.70	36.31	33.77	27.24	40.35	19.06	33.82	48.74	68.53	56.44	30.04	45.64	66.87	45.17	73.15	46.39	56.52	59.92	61.33	25.71	59.12	66.13	60.23	51.56	48.62	57.49	61.07	19.62	79.24	286.70	22.81	10.40	11.81	7.54	25.04	28.04	13.05	17.45	13.49	5.70	15.51	22.81	17.82	32.88	34.85	8.65	10.46	22.01	24.49	10.53	24.49	6.29	19.06	0.10	9.17	29.43	39.63	22.48	32.73
AFUB_099410	109.80	160.86	139.45	154.99	167.35	148.60	144.28	142.78	140.35	147.27	138.69	154.50	150.98	171.13	60.29	62.20	73.44	63.28	8.07	16.88	141.49	188.02	121.51	158.79	139.60	152.05	101.93	127.04	120.98	137.48	30.81	31.41	30.16	30.74	30.49	32.15	27.63	34.52	29.28	24.88	35.36	17.65	31.65	41.34	63.39	50.76	26.39	46.27	67.51	40.01	75.31	39.58	56.71	60.16	56.89	26.78	60.34	55.31	58.25	52.69	46.27	47.89	61.90	19.85	73.22	262.66	20.70	12.04	9.94	8.87	20.33	29.32	10.91	14.46	12.20	6.21	17.09	20.70	19.79	34.98	33.69	6.95	9.08	17.60	28.90	10.51	28.90	7.81	16.65	0.14	7.51	27.66	37.64	18.98	29.39
AFUB_099420	100.34	167.54	139.82	158.05	166.69	134.29	148.65	139.07	138.58	143.26	142.20	145.68	140.83	152.43	62.52	66.74	73.87	59.50	9.23	16.61	148.49	181.64	116.09	154.50	122.47	151.18	98.76	113.66	113.00	139.28	26.78	26.96	29.43	23.66	32.33	30.64	25.67	31.60	24.25	24.42	33.81	18.02	28.48	40.30	71.02	56.54	25.27	48.08	65.45	40.79	70.61	41.08	60.68	60.47	64.57	23.90	56.38	65.95	56.61	57.58	47.32	55.77	53.79	23.94	65.05	267.16	26.66	10.54	16.77	8.70	21.38	28.70	17.21	17.02	6.49	10.97	25.68	26.66	15.17	38.94	39.11	5.06	8.88	21.49	25.29	10.50	25.29	10.51	20.90	0.09	11.01	22.07	32.04	15.40	25.61
AFUB_099430	108.51	154.82	138.46	148.41	163.54	138.46	142.25	143.44	141.72	147.83	129.28	165.10	147.86	162.65	65.59	62.92	77.54	59.48	10.79	17.39	142.17	174.13	120.74	146.56	131.30	144.26	104.86	120.84	117.13	134.75	29.82	27.75	27.55	27.96	30.60	32.10	27.36	32.66	26.74	21.54	33.05	15.78	32.56	46.19	72.13	55.89	27.56	48.37	66.77	40.58	72.91	46.23	61.70	54.28	55.89	26.65	56.30	62.78	57.29	51.91	43.10	54.47	58.88	19.65	69.92	263.83	20.12	9.03	13.84	11.30	22.78	32.78	12.71	16.84	15.83	6.72	19.06	20.12	16.78	32.03	29.18	5.68	10.22	17.60	27.00	11.91	27.00	7.27	19.66	0.17	9.05	23.63	35.76	15.88	28.01
AFUB_099440	107.82	150.39	130.69	150.23	137.15	134.18	132.26	135.08	133.46	132.00	129.37	153.27	138.84	147.00	47.37	50.68	59.29	51.50	7.34	10.83	134.73	164.18	99.63	142.11	120.91	138.69	98.15	117.76	120.11	127.91	19.03	22.04	17.76	21.25	22.98	23.11	18.42	21.96	15.89	16.65	23.37	9.07	23.60	37.33	54.83	45.78	18.93	40.36	50.13	38.20	62.54	38.81	49.87	53.74	49.74	18.42	46.96	50.00	41.84	39.74	44.36	47.13	51.03	11.80	61.80	218.47	20.58	5.21	7.73	6.99	20.52	28.74	10.04	16.48	11.86	3.05	16.05	20.58	10.41	15.28	13.48	3.16	6.12	10.54	17.85	7.86	17.85	9.98	12.74	0.00	6.63	18.77	26.12	12.33	20.69
AFUB_099450	110.75	170.95	148.28	166.18	180.89	154.11	152.67	149.46	157.72	145.45	137.17	165.50	164.24	165.47	61.55	58.75	63.80	56.45	9.25	18.87	147.80	186.04	129.59	163.54	133.77	158.19	109.12	138.86	125.75	147.34	23.06	23.73	22.64	23.77	27.29	24.31	19.10	27.75	22.29	13.57	28.86	11.78	23.73	42.56	67.84	56.66	26.71	38.55	66.87	37.08	72.75	46.85	56.73	56.04	66.91	19.63	48.65	57.61	54.62	58.79	47.04	61.05	58.68	16.25	63.93	260.99	19.54	7.69	10.06	13.75	24.11	29.99	15.95	15.50	11.80	3.79	28.21	19.54	21.14	35.88	32.20	7.15	8.45	18.98	25.72	13.69	25.72	10.14	25.80	0.04	12.80	21.91	33.28	16.68	23.49
AFUB_099460	103.64	153.24	144.33	147.97	159.58	134.40	130.11	132.85	139.91	136.40	131.45	154.92	138.76	158.89	53.14	55.57	72.56	54.88	9.31	13.06	145.84	162.14	104.63	139.28	121.24	136.04	99.08	115.99	115.70	137.42	22.71	21.71	21.51	23.39	27.79	27.73	20.06	27.46	23.13	17.81	28.94	14.01	24.83	39.70	61.50	46.76	22.42	39.70	56.95	33.51	67.69	42.80	50.50	52.30	54.65	21.85	42.61	53.03	51.04	52.54	40.58	49.24	49.78	14.10	61.06	252.21	23.07	9.27	10.15	7.90	21.86	29.11	12.83	15.51	10.48	4.43	16.56	23.07	16.60	25.54	28.78	7.06	7.04	13.58	20.24	11.82	20.24	6.45	18.86	0.32	7.40	17.53	24.84	12.66	21.24
AFUB_099470	104.62	164.94	137.99	153.35	159.78	140.02	150.07	142.62	146.55	146.59	130.67	159.59	147.84	161.83	63.16	65.15	79.88	61.59	10.00	15.24	140.77	172.97	105.69	158.68	130.33	144.98	106.26	114.96	116.15	134.11	24.11	23.18	23.37	25.96	27.96	29.73	24.01	28.46	24.77	19.56	31.81	14.97	30.46	42.68	74.35	59.15	25.02	48.06	73.43	40.94	73.33	47.48	56.39	56.31	54.86	24.86	52.74	63.05	55.99	57.36	48.63	55.64	61.09	16.81	72.06	262.26	20.09	10.72	9.61	9.19	26.30	32.81	12.94	16.45	11.85	4.94	17.80	20.09	14.96	24.69	26.72	7.58	8.13	14.08	20.87	9.73	20.87	9.72	20.03	0.15	7.38	19.50	29.91	13.16	22.75
AFUB_099480	112.84	163.28	137.99	142.79	152.33	145.81	149.32	137.08	140.20	146.40	129.82	154.30	138.81	155.94	54.83	58.46	72.60	53.32	8.15	13.75	142.81	175.28	120.37	151.17	139.90	141.73	104.97	118.82	122.20	138.27	24.12	27.87	25.96	30.08	28.81	28.08	25.42	29.94	23.54	21.84	32.98	16.37	27.41	42.65	57.72	46.64	23.45	43.35	63.20	42.24	63.40	38.07	49.21	51.51	58.34	26.40	51.35	51.82	43.62	50.15	42.04	47.17	54.56	19.29	64.99	254.67	22.26	4.09	9.31	6.10	27.97	30.16	10.07	16.12	11.91	4.46	15.99	22.26	15.23	19.58	28.30	7.88	9.28	13.96	19.79	8.85	19.79	8.72	23.73	0.21	10.14	22.04	32.75	17.08	24.99
AFUB_099490	117.68	174.48	153.01	154.50	166.39	155.88	158.27	144.22	156.39	161.66	144.24	170.07	153.44	172.54	59.08	60.49	70.83	49.65	7.75	14.00	152.81	185.94	122.10	167.08	141.39	159.83	110.76	129.88	127.69	155.69	27.65	27.39	28.50	26.74	29.15	33.36	26.18	31.40	30.37	22.01	33.36	15.89	31.25	45.98	72.48	54.07	25.62	48.09	67.16	44.84	72.87	43.86	58.91	59.31	56.24	26.06	48.21	63.68	57.78	54.81	49.71	51.29	60.09	15.97	70.58	281.63	18.15	7.66	9.80	8.13	21.42	34.55	11.69	12.88	10.55	3.67	16.72	18.15	16.34	32.45	35.38	6.37	9.43	20.93	21.87	10.21	21.87	6.48	18.06	0.10	6.76	25.06	35.76	16.55	26.44
AFUB_099500	114.51	177.42	139.73	161.46	166.44	141.59	147.90	135.09	151.28	152.74	140.71	165.23	157.85	164.67	57.84	53.18	67.06	44.51	9.74	14.35	143.93	190.80	112.58	162.83	140.66	147.50	104.85	121.98	129.66	139.53	28.42	26.96	27.47	26.88	29.43	32.68	27.19	30.20	25.94	21.67	29.35	13.81	27.19	40.15	62.03	52.10	24.62	46.46	59.14	36.81	60.61	39.02	51.75	46.04	52.46	22.31	46.74	59.46	52.37	50.49	40.18	44.50	48.07	14.76	67.46	235.29	18.70	7.63	12.48	9.88	21.95	32.76	14.20	18.08	12.21	7.23	16.78	18.70	19.30	32.44	26.15	5.62	9.57	14.84	17.76	7.90	17.76	7.68	25.08	0.34	6.36	21.69	30.66	15.32	22.66
AFUB_099510	111.41	179.63	154.77	161.19	172.17	156.40	155.41	148.29	153.09	160.04	137.96	174.64	152.24	165.99	67.29	63.36	75.60	64.33	9.32	17.60	156.81	194.13	136.23	169.83	137.15	153.64	112.58	130.14	123.65	143.74	30.33	28.86	31.57	33.78	31.87	35.14	28.79	33.16	31.28	23.05	38.79	18.80	31.73	44.00	72.42	65.43	29.58	45.11	64.96	45.34	74.55	46.34	63.29	62.78	59.37	27.78	59.09	66.02	61.20	59.17	47.07	53.66	63.94	17.83	75.96	288.46	22.20	10.53	11.60	10.98	21.93	29.01	13.47	15.13	13.47	5.40	19.48	22.20	18.04	33.47	28.41	8.81	10.63	17.52	27.14	14.11	27.14	8.11	18.65	0.17	8.53	27.48	39.45	19.21	31.04
AFUB_099520	105.14	156.76	129.02	142.11	160.47	133.46	143.55	131.03	148.74	134.43	128.63	142.24	135.70	151.67	55.92	58.46	73.87	56.83	9.31	13.11	135.07	169.98	108.22	142.39	130.38	138.53	96.44	116.33	110.58	139.58	18.12	22.08	20.09	22.98	26.01	26.45	19.01	24.82	19.27	17.04	27.74	12.02	28.09	40.65	63.19	50.29	25.60	43.39	60.54	35.77	71.83	38.35	56.17	53.09	60.14	24.46	47.22	55.86	51.97	53.03	42.17	55.90	54.84	15.84	59.02	257.52	19.55	9.65	6.74	7.59	16.47	28.75	7.48	9.23	8.46	4.38	14.71	19.55	20.03	20.32	24.46	6.89	8.32	9.66	15.54	8.15	15.54	8.48	17.24	0.25	6.48	18.37	24.82	10.66	22.37
AFUB_099530	108.47	152.89	134.88	149.70	148.49	135.15	144.03	125.81	143.95	137.68	132.08	155.51	142.37	148.73	52.39	60.06	72.02	44.98	10.17	12.21	133.40	168.18	96.55	143.85	134.78	135.24	100.51	110.66	107.60	141.95	18.23	19.43	16.57	18.44	21.39	19.95	18.42	21.33	19.38	14.76	25.53	13.01	27.18	40.95	63.48	51.24	20.79	42.61	58.40	39.87	64.63	39.42	58.53	48.79	57.11	23.96	42.59	54.61	55.61	49.01	39.11	48.73	51.34	16.86	58.98	246.97	19.78	10.06	11.00	8.56	25.51	27.58	10.59	16.17	10.69	5.38	20.66	19.78	16.49	26.46	26.71	7.53	7.96	11.25	17.40	10.07	17.40	5.61	16.21	1.02	8.63	16.58	23.80	11.58	17.17
AFUB_099540	99.88	151.75	137.06	151.75	155.80	133.03	142.29	125.83	140.15	138.33	119.61	151.07	136.24	157.17	50.63	56.23	70.31	42.71	9.52	14.08	137.80	174.26	93.47	136.88	128.87	135.28	101.57	119.55	102.54	136.10	17.99	17.89	17.17	19.58	22.97	23.93	17.98	22.33	18.20	13.98	25.80	9.31	26.88	44.14	63.13	51.77	23.44	41.96	53.92	36.88	63.01	37.84	50.95	47.80	56.34	22.66	41.83	56.24	51.51	51.79	42.14	47.61	56.40	12.06	64.78	238.49	19.22	11.31	9.29	8.93	26.39	33.05	14.70	13.68	11.74	5.83	20.30	19.22	16.09	24.19	27.14	7.38	7.69	14.39	24.88	11.53	24.88	7.60	14.09	0.46	9.16	15.96	24.80	10.14	21.86
AFUB_099550	95.63	146.91	131.09	121.72	131.00	119.98	124.11	122.62	125.86	135.29	108.71	126.50	122.77	139.14	48.51	59.51	70.85	44.23	8.95	12.23	122.19	138.10	97.65	139.56	115.66	133.57	90.17	113.75	106.09	124.56	17.02	17.91	17.67	18.06	21.13	21.53	17.81	25.03	22.50	18.41	26.25	11.30	21.67	32.37	59.74	36.09	20.56	30.59	50.51	31.04	64.65	32.77	38.39	48.71	49.16	21.04	37.61	54.44	44.19	50.66	42.83	46.61	52.80	13.15	49.62	229.41	21.08	8.83	10.16	7.15	19.07	29.28	12.62	16.99	8.66	7.12	15.17	21.08	15.23	24.01	20.46	6.54	7.37	14.11	20.32	10.76	20.32	5.74	18.80	0.31	7.19	15.06	21.98	12.99	20.87
AFUB_099560	111.84	158.26	137.51	151.60	160.34	140.43	144.99	134.14	148.86	139.84	131.71	155.57	148.99	153.37	50.96	60.38	85.37	44.07	10.05	13.46	143.51	176.13	95.77	143.28	129.92	135.56	101.74	115.16	115.52	136.16	18.97	21.61	18.62	20.72	24.94	25.12	18.48	26.06	22.63	18.46	25.98	12.61	30.03	46.86	68.30	52.36	22.70	42.82	62.20	43.64	71.68	45.68	56.70	52.62	63.28	25.26	37.73	61.05	59.09	46.53	44.78	53.97	63.75	13.22	72.37	271.32	21.31	10.74	7.25	9.21	22.29	34.96	9.29	16.17	9.91	2.88	16.06	21.31	18.27	20.71	26.40	8.37	8.56	9.77	25.92	12.22	25.92	7.24	18.49	0.16	6.10	17.37	27.03	10.92	22.75
AFUB_099570	110.59	172.03	155.22	159.67	169.64	167.86	161.38	148.15	163.49	170.18	135.53	160.73	167.85	192.53	69.49	68.17	76.68	65.77	10.41	17.53	163.86	218.40	153.89	173.30	155.77	171.57	109.96	136.69	126.73	147.56	35.75	38.20	40.21	35.43	46.17	42.47	35.63	43.37	35.55	31.59	45.21	21.49	39.69	47.77	87.79	58.56	34.01	59.79	68.80	46.45	82.68	53.70	59.04	64.21	67.87	29.09	57.03	73.77	61.53	62.51	52.63	52.15	65.87	21.94	81.40	337.04	25.16	11.94	12.71	10.17	25.47	26.95	15.29	18.62	11.66	8.82	22.37	25.16	16.07	40.31	35.25	9.65	8.03	24.69	23.36	13.77	23.36	10.16	12.43	0.00	14.29	31.45	49.47	20.51	39.39
AFUB_099580	91.55	137.73	123.58	137.48	138.96	114.30	114.85	108.58	128.35	117.98	116.75	131.37	123.02	131.95	53.70	60.29	71.83	53.23	10.06	14.62	126.75	138.98	92.55	134.84	110.20	123.94	91.49	105.46	102.35	120.69	20.72	20.27	17.83	21.46	22.77	22.97	18.54	23.78	19.72	16.73	27.75	14.12	26.40	35.85	59.41	45.78	22.16	38.35	59.67	32.97	59.45	35.35	54.03	50.39	56.94	21.33	51.33	48.82	51.40	48.34	40.34	51.28	54.66	17.93	62.00	231.30	19.92	11.01	7.52	10.37	23.63	28.25	16.93	17.14	12.54	4.65	22.64	19.92	16.03	24.11	21.56	6.88	7.28	11.13	24.62	12.64	24.62	7.74	17.04	0.31	9.19	17.01	22.59	11.08	21.27
AFUB_099590	111.14	172.39	135.16	153.91	159.36	148.21	144.57	129.91	146.82	148.01	130.90	159.20	150.41	161.21	59.30	60.81	69.28	59.07	8.65	14.09	149.80	184.18	130.95	159.65	132.49	153.83	109.50	122.87	115.68	137.79	27.72	28.73	29.87	28.31	30.71	34.92	28.21	33.30	29.53	23.14	33.70	16.36	30.89	45.26	66.72	56.42	26.94	43.71	64.93	40.12	70.68	43.41	56.16	59.79	52.49	23.99	59.07	58.80	56.40	54.45	42.33	50.21	54.04	19.29	69.42	267.39	20.62	10.04	10.83	7.53	17.81	20.02	17.27	15.96	11.56	6.45	17.69	20.62	14.94	32.36	29.33	8.65	7.26	15.74	23.47	9.30	23.47	7.78	13.72	0.14	7.76	23.72	32.82	17.16	27.10
AFUB_099600	95.53	144.68	122.06	135.55	149.50	131.74	131.43	126.63	131.15	124.18	116.24	139.58	132.37	147.58	48.87	52.02	75.70	38.35	8.74	12.52	130.83	153.74	90.57	130.30	123.15	134.59	90.86	102.82	101.74	123.90	22.47	18.18	15.82	21.23	24.01	23.29	21.15	26.51	19.79	15.62	26.51	13.66	23.51	44.58	61.58	44.87	22.23	39.06	53.31	37.04	63.99	41.59	51.59	46.97	50.83	24.20	37.90	53.21	53.12	47.03	45.67	41.95	55.15	13.78	57.59	251.27	25.70	7.44	8.09	7.00	24.14	31.56	14.24	17.55	10.85	6.58	16.68	25.70	16.72	28.63	28.93	6.35	11.26	14.21	18.08	8.39	18.08	7.70	18.30	0.41	10.05	17.72	22.96	11.33	22.60
AFUB_099610	102.78	145.20	127.10	148.75	152.47	139.30	137.06	138.75	134.24	143.16	125.58	156.98	140.24	146.85	61.04	58.19	77.53	56.86	8.90	14.13	143.72	164.76	95.24	148.42	130.00	136.15	95.04	114.27	107.80	131.01	23.23	26.20	21.80	24.14	27.85	28.79	21.29	28.15	23.01	20.04	31.65	14.35	32.09	41.72	63.85	53.86	24.58	47.73	61.06	36.80	71.74	42.59	54.41	59.57	60.15	23.99	44.93	59.00	54.41	50.76	50.01	48.52	53.21	14.78	68.00	262.61	26.85	6.65	10.32	9.15	27.43	30.50	10.09	17.99	11.49	6.02	15.96	26.85	17.55	24.86	23.79	5.82	5.76	11.27	21.75	8.18	21.75	8.84	21.75	0.31	8.54	20.36	30.29	13.05	25.29
AFUB_099620	104.53	153.33	139.43	145.99	143.40	127.42	139.84	135.92	134.91	142.14	121.70	144.11	136.40	141.62	53.85	55.00	68.72	53.69	9.45	12.61	95.57	163.27	95.52	140.37	122.84	136.22	95.37	116.82	106.52	131.91	24.34	25.35	24.07	27.43	25.53	26.46	22.20	27.65	26.06	18.13	31.83	12.24	28.53	40.24	62.52	54.54	24.87	45.94	59.67	37.36	72.79	44.41	55.11	59.45	54.03	22.62	41.78	55.36	50.70	52.05	42.64	45.94	54.42	15.78	65.87	260.55	22.85	11.99	8.24	7.87	25.18	27.93	11.69	17.11	9.78	6.45	12.85	22.85	17.21	26.45	25.13	5.70	8.42	10.04	23.56	9.61	23.56	5.16	13.90	0.15	8.89	19.92	25.43	12.68	20.91
AFUB_099630	101.58	151.43	139.75	145.51	149.89	125.36	137.01	126.51	132.25	130.85	117.62	153.38	137.25	156.92	59.53	65.34	70.29	50.92	10.24	13.54	141.47	168.87	106.60	141.81	124.12	136.88	95.82	111.83	108.68	134.21	29.56	28.88	22.60	28.56	31.46	31.96	27.42	32.71	26.75	20.66	33.77	17.20	30.91	45.07	65.73	51.79	27.92	45.09	63.51	38.00	71.13	43.83	52.80	55.18	57.62	26.58	41.20	63.26	57.13	46.58	43.70	53.37	55.49	16.48	71.15	267.45	19.26	8.50	14.13	8.68	20.59	30.03	13.10	15.63	11.14	4.79	19.08	19.26	17.41	29.63	30.03	6.88	8.18	14.44	24.09	10.33	24.09	7.08	20.19	0.27	9.19	22.09	31.19	14.65	25.50
AFUB_099640	114.78	175.98	141.65	164.31	172.84	155.03	157.26	144.51	148.07	143.77	131.50	165.70	158.86	165.35	62.95	53.97	60.95	58.14	9.82	14.86	160.85	184.38	122.93	156.22	149.62	151.94	115.44	125.98	123.61	153.03	24.13	28.62	26.42	26.26	26.85	32.20	23.53	29.99	26.28	21.20	33.76	17.12	33.11	50.69	64.12	60.25	24.83	45.72	68.80	43.75	64.15	42.87	52.12	55.55	56.10	27.38	44.81	57.37	61.68	54.04	47.99	57.12	59.11	16.20	78.80	275.39	22.97	9.24	15.25	6.01	22.13	29.80	10.88	14.53	11.08	6.42	20.57	22.97	19.18	30.52	29.60	7.68	7.77	17.79	21.21	7.71	21.21	3.72	20.16	0.10	7.82	25.82	34.90	17.55	26.67
AFUB_099650	120.99	176.61	149.17	170.02	172.71	147.80	149.78	138.31	154.28	151.19	138.19	172.37	160.09	171.95	67.40	67.09	81.02	55.73	9.48	16.85	156.00	192.73	114.36	161.67	143.41	156.34	110.54	129.01	125.96	142.65	28.72	28.19	28.15	28.91	30.18	31.05	26.80	33.14	28.89	21.74	35.04	15.27	30.43	49.62	68.90	59.02	27.47	49.44	66.42	43.50	73.67	46.61	61.80	61.00	60.01	25.84	50.73	64.29	60.23	56.34	47.76	55.81	64.01	16.31	73.39	276.76	22.75	9.61	13.03	10.71	24.11	28.10	8.97	18.53	10.88	5.32	17.19	22.75	17.02	36.59	30.97	6.05	8.96	19.94	26.21	12.91	26.21	9.02	19.72	0.21	10.97	22.94	32.35	14.86	27.19
