GENE	08-12-12-13	08-19-02-10	08-19-02-30	08-19-02-46	08-19-02-61	08-31-08-91	08-36-03-25	09-7500806	10-01-02-27	12-7504462	12-7504652	12-7505054	12-7505220	12-7505446	AF210	AF41	AF72	AF90	A_fumigatus_v67-36	A_fumigatus_v67-37	Af293	Af65	Afu_1042-09	Afu_124-E11	Afu_166-E11	Afu_218-E11	Afu_257-E11	Afu_343-P-11	Afu_591-12	Afu_942-09	B5852	B5854	B5856	B5859	B5863	B5866	B5868	B6069	B6074	B6078	B6079	B6081	F11628	F12041	F12219	F12636	F12865	F13535	F13619	F13952	F14403	F14513G	F14532	F14946G	F15390	F15767	F15927	F16311	F17582	F17729	F17729W	F17764	F18085	F18149	F5211G	F7763	IFM_55369	IFM_58026	IFM_58029	IFM_58401	IFM_59056	IFM_59073	IFM_59355-1	IFM_59355-2	IFM_59356-1	IFM_59356-2	IFM_59356-3	IFM_59359	IFM_59361	IFM_59361-1	IFM_59361-2	IFM_59365	IFM_59777	IFM_60237	IFM_60514	IFM_61118	IFM_61407	IFM_61578	IFM_61610	IFM_62115	IFM_62516	NCPF-7811	NCPF-7816	NCPF-7820	NCPF-7822
AFUB_099660	123.59	170.35	143.38	158.38	166.60	143.88	147.44	136.91	146.87	153.42	135.14	171.05	153.37	171.13	65.03	63.93	77.11	55.76	8.97	15.66	153.10	186.97	113.82	164.59	143.44	150.86	109.29	128.24	134.45	144.15	32.40	31.91	32.60	28.43	35.16	37.41	30.09	35.00	30.06	24.59	36.71	17.95	34.05	45.74	75.95	58.61	29.55	48.72	67.23	45.08	83.49	49.31	63.03	59.92	58.02	26.93	54.69	66.25	62.00	56.33	45.71	59.22	59.86	17.12	77.80	290.92	22.85	9.36	10.43	8.65	23.20	26.16	13.22	16.45	11.12	3.86	17.96	22.85	17.63	31.57	31.72	7.05	9.70	17.55	24.62	11.29	24.62	7.58	16.37	0.08	8.76	29.23	39.66	21.53	31.38
AFUB_099670	114.51	166.52	144.71	158.55	162.40	137.02	158.45	129.37	145.78	146.81	136.94	157.39	147.72	150.59	61.60	63.30	76.72	59.94	9.46	15.60	145.92	180.96	128.28	161.35	137.46	152.57	108.40	126.18	121.16	144.16	31.21	31.92	31.43	32.03	33.67	35.88	31.39	34.60	30.90	22.19	34.03	17.25	31.43	43.33	66.29	54.39	26.94	46.29	65.10	44.83	73.37	45.97	61.12	60.65	58.17	26.32	52.93	60.13	56.46	58.92	45.24	56.74	61.76	16.84	74.48	278.28	21.19	6.71	9.56	7.44	28.10	28.48	9.89	14.14	13.89	3.63	16.99	21.19	16.30	26.57	25.93	7.75	5.99	14.87	19.10	11.25	19.10	8.52	22.40	0.25	6.23	29.40	38.12	18.13	31.68
AFUB_099680	103.94	148.29	131.90	141.83	155.06	128.65	136.23	120.86	135.27	132.65	121.09	138.35	129.39	140.12	60.68	61.23	74.57	56.06	9.84	15.41	137.90	169.01	110.99	146.93	124.46	133.56	96.86	109.96	106.12	134.78	25.38	25.88	23.15	26.40	27.85	30.68	25.64	28.40	25.30	19.74	29.49	13.85	30.64	44.13	63.88	51.58	25.27	42.79	59.49	38.77	69.21	41.52	55.70	55.78	61.56	22.29	55.25	57.91	52.06	55.55	43.08	50.62	59.06	18.35	67.74	255.59	24.42	9.42	10.97	9.13	19.78	25.32	12.21	19.55	11.68	4.12	15.85	24.42	17.93	28.67	31.07	6.31	7.17	17.30	21.74	9.72	21.74	7.99	19.70	0.32	9.25	19.25	27.13	14.80	23.76
AFUB_099690	101.40	165.04	143.51	159.13	166.30	142.71	148.67	124.12	144.98	140.01	126.97	158.03	147.37	163.10	48.87	60.38	76.65	56.00	7.91	14.57	144.08	180.87	104.95	151.30	140.68	148.67	97.29	122.28	114.24	135.47	23.22	23.95	23.19	23.39	27.67	26.51	21.34	29.31	25.99	19.05	29.26	13.05	31.69	43.24	69.32	56.23	23.61	47.09	68.58	42.54	74.13	45.59	57.94	49.92	53.35	23.03	54.28	60.35	59.30	63.17	41.14	50.86	61.40	20.41	62.77	302.19	26.56	9.94	7.39	8.69	22.87	23.42	9.60	12.67	10.95	4.53	17.35	26.56	16.81	25.94	23.25	5.39	9.31	14.45	20.62	13.24	20.62	9.26	11.53	0.05	8.30	16.57	27.48	15.48	20.82
AFUB_099700	117.48	161.54	137.52	159.57	161.40	144.93	152.53	131.38	151.38	141.35	134.16	160.04	149.92	161.77	58.93	64.74	79.67	54.38	10.15	15.22	147.16	178.88	108.13	155.47	136.12	144.57	107.56	122.49	122.49	140.35	26.04	26.59	22.98	25.07	30.63	29.52	25.23	30.43	26.71	19.27	30.22	14.17	31.96	39.58	70.83	54.04	26.89	45.23	61.83	41.35	72.27	43.71	57.35	57.23	65.49	26.37	59.87	65.71	53.56	52.79	48.11	55.27	62.50	19.43	69.52	271.31	25.37	10.63	8.83	11.00	23.48	28.67	9.00	15.25	11.21	5.08	18.79	25.37	16.01	28.36	31.56	6.87	10.18	14.61	27.75	12.98	27.75	10.02	19.58	0.20	9.60	21.64	31.18	12.46	25.94
AFUB_099710	117.34	174.90	145.46	158.60	167.98	152.68	148.34	138.67	147.05	148.70	139.69	168.81	153.76	167.87	61.79	62.70	78.16	59.63	10.03	15.81	150.62	184.28	124.93	163.37	139.80	154.32	108.68	125.69	129.16	146.50	28.80	30.06	26.99	28.86	32.70	34.18	29.08	32.45	27.84	23.36	35.71	17.02	31.97	49.67	72.49	55.36	28.76	47.03	67.03	43.73	75.17	46.15	55.95	58.95	62.38	26.07	61.15	61.97	58.94	59.04	47.84	53.67	61.01	20.42	70.13	277.81	24.61	10.56	12.15	10.42	23.69	33.20	14.21	16.89	12.81	4.85	17.73	24.61	19.77	33.39	27.96	7.62	9.66	16.70	24.23	10.77	24.23	9.09	20.19	0.27	8.72	23.81	35.18	16.91	28.28
AFUB_099720	125.27	182.73	151.82	164.30	169.51	153.46	162.15	142.44	154.76	153.71	147.04	170.16	159.52	171.36	62.21	64.48	79.58	63.70	9.52	15.63	155.73	196.54	127.74	166.63	143.73	153.15	111.57	129.57	126.78	153.59	29.17	30.87	28.40	29.12	30.34	33.87	28.10	32.72	28.21	22.86	34.41	16.29	32.24	46.36	72.93	56.33	28.06	42.65	67.04	41.99	72.73	47.66	58.17	57.18	57.76	26.62	58.94	61.68	57.16	60.07	46.18	53.93	58.36	19.58	74.86	289.67	20.66	11.02	11.14	7.65	26.20	30.98	13.62	17.04	13.13	4.70	17.38	20.66	14.79	34.88	28.90	8.58	8.65	15.64	25.69	9.32	25.69	8.85	18.17	0.20	7.98	26.04	34.66	18.24	25.80
AFUB_099730	133.26	193.03	165.28	170.62	192.26	166.64	171.91	157.25	167.11	168.80	156.79	179.37	173.37	191.08	63.62	68.95	82.56	70.19	7.99	18.88	167.21	214.01	160.20	174.56	163.01	184.32	122.47	145.50	135.14	161.23	38.28	39.71	39.12	37.18	39.71	42.80	35.92	42.22	35.74	26.52	43.05	19.00	37.12	52.23	73.61	63.19	33.02	56.56	67.17	45.67	80.20	52.84	61.63	62.75	62.88	29.73	66.43	63.85	58.60	62.09	50.80	63.16	67.65	21.81	81.53	307.02	20.04	6.06	13.25	10.22	24.23	24.16	15.48	14.21	11.11	7.15	23.26	20.04	21.32	40.41	36.97	6.58	13.80	29.72	26.00	8.12	26.00	8.94	18.64	0.00	5.14	35.33	49.57	26.60	31.55
AFUB_099740	118.89	168.88	147.11	166.81	170.29	150.75	151.73	140.93	149.70	144.42	144.08	167.33	151.36	165.57	69.89	65.94	69.54	57.91	9.22	17.55	150.72	186.22	142.66	161.94	138.91	153.68	113.60	121.40	121.32	150.55	33.74	35.17	36.00	33.88	35.23	37.97	31.28	36.13	32.71	24.54	40.21	18.05	31.87	46.51	72.48	58.60	27.63	48.97	64.68	37.89	70.71	48.04	58.54	61.26	61.81	25.63	60.80	61.68	58.00	59.22	46.61	57.07	60.08	20.81	75.87	271.71	21.13	7.31	9.98	8.57	23.21	28.41	12.12	18.70	12.83	6.19	17.70	21.13	15.96	38.70	33.90	6.05	7.51	20.56	21.71	10.65	21.71	6.34	19.24	0.32	8.29	30.73	42.01	20.83	29.29
AFUB_099750	94.13	132.41	109.79	137.92	136.70	119.51	122.90	107.82	131.58	116.56	107.91	129.54	118.51	134.55	45.20	37.52	46.08	38.52	6.35	11.20	123.18	148.12	105.11	128.35	115.91	123.06	85.57	100.88	101.39	113.70	20.52	21.70	21.07	19.10	22.74	22.62	22.96	24.63	19.84	16.49	27.02	12.46	21.19	28.39	41.88	39.33	18.74	34.34	48.23	28.26	51.99	30.09	34.96	40.86	35.70	19.92	42.93	40.60	35.31	37.39	31.65	33.23	39.08	13.33	50.63	191.99	14.16	3.00	6.19	5.08	14.04	19.76	10.84	14.46	9.47	3.72	17.22	14.16	12.16	16.13	15.43	4.29	6.05	9.24	16.01	4.77	16.01	3.72	12.06	0.14	5.26	16.28	23.46	12.60	18.41
AFUB_099760	114.62	162.59	144.90	151.54	169.87	141.59	146.89	141.46	153.16	143.99	141.54	155.50	152.70	165.81	59.05	61.75	74.51	56.73	11.71	18.79	154.10	180.51	120.73	163.08	138.59	135.50	107.74	131.88	122.67	142.40	23.28	27.72	25.20	27.79	29.62	29.39	23.96	30.58	23.53	22.76	33.53	16.69	28.03	50.96	66.65	55.39	27.72	50.25	63.99	40.79	74.05	41.62	64.32	53.27	56.55	25.75	59.79	60.03	59.52	55.51	42.49	53.49	59.25	19.00	65.47	279.38	21.98	5.34	14.72	6.84	17.17	25.79	14.11	11.92	12.81	4.82	21.82	21.98	18.94	29.53	31.59	6.31	7.42	12.03	25.62	10.50	25.62	11.96	18.05	0.08	9.18	26.18	33.57	16.10	25.72
AFUB_099770	118.97	164.52	151.61	169.37	172.18	154.30	162.61	147.05	149.82	154.14	135.11	163.62	158.32	164.74	64.92	63.80	75.55	63.22	9.32	16.51	154.28	183.84	132.13	158.32	141.33	149.59	114.90	124.93	115.52	146.87	32.76	34.70	30.63	30.87	35.11	36.28	31.68	35.11	30.22	22.09	33.89	17.44	32.37	47.36	73.14	62.34	29.37	43.72	63.44	42.20	73.95	44.96	58.97	55.91	67.00	24.05	63.56	58.78	57.05	54.96	49.26	57.02	60.49	20.18	80.96	277.46	22.06	11.84	13.69	7.46	25.33	30.08	17.71	17.72	10.24	4.61	20.99	22.06	19.75	29.18	29.16	7.34	11.27	15.55	30.01	13.21	30.01	7.97	17.16	0.00	9.32	26.48	38.97	20.31	29.66
AFUB_099780	116.86	176.07	155.26	166.69	176.80	151.49	148.43	139.31	155.99	157.63	143.06	164.64	162.66	179.67	60.72	62.23	73.71	61.84	8.68	14.78	150.93	181.05	139.13	169.04	142.77	154.57	115.73	129.53	123.54	141.63	34.08	36.95	32.39	31.75	36.66	36.87	32.37	36.39	29.35	25.11	38.53	19.22	33.50	43.66	61.89	55.81	27.88	47.54	67.62	36.18	74.74	41.19	53.70	58.90	54.31	26.89	54.98	61.67	57.22	56.08	40.87	54.78	51.52	16.45	76.30	256.89	25.07	9.47	7.03	7.51	30.47	33.40	5.85	14.96	10.71	3.18	16.59	25.07	19.58	26.24	28.89	5.95	10.77	12.35	18.75	8.34	18.75	7.53	18.48	0.12	7.81	28.17	37.58	20.53	29.44
AFUB_099790	116.83	176.67	149.86	161.90	170.74	146.25	163.14	148.02	162.13	156.79	143.70	180.43	156.99	166.97	53.56	65.27	77.59	66.48	7.71	12.88	151.85	191.48	128.03	170.78	138.52	144.63	110.30	123.02	123.45	141.24	30.28	30.53	29.87	29.63	32.20	35.57	25.87	34.67	29.99	22.32	39.01	16.45	36.22	41.77	74.79	62.38	28.27	43.92	68.20	39.48	81.15	50.32	59.57	56.44	59.36	25.07	61.66	66.72	58.31	55.74	49.40	58.04	61.47	16.89	77.06	284.52	21.10	8.11	10.18	8.68	23.40	32.16	11.29	18.44	11.45	3.79	19.20	21.10	14.38	24.31	28.91	4.68	5.06	13.36	19.71	6.86	19.71	5.12	20.48	0.15	9.24	24.61	34.87	17.90	24.59
AFUB_099800	125.88	186.10	158.81	169.29	185.07	157.52	156.33	156.87	162.20	159.80	152.20	186.69	168.94	181.25	67.24	68.26	75.16	67.02	9.58	16.70	169.74	199.14	157.95	170.53	150.33	163.98	114.44	136.91	126.14	164.41	35.78	38.41	36.80	33.20	38.27	37.64	34.00	38.25	31.66	28.87	37.33	17.22	33.09	46.05	77.25	58.98	31.73	52.08	66.65	43.58	76.57	51.42	61.14	58.70	57.22	29.07	62.75	61.56	53.07	63.37	48.17	55.39	59.53	16.38	78.57	283.01	21.61	5.27	11.39	7.89	28.54	33.36	7.29	19.26	13.33	2.91	12.84	21.61	17.51	31.85	31.34	4.96	8.63	16.84	20.79	8.75	20.79	6.58	26.22	0.07	4.84	33.72	42.68	24.89	32.55
AFUB_099810	123.13	198.78	166.71	190.07	187.59	157.99	179.22	148.76	164.84	177.86	162.55	189.59	172.15	192.86	67.45	65.73	73.82	69.15	10.84	14.36	170.62	201.36	149.24	184.58	155.76	175.56	119.78	138.30	139.61	153.37	32.45	36.28	36.58	33.98	39.15	43.04	33.92	36.85	39.57	28.61	39.62	17.34	38.00	47.47	74.76	62.90	31.42	53.81	80.65	42.86	75.55	48.32	59.44	64.50	63.19	27.50	59.61	69.87	55.77	61.30	53.13	53.36	67.40	22.13	78.59	299.78	27.08	3.60	8.83	7.95	28.43	28.53	14.08	16.15	12.49	4.64	18.78	27.08	14.99	38.75	33.46	6.97	7.78	21.73	22.65	8.00	22.65	5.71	18.22	0.12	7.26	35.69	47.91	25.01	33.21
AFUB_099820	117.99	187.61	156.37	169.72	189.42	160.59	163.73	152.43	161.01	165.10	156.32	176.60	165.38	194.12	57.62	66.30	70.36	60.92	8.29	14.81	162.57	208.33	142.43	169.06	147.55	166.16	118.74	133.87	127.71	156.60	36.85	35.43	39.46	34.50	37.61	40.26	33.80	42.36	35.26	26.50	39.06	18.90	32.14	44.59	70.66	61.72	28.36	49.64	70.69	45.11	80.66	52.75	54.34	63.27	53.75	28.33	53.97	61.04	63.14	56.42	47.73	54.91	59.84	17.83	72.92	299.42	25.83	8.25	9.42	6.38	26.56	31.37	8.86	18.64	12.28	2.97	12.83	25.83	15.40	27.02	26.68	5.29	10.47	12.82	21.22	8.95	21.22	6.97	19.27	0.15	7.17	30.06	43.70	24.68	33.29
AFUB_099830	113.38	175.11	148.32	158.68	180.52	153.04	147.28	140.83	155.21	157.26	145.88	166.30	151.72	165.59	60.42	61.30	67.26	56.47	8.86	14.50	149.17	192.38	128.58	170.81	141.21	159.52	115.66	134.03	125.42	151.86	36.85	38.04	33.73	36.59	35.81	37.12	33.88	35.87	34.35	26.96	38.26	18.25	32.66	44.85	68.45	57.40	32.05	40.84	60.97	40.86	76.78	41.14	58.19	58.10	49.72	29.10	44.66	55.85	50.89	50.91	46.66	55.50	57.73	16.55	78.94	250.35	19.53	11.39	13.28	8.71	22.01	26.15	14.53	11.51	11.75	3.03	24.05	19.53	17.87	30.42	33.86	7.35	11.82	16.36	24.95	10.09	24.95	9.83	19.24	0.00	9.35	30.28	36.71	21.03	29.59
AFUB_099840	124.22	188.23	154.15	157.70	177.52	158.08	153.12	149.02	155.90	158.13	129.48	173.72	170.16	184.90	54.18	61.90	68.46	54.55	7.19	13.53	158.95	180.41	125.03	163.46	137.85	154.11	112.90	134.29	122.08	138.00	29.37	30.76	33.64	27.60	34.62	33.21	32.33	33.66	32.33	24.00	39.40	18.57	31.66	44.24	71.08	62.85	25.59	51.04	65.21	44.05	75.09	46.54	52.59	62.08	60.74	22.76	55.58	66.72	56.50	51.24	40.27	55.53	53.57	13.48	78.72	282.54	23.34	10.77	15.54	10.68	23.14	29.54	14.79	14.27	10.34	4.60	20.22	23.34	12.89	33.83	26.80	6.44	8.29	12.63	28.74	12.14	28.74	6.43	13.16	0.00	8.09	27.94	41.62	20.25	27.20
AFUB_099850	121.25	185.26	150.48	165.00	189.09	159.39	165.71	139.31	170.25	167.37	155.59	178.14	166.57	179.68	70.25	69.91	82.75	70.96	10.37	16.85	164.92	204.86	157.73	177.64	149.35	166.89	117.69	134.00	133.89	162.21	40.16	43.59	39.81	35.94	38.85	40.96	37.01	43.01	38.21	29.73	42.65	21.04	33.84	47.70	76.88	59.76	28.45	48.53	78.21	41.73	84.70	49.75	64.20	69.98	66.04	29.15	61.74	69.29	60.76	64.32	51.14	57.43	67.03	21.43	88.93	291.63	22.17	8.28	9.72	8.30	25.68	28.43	17.28	17.82	15.34	5.89	22.28	22.17	19.86	42.75	37.27	5.52	10.68	25.00	26.51	10.45	26.51	7.25	19.23	0.11	7.54	35.50	45.17	25.97	35.60
AFUB_099860	122.55	178.60	149.24	175.82	175.18	148.86	158.18	143.10	173.66	148.38	151.67	176.47	159.69	188.68	69.75	63.83	75.58	61.05	11.32	16.57	152.48	190.51	151.72	155.95	143.19	159.94	112.24	134.49	124.23	148.34	36.68	32.40	28.45	37.27	36.40	36.16	34.92	36.87	32.16	27.70	38.80	19.07	36.93	49.43	66.43	59.02	32.93	50.52	77.71	49.30	81.67	45.90	66.55	66.06	62.34	25.29	56.85	72.29	58.05	60.94	52.42	49.85	65.18	18.21	85.55	277.91	19.16	5.62	5.72	9.75	21.12	25.06	17.85	15.84	17.03	6.73	12.61	19.16	15.73	39.56	39.66	3.44	5.71	23.84	15.84	10.24	15.84	12.01	22.87	0.00	8.92	29.98	45.10	19.68	36.20
AFUB_099870	125.27	165.17	160.27	181.00	169.94	146.09	147.51	140.19	155.85	153.60	141.59	154.94	166.64	169.81	64.81	69.09	85.12	47.45	5.98	19.07	162.77	207.30	135.66	167.61	140.62	158.30	132.84	129.49	130.59	167.27	38.77	42.64	47.66	40.64	46.06	43.47	33.85	53.26	36.48	31.23	42.17	22.53	28.42	46.40	70.75	68.30	24.64	53.99	61.93	40.70	66.09	49.68	62.77	63.50	46.36	21.45	50.75	63.88	47.74	49.70	57.41	54.83	80.86	22.00	76.19	254.83	34.19	6.68	12.80	6.77	22.11	19.19	8.51	19.49	13.31	4.72	14.61	34.19	20.69	54.61	39.75	9.20	8.52	26.07	19.34	11.19	19.34	6.66	36.08	0.40	10.25	30.53	45.02	23.07	31.91
AFUB_099880	105.65	155.04	136.47	153.46	154.93	134.56	142.35	123.01	147.47	135.11	131.01	146.96	143.21	162.20	55.08	62.68	74.43	49.26	9.12	12.81	138.85	164.34	116.21	141.53	122.37	130.98	106.44	113.66	109.14	133.15	23.07	24.35	23.27	23.17	25.85	28.26	25.02	27.26	24.05	19.14	29.55	14.07	27.13	48.71	65.37	54.94	21.98	42.95	64.86	41.83	72.79	43.99	59.72	53.08	62.56	25.48	44.20	61.73	50.50	55.10	44.46	54.30	59.86	16.14	74.11	286.25	18.15	7.29	11.36	7.27	19.24	27.35	15.72	14.67	9.02	6.03	16.88	18.15	12.75	24.25	22.08	5.66	5.43	14.02	20.90	8.13	20.90	6.16	13.37	0.19	8.04	17.46	28.35	13.25	20.11
AFUB_099890	121.77	173.85	151.58	175.28	173.42	145.54	148.54	141.92	161.17	153.13	148.07	175.68	158.15	178.05	57.20	58.28	77.24	65.06	9.74	14.93	158.38	193.51	127.39	160.06	142.91	155.50	116.78	126.84	120.74	152.58	28.90	28.06	29.34	26.20	34.76	32.32	26.16	31.54	28.80	22.96	32.82	15.12	26.98	41.02	67.30	60.36	26.21	42.88	67.70	37.85	73.33	45.91	59.71	52.78	58.69	24.60	64.05	61.34	58.83	56.34	41.88	49.29	61.33	21.04	75.78	263.89	19.28	10.55	14.83	11.72	25.59	37.23	17.27	12.96	11.37	5.50	20.43	19.28	16.21	36.82	29.74	4.98	9.34	21.02	25.72	12.86	25.72	4.83	17.35	0.06	6.99	26.12	36.92	19.60	25.71
AFUB_099900	128.37	174.10	155.32	170.82	191.67	168.09	167.74	154.30	164.10	167.79	148.88	178.64	171.31	189.24	66.32	66.70	77.77	60.34	8.74	15.72	165.24	202.29	138.95	182.20	147.61	163.00	117.18	130.97	142.65	169.26	35.65	36.92	36.95	36.83	39.81	39.95	33.59	40.89	35.68	27.87	41.00	18.14	36.29	50.80	67.16	61.17	31.85	49.32	74.89	41.95	82.55	50.05	62.16	60.27	59.91	27.81	68.52	65.86	61.18	57.43	48.00	55.79	63.98	20.83	81.94	291.44	23.55	8.64	10.23	6.78	23.86	32.51	8.93	14.97	11.60	2.61	13.03	23.55	16.16	32.50	32.35	6.71	7.97	14.67	23.11	11.62	23.11	5.53	18.00	0.03	9.12	32.72	44.62	25.40	29.98
AFUB_099910	111.25	182.23	152.82	162.70	172.02	156.54	156.13	141.92	162.36	154.64	145.73	177.31	153.97	181.24	61.54	70.13	79.04	50.00	9.73	14.12	158.41	196.86	136.33	174.55	143.51	157.47	118.18	127.16	127.18	158.37	30.07	34.48	30.28	31.10	33.82	36.91	31.53	33.01	27.84	23.01	36.69	16.90	33.33	50.19	71.14	61.82	29.45	48.63	69.66	41.56	82.19	53.42	59.34	55.37	63.08	26.74	50.96	70.31	57.43	55.40	46.91	53.27	59.30	16.94	82.56	289.53	22.69	7.49	8.19	7.49	25.89	28.88	12.45	14.85	12.71	5.34	17.43	22.69	16.49	29.79	30.13	7.96	7.90	17.71	21.79	10.57	21.79	4.09	20.83	0.13	9.37	31.12	38.23	23.09	31.29
AFUB_099920	127.86	195.12	177.26	174.65	188.15	174.03	173.07	163.02	175.59	168.87	163.61	185.32	184.22	202.39	57.06	63.18	74.12	59.23	9.16	16.50	178.01	219.13	173.29	181.60	156.72	180.85	129.95	152.63	130.66	176.77	41.33	36.38	41.50	34.62	38.76	39.96	35.05	37.81	37.47	30.11	48.20	17.56	34.45	48.41	78.12	55.33	28.91	46.64	71.62	51.94	81.74	53.79	65.71	62.92	64.73	29.30	60.14	61.10	60.71	54.88	52.97	59.75	60.28	23.79	76.35	307.42	18.24	6.59	15.99	4.25	22.20	39.56	15.77	15.58	7.99	8.43	13.54	18.24	21.28	37.11	38.39	5.84	5.46	21.63	25.93	12.65	25.93	6.68	23.63	0.10	7.55	35.61	48.98	23.03	33.84
AFUB_099930	126.05	172.64	155.63	164.55	177.21	150.03	157.40	144.06	160.20	157.97	138.83	176.18	155.60	177.74	67.30	65.36	81.02	60.97	9.05	16.08	150.61	196.37	128.79	161.79	141.67	150.59	112.69	125.09	129.04	147.14	35.35	36.38	34.61	33.58	33.76	37.57	32.79	38.92	31.73	24.66	39.87	19.43	34.02	43.62	73.30	58.66	30.50	48.04	66.49	45.57	76.52	47.25	60.78	64.96	59.04	27.71	56.84	63.67	58.46	55.43	47.75	62.55	60.66	16.75	79.91	280.95	23.36	9.83	9.20	8.47	30.19	31.85	13.35	17.73	11.08	3.98	19.28	23.36	18.81	29.03	28.15	7.25	9.14	16.56	29.24	11.35	29.24	8.11	21.90	0.05	7.60	31.13	40.95	20.60	32.25
AFUB_099940	125.08	184.37	152.38	170.94	174.72	156.69	154.48	147.78	152.76	160.71	139.47	164.46	162.87	181.29	65.86	67.69	74.31	68.65	8.70	17.45	158.83	192.64	136.97	163.63	141.88	154.88	108.26	127.84	128.44	154.98	38.96	37.88	37.71	34.09	39.30	42.49	31.92	38.75	39.20	30.28	43.14	17.20	36.06	45.06	74.99	58.50	29.89	46.94	67.50	42.08	76.20	45.52	61.82	63.21	58.55	28.95	68.86	66.13	61.35	61.32	50.75	55.79	62.55	24.09	76.50	285.66	25.43	7.25	15.43	7.72	28.14	34.60	12.95	17.94	12.28	6.39	17.69	25.43	14.58	28.13	30.71	7.93	6.61	20.29	22.79	11.53	22.79	8.32	21.00	0.07	7.00	32.34	44.11	23.75	35.92
AFUB_099950	110.81	170.58	143.74	155.51	175.64	144.55	154.12	139.61	154.67	154.22	142.61	166.45	160.39	169.44	62.76	64.97	80.09	68.21	9.29	15.33	150.35	187.76	129.80	172.07	144.70	147.87	110.23	127.63	132.56	142.98	29.17	30.67	33.05	30.99	32.82	36.51	29.38	34.13	31.89	23.05	38.39	17.43	32.14	46.82	70.70	52.63	29.49	45.33	70.44	39.54	75.26	47.26	54.69	57.18	55.86	28.50	65.35	61.15	58.26	62.20	44.20	50.26	63.60	21.20	73.57	272.02	24.58	6.42	10.57	9.25	25.55	32.85	10.91	18.41	11.61	4.85	13.58	24.58	19.00	35.59	33.73	5.72	7.31	24.07	20.20	8.45	20.20	7.56	20.08	0.11	8.39	28.23	38.52	21.20	29.73
AFUB_099960	117.40	178.29	147.96	161.34	168.71	146.08	154.12	141.57	152.62	151.89	143.22	158.06	162.00	169.89	67.46	68.68	79.30	71.17	10.56	18.43	146.85	194.35	140.89	164.68	148.32	153.64	111.57	122.89	130.24	148.19	36.18	35.33	35.32	33.95	36.52	36.98	34.34	39.38	34.18	25.81	38.54	19.36	34.30	48.94	70.58	60.01	32.07	47.34	71.17	43.33	76.38	45.23	61.65	57.30	62.10	27.76	68.32	63.29	55.58	61.83	50.08	54.27	66.28	22.41	78.28	284.63	23.85	9.47	9.48	7.66	23.10	29.73	14.09	15.72	11.53	6.00	16.43	23.85	17.81	33.98	31.74	7.54	8.75	13.50	19.05	10.94	19.05	8.02	19.99	0.14	10.00	30.93	41.55	22.09	32.94
AFUB_099970	106.94	162.75	141.11	152.05	155.16	134.84	148.07	137.90	148.14	139.99	131.07	151.25	146.36	156.07	53.88	63.54	78.77	57.43	8.58	14.60	151.33	171.70	126.09	158.22	138.22	143.08	102.45	126.78	118.19	143.40	25.15	24.58	24.86	25.41	29.78	27.76	25.24	28.74	23.26	17.53	29.38	12.89	26.49	42.94	70.04	55.08	23.84	47.94	63.40	40.81	73.77	44.26	55.78	57.73	60.42	22.34	57.89	60.92	57.39	60.55	48.25	53.74	60.58	20.74	66.76	290.57	22.20	6.09	14.07	8.96	27.80	30.77	10.11	17.80	14.45	5.63	17.26	22.20	15.81	27.96	28.37	4.65	9.37	18.45	20.95	10.41	20.95	9.11	22.00	0.11	8.37	19.73	28.03	14.86	22.80
AFUB_099980	116.56	181.39	147.04	165.29	164.40	136.68	156.33	145.11	155.29	143.19	143.88	166.55	150.68	171.25	66.15	66.65	73.84	69.59	8.77	17.86	149.68	189.68	125.47	160.44	140.18	155.45	111.36	142.91	124.29	152.41	36.52	34.66	35.59	39.42	38.98	40.94	33.06	44.94	33.36	25.78	44.82	18.19	34.14	47.15	66.07	61.30	31.14	51.50	65.30	46.38	69.95	44.20	66.11	59.24	59.34	31.84	69.94	64.54	58.07	55.66	50.45	58.16	58.92	18.77	75.05	286.53	20.18	8.70	11.45	11.38	21.34	34.99	13.85	15.78	7.86	5.89	19.30	20.18	19.30	37.36	37.16	7.68	12.84	20.49	23.36	13.67	23.36	7.44	23.41	0.15	10.16	32.56	41.63	20.42	29.98
AFUB_099990	114.60	169.10	147.52	156.32	166.99	150.41	145.90	135.68	145.85	144.84	139.79	160.51	150.55	168.44	67.16	66.67	76.47	64.39	9.34	16.42	149.59	183.64	129.40	166.95	142.10	152.11	111.00	127.59	126.64	145.72	36.31	35.69	37.26	36.04	38.31	36.92	32.46	39.37	33.70	27.71	39.54	18.23	33.56	47.16	70.45	57.09	30.06	45.96	69.93	40.47	75.41	45.50	58.66	56.17	60.31	26.82	62.06	61.39	56.44	60.46	45.01	53.84	57.96	20.49	72.22	273.19	27.82	6.80	11.60	7.89	22.52	30.84	11.04	17.65	12.26	5.37	17.12	27.82	16.21	32.56	34.56	7.04	8.49	17.54	23.11	6.70	23.11	6.55	25.39	0.10	10.19	30.82	42.36	21.96	30.68
