Assay_Type	AvgSpotLen	BioProject	BioSample	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	Experiment	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Library_Name	LoadDate	MBases	MBytes	Organism	Platform	ReleaseDate	Run	SRA_Sample	SRA_Study	Sample_Name	strain
WGS	200	PRJNA18733	SAMN00115744	JCVI	public	sra	ncbi	SRX028559	300	Illumina Genome Analyzer II	PAIRED	RANDOM	GENOMIC	AF1163-F-ILI4-01	2014-05-28	5586	3596	Aspergillus fumigatus A1163	ILLUMINA	2010-10-14	SRR068950	SRS117277	SRP003793	1126996174001 A. fumigatus AF1163 AF1163-F-ILI4-01 Sample	A1163
