AvgSpotLen	BioSample	Experiment	InsertSize	Instrument	LibraryLayout	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	Sample_Name	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	LibrarySelection	LibrarySource	Organism	SRA_Study
100	SAMN00714282	SRX093407	0	Illumina Genome Analyzer II	SINGLE	AF10-F-ILI1-01	2015-06-28	3529	2265	ILLUMINA	2011-08-26	SRR334209	SRS258972	1130893183206 Aspergillus fumigatus Af10 genomic DNA AF10-F-ILI1-01 Sample	WGS	PRJNA46347	JCVI	public	sra	ncbi	RANDOM	GENOMIC	Aspergillus fumigatus Af10	SRP007875
