AvgSpotLen	BioSample	Experiment	InsertSize	Instrument	LibraryLayout	Library_Name	LoadDate	MBases	MBytes	Platform	ReleaseDate	Run	SRA_Sample	Sample_Name	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	LibrarySelection	LibrarySource	Organism	SRA_Study
100	SAMN00115745	SRX028560	0	Illumina Genome Analyzer II	SINGLE	AF210-F-ILI2-01	2014-05-28	2515	1524	ILLUMINA	2010-10-19	SRR068951	SRS117278	1126996174005 A. fumigatus AF210 AF210-F-ILI2-01 Sample	WGS	PRJNA52783	JCVI	public	sra	ncbi	RANDOM	GENOMIC	Aspergillus fumigatus AF210	SRP003794
